OBJECTID,Location Description,Size 1,Last Update Date,Last Editor,Size 2,Size 3,CatchID,DrainID,Inspection Status,Facility Type,Jurisdiction,Watershed Management Area,GlobalID,PRIORITY,Flow Monitoring Status,Flow Monitoring Deploy Date,Flow Monitoring Return Date,Next Inspection Date,POINT_X,POINT_Y,Persistent Flow,Facility Identifier,Survey Link,Outfall Capture Feasibility Study,Dry Weather Samples,Accessibility,Flow Measurement Count,Last Discharge Observation,Last Discharge Measurement Trend,AVGFLOWWIDTH,AVGFLOWDEPTH,AVGFLOWVEL,AVGDISCHARGE,MAXDISCHARGE,MINDISCHARGE
13270,,24,7/16/2021 18:12,OCENVRESUSER,,,8903,F05,Verified,Outfall,Irvine,Central,{D1E43CEC-4993-46A2-97D5-DBB7DCE42433},,,,,,-117.7783085,33.66852638,,F05-8903-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={D1E43CEC-4993-46A2-97D5-DBB7DCE42433}&field:Station=F05-8903-2,No,No,,,,,,,,,,
13271,,18,7/16/2021 18:12,OCENVRESUSER,,,8903,F05,Verified,Outfall,Irvine,Central,{07FCC68B-4BFA-4E09-AD9B-F7894E3EF6B0},,,,,,-117.777684,33.66850205,,F05-8903-3,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={07FCC68B-4BFA-4E09-AD9B-F7894E3EF6B0}&field:Station=F05-8903-3,No,No,,,,,,,,,,
13272,,24,7/16/2021 18:12,OCENVRESUSER,,,8903,F05,Verified,Outfall,Irvine,Central,{DCFF1BD1-FE0D-4203-BD62-475311A4AA4E},,,,,,-117.7768856,33.66789872,,F05-8903-4,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={DCFF1BD1-FE0D-4203-BD62-475311A4AA4E}&field:Station=F05-8903-4,No,No,,,,,,,,,,
13273,,24,7/16/2021 18:12,OCENVRESUSER,,,8903,F05,Verified,Outfall,Irvine,Central,{AE2FD00A-5E6E-49BC-BBBE-F57AAEF20E5E},,,,,,-117.7756735,33.66732785,,F05-8903-5,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={AE2FD00A-5E6E-49BC-BBBE-F57AAEF20E5E}&field:Station=F05-8903-5,No,No,,,,,,,,,,
13274,,78,7/16/2021 18:12,OCENVRESUSER,,,8903,F05,Verified,Outfall,Irvine,Central,{538E0D07-4C46-4D32-9A63-26BA2A202CD2},,,,,,-117.774414,33.66685532,,F05-8903-6,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={538E0D07-4C46-4D32-9A63-26BA2A202CD2}&field:Station=F05-8903-6,No,No,,,,,,,,,,
13275,,18,7/16/2021 18:12,OCENVRESUSER,,,7893,F05,Verified,Outfall,Irvine,Central,{11863F74-C966-4CF2-8721-30DD2B98B0AA},,,,,,-117.7736902,33.66595683,,F05-7893-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={11863F74-C966-4CF2-8721-30DD2B98B0AA}&field:Station=F05-7893-1,No,No,,,,,,,,,,
13276,,18,7/16/2021 18:12,OCENVRESUSER,,,7893,F05,Verified,Outfall,Irvine,Central,{1F142861-6CC5-4CA1-B4B5-9E4CFF20DF4F},,,,,,-117.7733245,33.66591652,,F05-7893-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={1F142861-6CC5-4CA1-B4B5-9E4CFF20DF4F}&field:Station=F05-7893-2,No,No,,,,,,,,,,
13277,,36,7/16/2021 18:12,OCENVRESUSER,,,7893,F05,Verified,Outfall,Irvine,Central,{68C46F2E-9AAD-47D5-8847-5893BAC86D82},,,,,,-117.7730017,33.66532654,,F05-7893-3,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={68C46F2E-9AAD-47D5-8847-5893BAC86D82}&field:Station=F05-7893-3,No,No,,,,,,,,,,
13278,,90,7/16/2021 18:12,OCENVRESUSER,,,7242,F05,Verified,Outfall,Irvine,Central,{29D2A0A6-3BED-4B74-95A0-A6E18D0EF137},,,,,,-117.7717233,33.66426851,,F05-7242-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={29D2A0A6-3BED-4B74-95A0-A6E18D0EF137}&field:Station=F05-7242-1,No,No,,,,,,,,,,
13279,,,7/16/2021 18:12,OCENVRESUSER,,,7242,F05,Verified,Outfall,Irvine,Central,{0075447D-0A41-455D-BAA1-AB381468506C},,,,,,-117.7723362,33.66407828,,F05-7242-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={0075447D-0A41-455D-BAA1-AB381468506C}&field:Station=F05-7242-2,No,No,,,,,,,,,,
13281,,36,7/16/2021 18:12,OCENVRESUSER,,,7900,F16,Verified,Outfall,Irvine,Central,{B162C409-ADAD-483D-896D-B45089EE3E6F},,,,,,-117.763295,33.66657907,,F16-7900-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={B162C409-ADAD-483D-896D-B45089EE3E6F}&field:Station=F16-7900-1,No,No,,,,,,,,,,
13282,,,7/16/2021 18:12,OCENVRESUSER,,,7900,F16,Verified,Outfall,Irvine,Central,{6D3BFF08-3F51-4E09-8419-08A1DB1EE317},,,,,,-117.7624176,33.66756515,,F16-7900-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={6D3BFF08-3F51-4E09-8419-08A1DB1EE317}&field:Station=F16-7900-2,No,No,,,,,,,,,,
13283,,,7/16/2021 18:12,OCENVRESUSER,,,7244,F16,Verified,Outfall,Irvine,Central,{5DEF69D4-EFD5-4B08-9B47-27E1D16FA475},,,,,,-117.7618361,33.66803126,,F16-7244-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={5DEF69D4-EFD5-4B08-9B47-27E1D16FA475}&field:Station=F16-7244-1,No,No,,,,,,,,,,
13284,,24,7/16/2021 18:12,OCENVRESUSER,,,7244,F16,Verified,Outfall,Irvine,Central,{53D0FD3D-207C-4B4C-8D34-6F453CF92F8E},,,,,,-117.7617634,33.66811226,,F16-7244-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={53D0FD3D-207C-4B4C-8D34-6F453CF92F8E}&field:Station=F16-7244-2,No,No,,,,,,,,,,
13285,,54,7/16/2021 18:12,OCENVRESUSER,,,7244,F16,Verified,Outfall,Irvine,Central,{FCEE90A0-3898-4743-AB94-08EF8B4FB20B},,,,,,-117.7608028,33.66906307,,F16-7244-3,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={FCEE90A0-3898-4743-AB94-08EF8B4FB20B}&field:Station=F16-7244-3,No,No,,,,,,,,,,
13286,,30,7/16/2021 18:12,OCENVRESUSER,,,7244,F16,Verified,Outfall,Irvine,Central,{FC0E6695-913C-4E9B-92B9-9EE38B6D80A9},,,,,,-117.7585786,33.67131688,,F16-7244-4,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={FC0E6695-913C-4E9B-92B9-9EE38B6D80A9}&field:Station=F16-7244-4,No,No,,,,,,,,,,
13287,,,7/16/2021 18:12,OCENVRESUSER,,,7244,F16,Verified,Outfall,Irvine,Central,{034484DB-30C1-4983-8975-A16A6D3C3ED5},,,,,,-117.7570243,33.67296255,,F16-7244-5,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={034484DB-30C1-4983-8975-A16A6D3C3ED5}&field:Station=F16-7244-5,No,No,,,,,,,,,,
13288,,,7/16/2021 18:12,OCENVRESUSER,,,8479,F16,Verified,Outfall,Irvine,Central,{04952946-E882-4C28-B5B9-9E12E5014172},,,,,,-117.7548329,33.67503991,,F16-8479-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={04952946-E882-4C28-B5B9-9E12E5014172}&field:Station=F16-8479-1,No,No,,,,,,,,,,
13289,,,7/16/2021 18:12,OCENVRESUSER,2,2.5,8479,F16,Verified,Box,Irvine,Central,{39AA38D2-165A-447E-870C-8D137478FF55},,,,,,-117.7554487,33.67456373,,F16-8479-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={39AA38D2-165A-447E-870C-8D137478FF55}&field:Station=F16-8479-2,No,No,,,,,,,,,,
13290,,,7/16/2021 18:12,OCENVRESUSER,4,3,8479,F16,Verified,Box,Irvine,Central,{620419C7-DADA-4A09-B60B-1BB54028341D},,,,,,-117.7554148,33.67449926,,F16-8479-3,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={620419C7-DADA-4A09-B60B-1BB54028341D}&field:Station=F16-8479-3,No,No,,,,,,,,,,
13291,,30,7/16/2021 18:12,OCENVRESUSER,,,8479,F16,Verified,Outfall,Irvine,Central,{D3EE63F7-388F-4CFA-BD27-4A0910FFAA79},,,,,,-117.7543194,33.67555414,,F16-8479-4,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={D3EE63F7-388F-4CFA-BD27-4A0910FFAA79}&field:Station=F16-8479-4,No,No,,,,,,,,,,
13292,,36,7/16/2021 18:12,OCENVRESUSER,,,8479,F16,Verified,Outfall,Irvine,Central,{E25581F9-9FD3-43D9-807E-E7A035C2CB21},,,,,,-117.7537671,33.67603685,,F16-8479-5,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={E25581F9-9FD3-43D9-807E-E7A035C2CB21}&field:Station=F16-8479-5,No,No,,,,,,,,,,
13293,,60,7/16/2021 18:12,OCENVRESUSER,,,8479,F16,Verified,Outfall,Irvine,Central,{7262F446-8286-4136-8A0B-C5C1B124F947},,,,,,-117.7532986,33.67623804,,F16-8479-6,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={7262F446-8286-4136-8A0B-C5C1B124F947}&field:Station=F16-8479-6,No,No,,,,,,,,,,
13294,,,7/16/2021 18:12,OCENVRESUSER,,,8713,F16,Verified,Outfall,Irvine,Central,{354B03CF-F32D-4998-BE8D-C74791D76F0B},,,,,,-117.7519889,33.67668642,,F16-8713-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={354B03CF-F32D-4998-BE8D-C74791D76F0B}&field:Station=F16-8713-1,No,No,,,,,,,,,,
13295,,,7/16/2021 18:12,OCENVRESUSER,,,8713,F16,Verified,Outfall,Irvine,Central,{D82D67FC-36A2-4986-A5A9-95FB0DE819BA},,,,,,-117.7506257,33.67775263,,F16-8713-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={D82D67FC-36A2-4986-A5A9-95FB0DE819BA}&field:Station=F16-8713-2,No,No,,,,,,,,,,
13296,,,7/16/2021 18:12,OCENVRESUSER,,,8713,F16,Verified,Outfall,Irvine,Central,{B63D9FBF-8CBB-4819-9886-9B05DCF642B2},,,,,,-117.7500693,33.67853742,,F16-8713-3,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={B63D9FBF-8CBB-4819-9886-9B05DCF642B2}&field:Station=F16-8713-3,No,No,,,,,,,,,,
13297,,,7/16/2021 18:12,OCENVRESUSER,,,8711,F16,Verified,Outfall,Irvine,Central,{212DF8C0-E23B-4E5A-8C88-F0197CD549E7},,,,,,-117.7442233,33.68568907,,F16-8711-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={212DF8C0-E23B-4E5A-8C88-F0197CD549E7}&field:Station=F16-8711-1,No,No,,,,,,,,,,
13298,,,7/16/2021 18:12,OCENVRESUSER,,,8711,F16,Verified,Outfall,Irvine,Central,{117BBA90-90BE-4ED9-8BB4-E041A101FD1C},,,,,,-117.7432001,33.68704907,,F16-8711-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={117BBA90-90BE-4ED9-8BB4-E041A101FD1C}&field:Station=F16-8711-2,No,No,,,,,,,,,,
13299,,30,7/16/2021 18:12,OCENVRESUSER,,,8711,F16,Verified,Outfall,Irvine,Central,{11642C9D-4743-4E9D-8063-B6DC05A98D2C},,,,,,-117.7398291,33.69112292,,F16-8711-3,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={11642C9D-4743-4E9D-8063-B6DC05A98D2C}&field:Station=F16-8711-3,No,No,,,,,,,,,,
13300,,,7/16/2021 18:12,OCENVRESUSER,,,8711,F16,Verified,Outfall,Irvine,Central,{8D328192-AF96-436D-AD03-A594E44844F3},,,,,,-117.7358403,33.69443277,,F16-8711-4,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={8D328192-AF96-436D-AD03-A594E44844F3}&field:Station=F16-8711-4,No,No,,,,,,,,,,
13301,,24,7/16/2021 18:12,OCENVRESUSER,,,8711,F16,Verified,Outfall,Irvine,Central,{17D4D8F6-8058-4FBD-84D4-84D67D7F636A},,,,,,-117.7343321,33.6956279,,F16-8711-5,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={17D4D8F6-8058-4FBD-84D4-84D67D7F636A}&field:Station=F16-8711-5,No,No,,,,,,,,,,
13302,,,7/16/2021 18:12,OCENVRESUSER,,,8711,F16,Verified,Outfall,Irvine,Central,{682429CA-ABB7-4180-8019-25A9E06AED0C},,,,,,-117.7340244,33.69596606,,F16-8711-6,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={682429CA-ABB7-4180-8019-25A9E06AED0C}&field:Station=F16-8711-6,No,No,,,,,,,,,,
14053,,,7/16/2021 18:12,OCENVRESUSER,,,7242,F05,Verified,Outfall,Irvine,Central,{245BB040-E1E1-4797-83E5-BEC6B4EFCFE3},,,,,,-117.7695944,33.66307902,,F05-7242-3,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={245BB040-E1E1-4797-83E5-BEC6B4EFCFE3}&field:Station=F05-7242-3,No,No,,,,,,,,,,
14054,,,7/16/2021 18:12,OCENVRESUSER,,,7242,F05,Verified,Outfall,Irvine,Central,{3DC6C18B-91AB-475C-90A2-00D5A4355C85},,,,,,-117.7672366,33.66142376,,F05-7242-4,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={3DC6C18B-91AB-475C-90A2-00D5A4355C85}&field:Station=F05-7242-4,No,No,,,,,,,,,,
14055,,,7/16/2021 18:12,OCENVRESUSER,,,8639,F05,Verified,Outfall,Irvine,Central,{0091FE34-0175-4F80-BD54-33EA4E16F2F1},,,,,,-117.7666525,33.66083678,,F05-8639-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={0091FE34-0175-4F80-BD54-33EA4E16F2F1}&field:Station=F05-8639-1,No,No,,,,,,,,,,
14056,,,7/16/2021 18:12,OCENVRESUSER,,,7242,F05,Verified,Outfall,Irvine,Central,{D752A974-D0E2-47B1-9A74-7F1277D12BF2},,,,,,-117.7667803,33.66012369,,F05-7242-5,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={D752A974-D0E2-47B1-9A74-7F1277D12BF2}&field:Station=F05-7242-5,No,No,,,,,,,,,,
14057,,,7/16/2021 18:12,OCENVRESUSER,,,8639,F05,Verified,Outfall,Irvine,Central,{60748BF2-C96F-437B-BFC6-048D474DDEED},,,,,,-117.7657124,33.65923722,,F05-8639-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={60748BF2-C96F-437B-BFC6-048D474DDEED}&field:Station=F05-8639-2,No,No,,,,,,,,,,
14058,,,7/16/2021 18:12,OCENVRESUSER,,,8639,F05,Verified,Outfall,Irvine,Central,{DA274F8C-331E-41CD-8A87-AFCDD6A54DE7},,,,,,-117.765006,33.65804599,,F05-8639-3,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={DA274F8C-331E-41CD-8A87-AFCDD6A54DE7}&field:Station=F05-8639-3,No,No,,,,,,,,,,
14059,,,7/16/2021 18:12,OCENVRESUSER,,,8639,F05,Verified,Outfall,Irvine,Central,{61CCAAA3-70B4-4046-9BA0-AA3B0B1A82B9},,,,,,-117.7648993,33.65787623,,F05-8639-4,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={61CCAAA3-70B4-4046-9BA0-AA3B0B1A82B9}&field:Station=F05-8639-4,No,No,,,,,,,,,,
14060,,,7/16/2021 18:12,OCENVRESUSER,,,7242,F05,Verified,Outfall,Irvine,Central,{201C5B91-2969-4A9C-8D42-18D716112DF3},,,,,,-117.7653575,33.65766025,,F05-7242-6,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={201C5B91-2969-4A9C-8D42-18D716112DF3}&field:Station=F05-7242-6,No,No,,,,,,,,,,
14061,,,7/16/2021 18:12,OCENVRESUSER,,,8639,F05,Verified,Outfall,Irvine,Central,{70EC4848-728C-442F-AEC7-36190023C846},,,,,,-117.7634134,33.65642543,,F05-8639-5,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={70EC4848-728C-442F-AEC7-36190023C846}&field:Station=F05-8639-5,No,No,,,,,,,,,,
14062,,,7/16/2021 18:12,OCENVRESUSER,,,8639,F05,Verified,Outfall,Irvine,Central,{92FCBBAC-8116-476B-BC2B-5C25E4E19B61},,,,,,-117.7612662,33.65542995,,F05-8639-6,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={92FCBBAC-8116-476B-BC2B-5C25E4E19B61}&field:Station=F05-8639-6,No,No,,,,,,,,,,
14063,,,7/16/2021 18:12,OCENVRESUSER,,,8639,F05,Verified,Outfall,Irvine,Central,{74E1AD23-BCD1-41DE-9CC0-B7B5791BEB4D},,,,,,-117.7604557,33.65526791,,F05-8639-7,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={74E1AD23-BCD1-41DE-9CC0-B7B5791BEB4D}&field:Station=F05-8639-7,No,No,,,,,,,,,,
14064,,,7/16/2021 18:12,OCENVRESUSER,,,8639,F05,Verified,Outfall,Irvine,Central,{14A38505-A2FA-472D-B839-4958637C2149},,,,,,-117.7599189,33.65504714,,F05-8639-8,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={14A38505-A2FA-472D-B839-4958637C2149}&field:Station=F05-8639-8,No,No,,,,,,,,,,
14065,,,7/16/2021 18:12,OCENVRESUSER,,,8640,F05,Verified,Outfall,Irvine,Central,{9B049489-A78B-4AF6-B95E-743963B36058},,,,,,-117.7601292,33.65471211,,F05-8640-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={9B049489-A78B-4AF6-B95E-743963B36058}&field:Station=F05-8640-1,No,No,,,,,,,,,,
14066,,,7/16/2021 18:12,OCENVRESUSER,,,7902,F05,Verified,Outfall,Irvine,Central,{82AF9370-8A40-4EAF-9717-84A32903A7F8},,,,,,-117.7589027,33.65420495,,F05-7902-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={82AF9370-8A40-4EAF-9717-84A32903A7F8}&field:Station=F05-7902-1,No,No,,,,,,,,,,
14067,,,7/16/2021 18:12,OCENVRESUSER,,,7902,F05,Verified,Outfall,Irvine,Central,{93DE87D3-4C6F-4B9F-9D9B-7FDC34E12AD0},,,,,,-117.7586401,33.6541222,,F05-7902-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={93DE87D3-4C6F-4B9F-9D9B-7FDC34E12AD0}&field:Station=F05-7902-2,No,No,,,,,,,,,,
14068,,,7/16/2021 18:12,OCENVRESUSER,13,10,8754,F17,Verified,Box,Irvine,Central,{1C720D54-E920-4274-910A-A076D8AD9CF1},,,,,,-117.7566396,33.65379494,,F17-8754-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={1C720D54-E920-4274-910A-A076D8AD9CF1}&field:Station=F17-8754-1,No,No,,,,,,,,,,
14069,,48,7/16/2021 18:12,OCENVRESUSER,,,8716,F18,Verified,Outfall,Irvine,Central,{86FAA26F-3EEA-4485-995A-C7515B506EB7},,,,,,-117.732279,33.65878603,,F18-8716-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={86FAA26F-3EEA-4485-995A-C7515B506EB7}&field:Station=F18-8716-1,No,No,,,,,,,,,,
14074,,,7/16/2021 18:12,OCENVRESUSER,,,7158,F05,Verified,Outfall,Irvine,Central,{A2300351-27E1-458C-A752-55D9BFA1DEC8},,,,,,-117.7556516,33.65022117,,F05-7158-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={A2300351-27E1-458C-A752-55D9BFA1DEC8}&field:Station=F05-7158-1,No,No,,,,,,,,,,
14075,,,7/16/2021 18:12,OCENVRESUSER,,,7158,F05,Verified,Outfall,Irvine,Central,{9D37D91C-BBE4-4493-9AEE-79B915A22017},,,,,,-117.7559057,33.64991486,,F05-7158-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={9D37D91C-BBE4-4493-9AEE-79B915A22017}&field:Station=F05-7158-2,No,No,,,,,,,,,,
14076,,,7/16/2021 18:12,OCENVRESUSER,,,7902,F05,Verified,Outfall,Irvine,Central,{131AAC3C-B3C4-4E4B-A695-B6FEB79D8913},,,,,,-117.7564687,33.65132814,,F05-7902-3,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={131AAC3C-B3C4-4E4B-A695-B6FEB79D8913}&field:Station=F05-7902-3,No,No,,,,,,,,,,
14077,,,7/16/2021 18:12,OCENVRESUSER,,,7902,F05,Verified,Outfall,Irvine,Central,{C57F1FE4-9272-4368-9AA8-9C47B3074535},,,,,,-117.7565071,33.65127277,,F05-7902-4,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={C57F1FE4-9272-4368-9AA8-9C47B3074535}&field:Station=F05-7902-4,No,No,,,,,,,,,,
14453,,48,7/16/2021 18:12,OCENVRESUSER,,,7091,F23,Verified,Outfall,Irvine,Central,{5E70B8CD-01E1-493D-8F46-54AFDAC0EAC9},,,,,,-117.7417301,33.63054701,,F23-7091-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={5E70B8CD-01E1-493D-8F46-54AFDAC0EAC9}&field:Station=F23-7091-1,No,No,,,,,,,,,,
14454,,24,7/16/2021 18:12,OCENVRESUSER,,,7091,F23,Verified,Outfall,Laguna Hills,Central,{256023EB-4A35-40B6-9437-C56E11FF3CEF},,,,,,-117.7415827,33.63001392,,F23-7091-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={256023EB-4A35-40B6-9437-C56E11FF3CEF}&field:Station=F23-7091-2,No,No,,,,,,,,,,
14455,,18,7/16/2021 18:12,OCENVRESUSER,,,7072,F23,Verified,Outfall,Laguna Hills,Central,{A9F1C5DE-44A1-462F-9589-F5E850B58BBF},,,,,,-117.7361534,33.6275969,,F23-7072-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={A9F1C5DE-44A1-462F-9589-F5E850B58BBF}&field:Station=F23-7072-1,No,No,,,,,,,,,,
14456,,30,7/16/2021 18:12,OCENVRESUSER,,,8072,F23,Verified,Outfall,Laguna Hills,Central,{543072B0-308B-48E9-BA63-C92103489B40},,,,,,-117.735521,33.62744061,,F23-8072-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={543072B0-308B-48E9-BA63-C92103489B40}&field:Station=F23-8072-1,No,No,,,,,,,,,,
14457,,36,7/16/2021 18:12,OCENVRESUSER,,,8072,F23,Verified,Outfall,Laguna Hills,Central,{029CE2F1-2282-4950-9612-C581D1EFCCEE},,,,,,-117.7337533,33.62713658,,F23-8072-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={029CE2F1-2282-4950-9612-C581D1EFCCEE}&field:Station=F23-8072-2,No,No,,,,,,,,,,
