JURISDICTI3,QJur_US,Sample Type,Parameter,ResultJuris,Units,LoadQUns,LoadsPoundsQUns
DANA POINT,8623499.22388465,Total,Phenanthrene,4.23,ng/L,36477401.717032075,0.0022772079069755505
DANA POINT,8623499.22388465,Total,Phorate,5,ng/L,43117496.11942325,0.0026917351146283092
DANA POINT,8623499.22388465,Total,Pyrene,3.912,ng/L,33735128.96383675,0.0021060135536851896
DANA POINT,8623499.22388465,Total,Tetrachlorvinphos (Stirofos),2,ng/L,17246998.4477693,0.0010766940458513238
DANA POINT,8623499.22388465,Total,Tokuthion (Prothiofos),3,ng/L,25870497.67165395,0.0016150410687769856
DANA POINT,8623499.22388465,Total,Toxaphene,12.5,ng/L,107793740.29855812,0.006729337786570773
DANA POINT,8623499.22388465,Total,trans-Nonachlor,1,ng/L,8623499.22388465,5.383470229256619e-4
DANA POINT,8623499.22388465,Total,Trichloronate,1,ng/L,8623499.22388465,5.383470229256619e-4
DANA POINT,8623499.22388465,Total,"Arsenic, Total",2.04875,ug/L,17667394.034933675,1.10293846321895
DANA POINT,8623499.22388465,Dissolved,"Arsenic, Total",2.04875,ug/L,17667394.034933675,1.10293846321895
DANA POINT,8623499.22388465,Total,"Cadmium, Total",0.6304166666666666,ug/L,5436397.635723948,0.3393829357027194
DANA POINT,8623499.22388465,Dissolved,"Cadmium, Total",0.6304166666666666,ug/L,5436397.635723948,0.3393829357027194
DANA POINT,8623499.22388465,Total,"Calcium, Total",172.4,ug/L,1486691266.1977136,92.81102675238412
DANA POINT,8623499.22388465,Total,Chromium 6+,0.17867857142857144,ug/L,1540834.5220391038,0.09619107698918168
DANA POINT,8623499.22388465,Dissolved,Chromium 6+,0.17867857142857144,ug/L,1540834.5220391038,0.09619107698918168
DANA POINT,8623499.22388465,Total,"Chromium, Total",0.4671875,ug/L,4028791.0436586095,0.25150899977308266
DANA POINT,8623499.22388465,Dissolved,"Chromium, Total",0.4671875,ug/L,4028791.0436586095,0.25150899977308266
DANA POINT,8623499.22388465,Total,"Copper, Total",6.512499999999999,ug/L,56160538.69554877,3.505984986803373
DANA POINT,8623499.22388465,Dissolved,"Copper, Total",6.512499999999999,ug/L,56160538.69554877,3.505984986803373
DANA POINT,8623499.22388465,Total,Dissolved Organic Carbon,9.608333333333334,ug/L,82857455.04282501,5.172617645277403
DANA POINT,8623499.22388465,Total,"Hardness as CaCO3, Total",831.3333333333334,ug/L,7169002354.789439,447.54582505886697
DANA POINT,8623499.22388465,Total,"Iron, Total",150.53333333333333,ug/L,1298124083.1687691,81.0391718510763
DANA POINT,8623499.22388465,Dissolved,"Iron, Total",150.53333333333333,ug/L,1298124083.1687691,81.0391718510763
DANA POINT,8623499.22388465,Total,"Lead, Total",0.13,ug/L,1121054.8991050045,0.06998511298033605
DANA POINT,8623499.22388465,Dissolved,"Lead, Total",0.13,ug/L,1121054.8991050045,0.06998511298033605
DANA POINT,8623499.22388465,Total,"Magnesium, Total",97.30833333333334,ug/L,839138336.9775088,52.385651555857955
DANA POINT,8623499.22388465,Total,"Manganese, Total",132.475,ug/L,1142398059.684119,71.31752186207707
DANA POINT,8623499.22388465,Dissolved,"Manganese, Total",132.475,ug/L,1142398059.684119,71.31752186207707
DANA POINT,8623499.22388465,Total,MBAS,0.06892857142857142,mg/L,594405.4822177633,37.107491223090264
DANA POINT,8623499.22388465,Total,"Mercury, Total",0.025,ug/L,215587.48059711626,0.01345867557314155
DANA POINT,8623499.22388465,Dissolved,"Mercury, Total",0.025,ug/L,215587.48059711626,0.01345867557314155
DANA POINT,8623499.22388465,Total,"Nickel, Total",9.467857142857143,ug/L,81646058.72327931,5.096992706342607
DANA POINT,8623499.22388465,Dissolved,"Nickel, Total",9.467857142857143,ug/L,81646058.72327931,5.096992706342607
DANA POINT,8623499.22388465,Total,"Selenium, Total",4.227142857142857,ug/L,36452763.147820964,2.2756697726243336
DANA POINT,8623499.22388465,Dissolved,"Selenium, Total",4.227142857142857,ug/L,36452763.147820964,2.2756697726243336
DANA POINT,8623499.22388465,Total,"Silver, Total",0.1,ug/L,862349.922388465,0.0538347022925662
DANA POINT,8623499.22388465,Dissolved,"Silver, Total",0.1,ug/L,862349.922388465,0.0538347022925662
DANA POINT,8623499.22388465,Total,"Thallium, Total",0.1,ug/L,862349.922388465,0.0538347022925662
DANA POINT,8623499.22388465,Dissolved,"Thallium, Total",0.1,ug/L,862349.922388465,0.0538347022925662
DANA POINT,8623499.22388465,Total,Total Organic Carbon (TOC),8.2,mg/L,70712693.63585413,4414.445587990427
DANA POINT,8623499.22388465,Total,"Zinc, Total",10.035714285714286,ug/L,86542974.35398524,5.4026969086468215
DANA POINT,8623499.22388465,Dissolved,"Zinc, Total",10.035714285714286,ug/L,86542974.35398524,5.4026969086468215
DANA POINT,8623499.22388465,Total,"Ammonia, as Nitrogen",0.19428571428571428,mg/L,1675422.706354732,104.59313588270004
DANA POINT,8623499.22388465,Total,Chloride,629.1666666666666,mg/L,5425618261.694092,338710.0019240623
DANA POINT,8623499.22388465,Total,Nitrate + Nitrite as N,1.7566666666666666,mg/L,15148613.636624034,945.6962702727461
DANA POINT,8623499.22388465,Total,"Nitrogen, Total Kjeldahl",1.6991666666666667,mg/L,14652762.431250667,914.7413164545205
DANA POINT,8623499.22388465,Total,Orthophosphate as P,0.2783333333333333,mg/L,2400207.2839812273,149.8399213809759
DANA POINT,8623499.22388465,Total,pH,8.400833333333335,NA,72444579.7299843,NA
DANA POINT,8623499.22388465,Total,Phosphorus as PO4,1.3975,mg/L,12051340.165378798,752.3399645386125
DANA POINT,8623499.22388465,Total,SpecificConductivity,3791.6666666666665,NA,32697434557.229294,NA
DANA POINT,8623499.22388465,Total,Sulfate,697.5,mg/L,6014890708.659543,375497.04849064915
DANA POINT,8623499.22388465,Total,Total Dissolved Solids,2190,mg/L,18885463300.30738,1178979.9802071995
DANA POINT,8623499.22388465,Total,VSS,3.9428571428571426,mg/L,34001225.51131662,2122.6254046783242
DANA POINT,8623499.22388465,Total,TSS,6.45,mg/L,55621569.994055994,3472.33829787052
DANA POINT,8623499.22388465,Total,E. coli,1842.8,CFU/100 mL,15891384369.774632,4499931529220.343
DANA POINT,8623499.22388465,Total,Enterococcus,5738.571428571428,CFU/100 mL,49486566260.49234,14013011994851.096
DANA POINT,8623499.22388465,Total,Fecal coliforms,3127.8571428571427,CFU/100 mL,26973073643.850628,7637911317581.895
DANA POINT,8623499.22388465,Total,Total Coliforms,25328.571428571428,CFU/100 mL,218420916056.3926,61849813957856.58
DANA POINT,8623499.22388465,NA,NA,NA,NA,NA,NA
RANCHO SANTA MARGARITA,8572923.317579193,Total,d10-Acenaphthene,71.14285714285714,ng/L,609902258.8792055,0.038074922582917434
RANCHO SANTA MARGARITA,8572923.317579193,Total,d10-Phenanthrene,97.21428571428571,ng/L,833410616.8018057,0.05202808196320343
RANCHO SANTA MARGARITA,8572923.317579193,Total,d12-Chrysene,96.35714285714286,ng/L,826062396.8153094,0.05156934795618034
RANCHO SANTA MARGARITA,8572923.317579193,Total,d8-Naphthalene,56.5,ng/L,484370167.44322443,0.03023821662960612
RANCHO SANTA MARGARITA,8572923.317579193,Total,PCB030,69.35714285714286,ng/L,594593467.2406712,0.03711922673495264
RANCHO SANTA MARGARITA,8572923.317579193,Total,PCB112,94.21428571428571,ng/L,807691846.8490682,0.05042251293862258
RANCHO SANTA MARGARITA,8572923.317579193,Total,PCB198,112.71428571428571,ng/L,966290928.2242832,0.060323521923537855
RANCHO SANTA MARGARITA,8572923.317579193,Total,TCMX,51.857142857142854,ng/L,444567309.18303525,0.027753407424897642
RANCHO SANTA MARGARITA,8572923.317579193,Total,"2,4'-DDD",1,ng/L,8572923.317579193,5.351896748602852e-4
RANCHO SANTA MARGARITA,8572923.317579193,Total,"2,4'-DDE",1,ng/L,8572923.317579193,5.351896748602852e-4
RANCHO SANTA MARGARITA,8572923.317579193,Total,"2,4'-DDT",1,ng/L,8572923.317579193,5.351896748602852e-4
RANCHO SANTA MARGARITA,8572923.317579193,Total,"4,4'-DDD",1,ng/L,8572923.317579193,5.351896748602852e-4
RANCHO SANTA MARGARITA,8572923.317579193,Total,"4,4'-DDE",1,ng/L,8572923.317579193,5.351896748602852e-4
RANCHO SANTA MARGARITA,8572923.317579193,Total,"4,4'-DDT",1,ng/L,8572923.317579193,5.351896748602852e-4
RANCHO SANTA MARGARITA,8572923.317579193,Total,Acenaphthene,2.5,ng/L,21432308.293947984,0.0013379741871507131
RANCHO SANTA MARGARITA,8572923.317579193,Total,Acenaphthylene,2.5,ng/L,21432308.293947984,0.0013379741871507131
RANCHO SANTA MARGARITA,8572923.317579193,Total,Aldrin,2.5,ng/L,21432308.293947984,0.0013379741871507131
RANCHO SANTA MARGARITA,8572923.317579193,Total,Anthracene,2.5,ng/L,21432308.293947984,0.0013379741871507131
RANCHO SANTA MARGARITA,8572923.317579193,Total,Benz[a]anthracene,2.5,ng/L,21432308.293947984,0.0013379741871507131
RANCHO SANTA MARGARITA,8572923.317579193,Total,Benzo[a]pyrene,2.5,ng/L,21432308.293947984,0.0013379741871507131
RANCHO SANTA MARGARITA,8572923.317579193,Total,Benzo[b]fluoranthene,2.5,ng/L,21432308.293947984,0.0013379741871507131
RANCHO SANTA MARGARITA,8572923.317579193,Total,"Benzo[g,h,i]perylene",2.5,ng/L,21432308.293947984,0.0013379741871507131
RANCHO SANTA MARGARITA,8572923.317579193,Total,Benzo[k]fluoranthene,2.5,ng/L,21432308.293947984,0.0013379741871507131
RANCHO SANTA MARGARITA,8572923.317579193,Total,BHC-alpha,2.5,ng/L,21432308.293947984,0.0013379741871507131
RANCHO SANTA MARGARITA,8572923.317579193,Total,BHC-beta,2.5,ng/L,21432308.293947984,0.0013379741871507131
RANCHO SANTA MARGARITA,8572923.317579193,Total,BHC-delta,2.5,ng/L,21432308.293947984,0.0013379741871507131
RANCHO SANTA MARGARITA,8572923.317579193,Total,BHC-gamma,2.5,ng/L,21432308.293947984,0.0013379741871507131
RANCHO SANTA MARGARITA,8572923.317579193,Total,Bolstar (Sulprofos),2,ng/L,17145846.635158386,0.0010703793497205704
RANCHO SANTA MARGARITA,8572923.317579193,Total,Chlordane-alpha,1,ng/L,8572923.317579193,5.351896748602852e-4
RANCHO SANTA MARGARITA,8572923.317579193,Total,Chlordane-gamma,1,ng/L,8572923.317579193,5.351896748602852e-4
RANCHO SANTA MARGARITA,8572923.317579193,Total,Chlorpyrifos,0.5,ng/L,4286461.6587895965,2.675948374301426e-4
RANCHO SANTA MARGARITA,8572923.317579193,Total,Chrysene,2.5,ng/L,21432308.293947984,0.0013379741871507131
RANCHO SANTA MARGARITA,8572923.317579193,Total,Demeton,1,ng/L,8572923.317579193,5.351896748602852e-4
RANCHO SANTA MARGARITA,8572923.317579193,Total,Diazinon,0.5,ng/L,4286461.6587895965,2.675948374301426e-4
RANCHO SANTA MARGARITA,8572923.317579193,Total,"Dibenz[a,h]anthracene",2.5,ng/L,21432308.293947984,0.0013379741871507131
RANCHO SANTA MARGARITA,8572923.317579193,Total,Dichlorvos,3,ng/L,25718769.952737577,0.0016055690245808556
RANCHO SANTA MARGARITA,8572923.317579193,Total,Dieldrin,1,ng/L,8572923.317579193,5.351896748602852e-4
RANCHO SANTA MARGARITA,8572923.317579193,Total,Dimethoate,5,ng/L,42864616.58789597,0.0026759483743014263
RANCHO SANTA MARGARITA,8572923.317579193,Total,Disulfoton,1,ng/L,8572923.317579193,5.351896748602852e-4
RANCHO SANTA MARGARITA,8572923.317579193,Total,Endosulfan-I,2.5,ng/L,21432308.293947984,0.0013379741871507131
RANCHO SANTA MARGARITA,8572923.317579193,Total,Endosulfan-II,2.5,ng/L,21432308.293947984,0.0013379741871507131
RANCHO SANTA MARGARITA,8572923.317579193,Total,Endosulfan Sulfate,2.5,ng/L,21432308.293947984,0.0013379741871507131
RANCHO SANTA MARGARITA,8572923.317579193,Total,Endrin,2.5,ng/L,21432308.293947984,0.0013379741871507131
RANCHO SANTA MARGARITA,8572923.317579193,Total,Endrin Aldehyde,2.5,ng/L,21432308.293947984,0.0013379741871507131
RANCHO SANTA MARGARITA,8572923.317579193,Total,Ethoprop (Ethoprofos),1,ng/L,8572923.317579193,5.351896748602852e-4
RANCHO SANTA MARGARITA,8572923.317579193,Total,Fenchlorphos (Ronnel),2,ng/L,17145846.635158386,0.0010703793497205704
RANCHO SANTA MARGARITA,8572923.317579193,Total,Fensulfothion,1,ng/L,8572923.317579193,5.351896748602852e-4
RANCHO SANTA MARGARITA,8572923.317579193,Total,Fenthion,2,ng/L,17145846.635158386,0.0010703793497205704
RANCHO SANTA MARGARITA,8572923.317579193,Total,Fluoranthene,3.06,ng/L,26233145.35179233,0.0016376804050724728
RANCHO SANTA MARGARITA,8572923.317579193,Total,Fluorene,3.5625,ng/L,30541039.318875875,0.001906613216689766
RANCHO SANTA MARGARITA,8572923.317579193,Total,Heptachlor,2.5,ng/L,21432308.293947984,0.0013379741871507131
RANCHO SANTA MARGARITA,8572923.317579193,Total,Heptachlor Epoxide,2.5,ng/L,21432308.293947984,0.0013379741871507131
RANCHO SANTA MARGARITA,8572923.317579193,Total,"Indeno[1,2,3-cd]pyrene",2.5,ng/L,21432308.293947984,0.0013379741871507131
RANCHO SANTA MARGARITA,8572923.317579193,Total,Malathion,2.5,ng/L,21432308.293947984,0.0013379741871507131
RANCHO SANTA MARGARITA,8572923.317579193,Total,Merphos,1,ng/L,8572923.317579193,5.351896748602852e-4
RANCHO SANTA MARGARITA,8572923.317579193,Total,Methoxychlor,2.5,ng/L,21432308.293947984,0.0013379741871507131
RANCHO SANTA MARGARITA,8572923.317579193,Total,Methyl Parathion,1,ng/L,8572923.317579193,5.351896748602852e-4
RANCHO SANTA MARGARITA,8572923.317579193,Total,Mevinphos (Phosdrin),5,ng/L,42864616.58789597,0.0026759483743014263
RANCHO SANTA MARGARITA,8572923.317579193,Total,Mirex,2.5,ng/L,21432308.293947984,0.0013379741871507131
RANCHO SANTA MARGARITA,8572923.317579193,Total,Naphthalene,2.5,ng/L,21432308.293947984,0.0013379741871507131
RANCHO SANTA MARGARITA,8572923.317579193,Total,Phenanthrene,14.45,ng/L,123878741.93901934,0.007733490801731121
RANCHO SANTA MARGARITA,8572923.317579193,Total,Phorate,5,ng/L,42864616.58789597,0.0026759483743014263
RANCHO SANTA MARGARITA,8572923.317579193,Total,Pyrene,6.53,ng/L,55981189.263792135,0.0034947885768376627
RANCHO SANTA MARGARITA,8572923.317579193,Total,Tetrachlorvinphos (Stirofos),2,ng/L,17145846.635158386,0.0010703793497205704
RANCHO SANTA MARGARITA,8572923.317579193,Total,Tokuthion (Prothiofos),3,ng/L,25718769.952737577,0.0016055690245808556
RANCHO SANTA MARGARITA,8572923.317579193,Total,Toxaphene,12.5,ng/L,107161541.46973991,0.0066898709357535655
RANCHO SANTA MARGARITA,8572923.317579193,Total,trans-Nonachlor,1,ng/L,8572923.317579193,5.351896748602852e-4
RANCHO SANTA MARGARITA,8572923.317579193,Total,Trichloronate,1,ng/L,8572923.317579193,5.351896748602852e-4
RANCHO SANTA MARGARITA,8572923.317579193,Total,"Arsenic, Total",3.689285714285714,ug/L,31627963.525211807,1.9744676218952666
RANCHO SANTA MARGARITA,8572923.317579193,Dissolved,"Arsenic, Total",3.689285714285714,ug/L,31627963.525211807,1.9744676218952666
RANCHO SANTA MARGARITA,8572923.317579193,Total,"Cadmium, Total",2.18,ug/L,18688972.832322642,1.1667134911954218
RANCHO SANTA MARGARITA,8572923.317579193,Dissolved,"Cadmium, Total",2.18,ug/L,18688972.832322642,1.1667134911954218
RANCHO SANTA MARGARITA,8572923.317579193,Total,"Calcium, Total",162.37857142857143,ug/L,1392059041.2751987,86.90333484713476
RANCHO SANTA MARGARITA,8572923.317579193,Total,Chromium 6+,0.04877777777777778,ug/L,418168.14849080733,0.026105363029296138
RANCHO SANTA MARGARITA,8572923.317579193,Dissolved,Chromium 6+,0.04877777777777778,ug/L,418168.14849080733,0.026105363029296138
RANCHO SANTA MARGARITA,8572923.317579193,Total,"Chromium, Total",0.3034375,ug/L,2601346.4191779364,0.1623966169654178
RANCHO SANTA MARGARITA,8572923.317579193,Dissolved,"Chromium, Total",0.3034375,ug/L,2601346.4191779364,0.1623966169654178
RANCHO SANTA MARGARITA,8572923.317579193,Total,"Copper, Total",4.767857142857143,ug/L,40874473.67488651,2.551707914066003
RANCHO SANTA MARGARITA,8572923.317579193,Dissolved,"Copper, Total",4.767857142857143,ug/L,40874473.67488651,2.551707914066003
RANCHO SANTA MARGARITA,8572923.317579193,Total,Dissolved Organic Carbon,10.021428571428572,ug/L,85912938.67545435,5.363365098778431
RANCHO SANTA MARGARITA,8572923.317579193,Total,"Hardness as CaCO3, Total",595.5714285714286,ug/L,5105788187.283951,318.74367921321846
RANCHO SANTA MARGARITA,8572923.317579193,Total,"Iron, Total",99.9375,ug/L,856756524.0505706,53.48551813134976
RANCHO SANTA MARGARITA,8572923.317579193,Dissolved,"Iron, Total",99.9375,ug/L,856756524.0505706,53.48551813134976
RANCHO SANTA MARGARITA,8572923.317579193,Total,"Lead, Total",0.1,ug/L,857292.3317579194,0.05351896748602853
RANCHO SANTA MARGARITA,8572923.317579193,Dissolved,"Lead, Total",0.1,ug/L,857292.3317579194,0.05351896748602853
RANCHO SANTA MARGARITA,8572923.317579193,Total,"Magnesium, Total",46.18571428571429,ug/L,395946586.9390505,24.718117411761465
RANCHO SANTA MARGARITA,8572923.317579193,Total,"Manganese, Total",120.92857142857143,ug/L,1036711369.761541,64.71972282417592
RANCHO SANTA MARGARITA,8572923.317579193,Dissolved,"Manganese, Total",120.92857142857143,ug/L,1036711369.761541,64.71972282417592
RANCHO SANTA MARGARITA,8572923.317579193,Total,MBAS,0.0672,mg/L,576100.4469413217,35.96474615061116
RANCHO SANTA MARGARITA,8572923.317579193,Total,"Mercury, Total",0.025,ug/L,214323.08293947985,0.013379741871507133
RANCHO SANTA MARGARITA,8572923.317579193,Dissolved,"Mercury, Total",0.025,ug/L,214323.08293947985,0.013379741871507133
RANCHO SANTA MARGARITA,8572923.317579193,Total,"Nickel, Total",8.368421052631579,ug/L,71741831.97342588,4.478692542251861
RANCHO SANTA MARGARITA,8572923.317579193,Dissolved,"Nickel, Total",8.368421052631579,ug/L,71741831.97342588,4.478692542251861
RANCHO SANTA MARGARITA,8572923.317579193,Total,"Selenium, Total",5.459375,ug/L,46802803.236908905,2.9218011311903695
RANCHO SANTA MARGARITA,8572923.317579193,Dissolved,"Selenium, Total",5.459375,ug/L,46802803.236908905,2.9218011311903695
RANCHO SANTA MARGARITA,8572923.317579193,Total,"Silver, Total",0.1,ug/L,857292.3317579194,0.05351896748602853
RANCHO SANTA MARGARITA,8572923.317579193,Dissolved,"Silver, Total",0.1,ug/L,857292.3317579194,0.05351896748602853
RANCHO SANTA MARGARITA,8572923.317579193,Total,"Thallium, Total",0.13470588235294118,ug/L,1154823.199838609,0.07209319737823842
RANCHO SANTA MARGARITA,8572923.317579193,Dissolved,"Thallium, Total",0.13470588235294118,ug/L,1154823.199838609,0.07209319737823842
RANCHO SANTA MARGARITA,8572923.317579193,Total,Total Organic Carbon (TOC),9.178571428571429,mg/L,78687189.02206616,4912.276658539046
RANCHO SANTA MARGARITA,8572923.317579193,Total,"Zinc, Total",10.428571428571429,ug/L,89403343.16904016,5.5812637521144035
RANCHO SANTA MARGARITA,8572923.317579193,Dissolved,"Zinc, Total",10.428571428571429,ug/L,89403343.16904016,5.5812637521144035
RANCHO SANTA MARGARITA,8572923.317579193,Total,"Ammonia, as Nitrogen",0.19625,mg/L,1682436.2010749166,105.03097369133098
RANCHO SANTA MARGARITA,8572923.317579193,Total,Chloride,232.85714285714286,mg/L,1996266429.6648693,124622.73857460929
RANCHO SANTA MARGARITA,8572923.317579193,Total,Nitrate + Nitrite as N,1.3192857142857144,mg/L,11310135.262549123,706.0680924763907
RANCHO SANTA MARGARITA,8572923.317579193,Total,"Nitrogen, Total Kjeldahl",1.5585714285714285,mg/L,13361513.342112713,834.131336103673
RANCHO SANTA MARGARITA,8572923.317579193,Total,Orthophosphate as P,0.28285714285714286,mg/L,2424912.595543829,151.38222231762353
RANCHO SANTA MARGARITA,8572923.317579193,Total,pH,8.115714285714287,NA,69575396.23881057,NA
RANCHO SANTA MARGARITA,8572923.317579193,Total,Phosphorus as PO4,1.2021428571428572,mg/L,10305878.531061273,643.3744448499
RANCHO SANTA MARGARITA,8572923.317579193,Total,SpecificConductivity,2121.4285714285716,NA,18186844466.578716,NA
RANCHO SANTA MARGARITA,8572923.317579193,Total,Sulfate,488.57142857142856,mg/L,4188485392.302977,261478.38400316794
RANCHO SANTA MARGARITA,8572923.317579193,Total,Total Dissolved Solids,1208.5714285714287,mg/L,10360990180.959997,646814.9499025734
RANCHO SANTA MARGARITA,8572923.317579193,Total,VSS,2.8499999999999996,mg/L,24432831.455100697,1525.2905733518128
RANCHO SANTA MARGARITA,8572923.317579193,Total,TSS,2.2045454545454546,mg/L,18899399.13193595,1179.8499650329015
RANCHO SANTA MARGARITA,8572923.317579193,Total,E. coli,4563.888888888889,CFU/100 mL,39125869474.39615,11079194207325.809
RANCHO SANTA MARGARITA,8572923.317579193,Total,Enterococcus,10634.285714285714,CFU/100 mL,91166915965.7993,25815553260203.457
RANCHO SANTA MARGARITA,8572923.317579193,Total,Fecal coliforms,9010.90909090909,CFU/100 mL,77249832658.04086,21874680614112.117
RANCHO SANTA MARGARITA,8572923.317579193,Total,Total Coliforms,145643.75,CFU/100 mL,1248592700434.6746,353561497796685.94
RANCHO SANTA MARGARITA,8572923.317579193,NA,NA,NA,NA,NA,NA
MISSION VIEJO,20435540.922064316,Total,d10-Acenaphthene,75.25,ng/L,1537774454.3853397,0.09600004336482738
MISSION VIEJO,20435540.922064316,Total,d10-Phenanthrene,87.08333333333333,ng/L,1779595021.9631007,0.11109639569905272
MISSION VIEJO,20435540.922064316,Total,d12-Chrysene,85.66666666666667,ng/L,1750644672.3235097,0.10928908591256098
MISSION VIEJO,20435540.922064316,Total,d8-Naphthalene,56.833333333333336,ng/L,1161419909.0706553,0.07250501614043442
MISSION VIEJO,20435540.922064316,Total,PCB030,70.75,ng/L,1445814520.2360504,0.0902591769842065
MISSION VIEJO,20435540.922064316,Total,PCB112,78.25,ng/L,1599081077.1515326,0.09982728761857466
MISSION VIEJO,20435540.922064316,Total,PCB198,79.75,ng/L,1629734388.534629,0.1017409097454483
MISSION VIEJO,20435540.922064316,Total,TCMX,59.083333333333336,ng/L,1207399876.1453,0.07537544933074487
MISSION VIEJO,20435540.922064316,Total,"2,4'-DDD",1,ng/L,20435540.922064316,0.001275748084582424
MISSION VIEJO,20435540.922064316,Total,"2,4'-DDE",1,ng/L,20435540.922064316,0.001275748084582424
MISSION VIEJO,20435540.922064316,Total,"2,4'-DDT",1,ng/L,20435540.922064316,0.001275748084582424
MISSION VIEJO,20435540.922064316,Total,"4,4'-DDD",1,ng/L,20435540.922064316,0.001275748084582424
MISSION VIEJO,20435540.922064316,Total,"4,4'-DDE",1,ng/L,20435540.922064316,0.001275748084582424
MISSION VIEJO,20435540.922064316,Total,"4,4'-DDT",1,ng/L,20435540.922064316,0.001275748084582424
MISSION VIEJO,20435540.922064316,Total,Acenaphthene,2.5,ng/L,51088852.30516079,0.00318937021145606
MISSION VIEJO,20435540.922064316,Total,Acenaphthylene,2.5,ng/L,51088852.30516079,0.00318937021145606
MISSION VIEJO,20435540.922064316,Total,Aldrin,2.5,ng/L,51088852.30516079,0.00318937021145606
MISSION VIEJO,20435540.922064316,Total,Anthracene,2.5,ng/L,51088852.30516079,0.00318937021145606
MISSION VIEJO,20435540.922064316,Total,Benz[a]anthracene,2.5,ng/L,51088852.30516079,0.00318937021145606
MISSION VIEJO,20435540.922064316,Total,Benzo[a]pyrene,2.5,ng/L,51088852.30516079,0.00318937021145606
MISSION VIEJO,20435540.922064316,Total,Benzo[b]fluoranthene,2.5,ng/L,51088852.30516079,0.00318937021145606
MISSION VIEJO,20435540.922064316,Total,"Benzo[g,h,i]perylene",2.5,ng/L,51088852.30516079,0.00318937021145606
MISSION VIEJO,20435540.922064316,Total,Benzo[k]fluoranthene,2.5,ng/L,51088852.30516079,0.00318937021145606
MISSION VIEJO,20435540.922064316,Total,BHC-alpha,2.5,ng/L,51088852.30516079,0.00318937021145606
MISSION VIEJO,20435540.922064316,Total,BHC-beta,2.5,ng/L,51088852.30516079,0.00318937021145606
MISSION VIEJO,20435540.922064316,Total,BHC-delta,2.5,ng/L,51088852.30516079,0.00318937021145606
MISSION VIEJO,20435540.922064316,Total,BHC-gamma,2.5,ng/L,51088852.30516079,0.00318937021145606
MISSION VIEJO,20435540.922064316,Total,Bolstar (Sulprofos),2,ng/L,40871081.84412863,0.002551496169164848
MISSION VIEJO,20435540.922064316,Total,Chlordane-alpha,1,ng/L,20435540.922064316,0.001275748084582424
MISSION VIEJO,20435540.922064316,Total,Chlordane-gamma,1,ng/L,20435540.922064316,0.001275748084582424
MISSION VIEJO,20435540.922064316,Total,Chlorpyrifos,0.5,ng/L,10217770.461032158,6.37874042291212e-4
MISSION VIEJO,20435540.922064316,Total,Chrysene,2.5,ng/L,51088852.30516079,0.00318937021145606
MISSION VIEJO,20435540.922064316,Total,Demeton,1,ng/L,20435540.922064316,0.001275748084582424
MISSION VIEJO,20435540.922064316,Total,Diazinon,0.5,ng/L,10217770.461032158,6.37874042291212e-4
MISSION VIEJO,20435540.922064316,Total,"Dibenz[a,h]anthracene",2.5,ng/L,51088852.30516079,0.00318937021145606
MISSION VIEJO,20435540.922064316,Total,Dichlorvos,3,ng/L,61306622.76619294,0.0038272442537472706
MISSION VIEJO,20435540.922064316,Total,Dieldrin,1,ng/L,20435540.922064316,0.001275748084582424
MISSION VIEJO,20435540.922064316,Total,Dimethoate,5,ng/L,102177704.61032158,0.00637874042291212
MISSION VIEJO,20435540.922064316,Total,Disulfoton,1,ng/L,20435540.922064316,0.001275748084582424
MISSION VIEJO,20435540.922064316,Total,Endosulfan-I,2.5,ng/L,51088852.30516079,0.00318937021145606
MISSION VIEJO,20435540.922064316,Total,Endosulfan-II,2.5,ng/L,51088852.30516079,0.00318937021145606
MISSION VIEJO,20435540.922064316,Total,Endosulfan Sulfate,2.5,ng/L,51088852.30516079,0.00318937021145606
MISSION VIEJO,20435540.922064316,Total,Endrin,2.5,ng/L,51088852.30516079,0.00318937021145606
MISSION VIEJO,20435540.922064316,Total,Endrin Aldehyde,2.5,ng/L,51088852.30516079,0.00318937021145606
MISSION VIEJO,20435540.922064316,Total,Ethoprop (Ethoprofos),1,ng/L,20435540.922064316,0.001275748084582424
MISSION VIEJO,20435540.922064316,Total,Fenchlorphos (Ronnel),2,ng/L,40871081.84412863,0.002551496169164848
MISSION VIEJO,20435540.922064316,Total,Fensulfothion,1,ng/L,20435540.922064316,0.001275748084582424
MISSION VIEJO,20435540.922064316,Total,Fenthion,2,ng/L,40871081.84412863,0.002551496169164848
MISSION VIEJO,20435540.922064316,Total,Fluoranthene,4.3575,ng/L,89047869.56789525,0.005559072278567912
MISSION VIEJO,20435540.922064316,Total,Fluorene,2.5,ng/L,51088852.30516079,0.00318937021145606
MISSION VIEJO,20435540.922064316,Total,Heptachlor,2.5,ng/L,51088852.30516079,0.00318937021145606
MISSION VIEJO,20435540.922064316,Total,Heptachlor Epoxide,2.5,ng/L,51088852.30516079,0.00318937021145606
MISSION VIEJO,20435540.922064316,Total,"Indeno[1,2,3-cd]pyrene",2.5,ng/L,51088852.30516079,0.00318937021145606
MISSION VIEJO,20435540.922064316,Total,Malathion,2.5,ng/L,51088852.30516079,0.00318937021145606
