FacilityID,QInscfsAdj,QInsCFAdj,Q_DailyavgCF,AVGDISCHARGE,JURISDICTI,SAMPLEDRY,PERSISTENTFLOW
M02-028-2 (M02P08),NA,NA,3484.7712,0.040333,SAN CLEMENTE,NA,Yes
M02-015-1,NA,NA,1811.2896,0.020964,SAN CLEMENTE,NA,Yes
L01-125-1,NA,NA,NA,NA,RANCHO SANTA MARGARITA,NA,Yes
L01-125-2,NA,NA,1814.3999999999999,0.021,RANCHO SANTA MARGARITA,NA,Yes
L02-622-2 (L02P32),NA,NA,8908.444800000001,0.103107,RANCHO SANTA MARGARITA,NA,Yes
L01-261-1,NA,NA,700.0128,0.008102,ORANGE CO,NA,Yes
L04-266-1,NA,NA,NA,NA,MISSION VIEJO,NA,Unknown
J07-9109-1,NA,NA,754.3584,0.008731,MISSION VIEJO,NA,Yes
J07-9109-2,NA,NA,5881.4208,0.068072,MISSION VIEJO,NA,Yes
L03-691-1 (L03P09),NA,NA,29032.7328,0.336027,MISSION VIEJO,NA,Yes
L03-141-1,NA,NA,6242.0544,0.072246,MISSION VIEJO,NA,Yes
L01-414-1,NA,NA,NA,NA,ORANGE CO,NA,Yes
L01-733-2,NA,NA,9843.3792,0.113928,ORANGE CO,NA,Yes
M01-003-1,NA,NA,NA,0,ORANGE CO,NA,Unknown
M01-003-2,NA,NA,NA,0,ORANGE CO,NA,Unknown
M01-002-1,NA,NA,NA,0,ORANGE CO,NA,Unknown
L01-747-1,NA,NA,3887.999999999999,0.045,SAN JUAN CAPISTRANO,NA,Yes
L05-489-4,NA,NA,2498.3424,0.028916,ORANGE CO,NA,Yes
L01-372-1,NA,NA,624.1536000000001,0.007224,ORANGE CO,NA,Yes
L01-218-1,NA,NA,NA,NA,RANCHO SANTA MARGARITA,NA,Yes
L01-218-2,NA,NA,1830.3839999999998,0.021185,RANCHO SANTA MARGARITA,NA,Yes
L01-218-3,NA,NA,NA,NA,RANCHO SANTA MARGARITA,NA,Yes
J01-9033-1,NA,NA,197.94240000000002,0.002291,LAKE FOREST,NA,Yes
J01-10012-3,NA,NA,NA,0,MISSION VIEJO,NA,Unknown
J04-9249-1,NA,NA,119021.27040000001,1.377561,LAGUNA NIGUEL,NA,Yes
L02-502-6,NA,NA,NA,NA,SAN JUAN CAPISTRANO,NA,Unknown
L03-497-1,NA,NA,NA,0,SAN JUAN CAPISTRANO,NA,Unknown
L01-727-3,NA,NA,687.6576000000001,0.007959,DANA POINT,NA,Unknown
L02-396-1,NA,NA,2001.2831999999999,0.023163,MISSION VIEJO,NA,Yes
L01-613-1,NA,NA,501.12,0.0058,DANA POINT,NA,Unknown
LC04-11199-1,NA,NA,NA,NA,LAGUNA BEACH,NA,Unknown
L03-172-3,NA,NA,NA,NA,MISSION VIEJO,NA,Yes
L01-303-5,NA,NA,942.2784,0.010906,ORANGE CO,NA,Yes
L01-303-3,NA,NA,NA,NA,ORANGE CO,NA,Yes
L01-303-2,NA,NA,6048,0.07,ORANGE CO,NA,Yes
L01-303-1,NA,NA,NA,NA,ORANGE CO,NA,Yes
L01-517-8,NA,NA,NA,0,SAN JUAN CAPISTRANO,NA,Unknown
SC02-072-4,NA,NA,NA,NA,SAN CLEMENTE,NA,Unknown
M00.1-070-6,NA,NA,NA,0,SAN CLEMENTE,NA,Unknown
L01-766-9,NA,NA,15025.305600000003,0.173904,SAN JUAN CAPISTRANO,1,Yes
L03-141-2,NA,NA,506.8224,0.005866,MISSION VIEJO,NA,Yes
L03-141-3,NA,NA,1075.68,0.01245,MISSION VIEJO,NA,Yes
LC05-11017-2,NA,NA,2921.0112,0.033808,LAGUNA BEACH,NA,Unknown
SC10-075-3 (M00S01),NA,NA,31103.999999999993,0.36,DANA POINT,NA,Unknown
SC09-081-2d,NA,NA,3369.5999999999995,0.039,SAN CLEMENTE,NA,Unknown
M01-168-1d (M00P03),NA,NA,NA,0,DANA POINT,NA,Unknown
M01-168-2d (M00P03),NA,NA,NA,NA,DANA POINT,NA,Unknown
SC11-035-1d,NA,NA,NA,0,DANA POINT,NA,Unknown
I01-11195-2,NA,NA,18856.800000000003,0.21825,ALISO VIEJO,NA,Unknown
J03-9216-5,NA,NA,NA,NA,LAGUNA NIGUEL,NA,Yes
L01-399-1,NA,NA,NA,0,ORANGE CO,NA,Unknown
L01-399-2,NA,NA,86.39999999999999,0.001,ORANGE CO,NA,Unknown
LC01-11480-1,NA,NA,NA,NA,ORANGE CO,NA,Yes
L01-242-1 (L07P16),NA,NA,NA,NA,ORANGE CO,NA,Yes
I01-11503-5,NA,NA,NA,NA,ALISO VIEJO,NA,Unknown
