Station,date,Sample Type,Field Specific Conductivity,Date,Parameter,Units,Qualifier,Result,ResultAvg
L01-749-2,6/22/2022,Dissolved,NA,2022-06-22,"Zinc, Total",ug/L,<,5,5
L05-503-1,6/22/2022,Dissolved,NA,2022-06-22,"Zinc, Total",ug/L,<,5,5
L01-724-4 (L01P03),6/22/2022,Dissolved,NA,2022-06-22,"Zinc, Total",ug/L,NA,14,14.5
L01-724-1 (L01S01),6/22/2022,Dissolved,NA,2022-06-22,"Zinc, Total",ug/L,<,5,5
L01-728-5 (L01-DP),6/22/2022,Total,1110,2022-06-22,"Zinc, Total",ug/L,<,5,8.5
K01-12126-1 (K01S01),6/22/2022,Total,5426,2022-06-22,"Zinc, Total",ug/L,NA,15,14.5
K01-12159-2,6/22/2022,Total,2927,2022-06-22,"Zinc, Total",ug/L,NA,25,24.5
K01-12159-3,6/22/2022,Total,3829,2022-06-22,"Zinc, Total",ug/L,NA,13,13
L01-728-5 (L01-DP),6/22/2022,Dissolved,NA,2022-06-22,"Zinc, Total",ug/L,<,5,5
K01-12126-1 (K01S01),6/22/2022,Dissolved,NA,2022-06-22,"Zinc, Total",ug/L,NA,10,7.5
K01-12159-2,6/22/2022,Dissolved,NA,2022-06-22,"Zinc, Total",ug/L,NA,17,15.5
K01-12159-3,6/22/2022,Dissolved,NA,2022-06-22,"Zinc, Total",ug/L,NA,10,11
L05-489-3,6/16/2022,Total,2537,2022-06-16,"Zinc, Total",ug/L,<,5,5
L05-049-1,6/16/2022,Total,2449,2022-06-16,"Zinc, Total",ug/L,NA,18,11.5
L02-374-1 (L02P50),6/16/2022,Total,2256,2022-06-16,"Zinc, Total",ug/L,NA,18,11.5
L05-489-3,6/16/2022,Dissolved,NA,2022-06-16,"Zinc, Total",ug/L,<,5,5
L05-049-1,6/16/2022,Dissolved,NA,2022-06-16,"Zinc, Total",ug/L,NA,25,15
L02-374-1 (L02P50),6/16/2022,Dissolved,NA,2022-06-16,"Zinc, Total",ug/L,NA,18,11.5
L01-404-1,6/16/2022,Total,2302,2022-06-16,"Zinc, Total",ug/L,<,5,10
L01-340-1,6/16/2022,Total,1454,2022-06-16,"Zinc, Total",ug/L,<,5,5
L01-404-1,6/16/2022,Dissolved,NA,2022-06-16,"Zinc, Total",ug/L,<,5,10
L01-340-1,6/16/2022,Dissolved,NA,2022-06-16,"Zinc, Total",ug/L,<,5,7.5
L02-246-1 (L11P01),6/27/2022,Total,1583,2022-06-27,"Zinc, Total",ug/L,<,5,10.5
L02-641-1,6/27/2022,Total,1248,2022-06-27,"Zinc, Total",ug/L,NA,18,15
L02-641-2,6/27/2022,Total,1373,2022-06-27,"Zinc, Total",ug/L,NA,13,9
L01-731-1 (L08TBN2),6/27/2022,Total,2738,2022-06-27,"Zinc, Total",ug/L,NA,13,9
L02-166-3 (L02P26),6/27/2022,Total,2227,2022-06-27,"Zinc, Total",ug/L,<,5,7.5
L02-246-1 (L11P01),6/27/2022,Dissolved,NA,2022-06-27,"Zinc, Total",ug/L,<,5,11
L02-641-1,6/27/2022,Dissolved,NA,2022-06-27,"Zinc, Total",ug/L,NA,20,16
L02-641-2,6/27/2022,Dissolved,NA,2022-06-27,"Zinc, Total",ug/L,NA,18,11.5
L01-731-1 (L08TBN2),6/27/2022,Dissolved,NA,2022-06-27,"Zinc, Total",ug/L,<,5,5
L02-166-3 (L02P26),6/27/2022,Dissolved,NA,2022-06-27,"Zinc, Total",ug/L,<,5,5
L04-672-1,6/29/2022,Total,3758,2022-06-29,"Zinc, Total",ug/L,<,5,9.5
L04-672-1,6/29/2022,Dissolved,NA,2022-06-29,"Zinc, Total",ug/L,<,5,9.5
M01-042-1 (M01S01),6/30/2022,Total,26913,2022-06-30,"Zinc, Total",ug/L,NA,530,555
M02-032-1,6/30/2022,Total,3938,2022-06-30,"Zinc, Total",ug/L,NA,18,17
SC1-2,6/30/2022,Total,9896,2022-06-30,"Zinc, Total",ug/L,NA,15,18.5
M02-085-1 (M02P06),6/30/2022,Total,7636,2022-06-30,"Zinc, Total",ug/L,NA,33,38
M02-085-2,6/30/2022,Total,3045,2022-06-30,"Zinc, Total",ug/L,NA,16,10.5
M01-042-1 (M01S01),6/30/2022,Dissolved,NA,2022-06-30,"Zinc, Total",ug/L,NA,540,550
M02-032-1,6/30/2022,Dissolved,NA,2022-06-30,"Zinc, Total",ug/L,NA,14,9.5
SC1-2,6/30/2022,Dissolved,NA,2022-06-30,"Zinc, Total",ug/L,NA,11,14.5
M02-085-1 (M02P06),6/30/2022,Dissolved,NA,2022-06-30,"Zinc, Total",ug/L,NA,36,39
M02-085-2,6/30/2022,Dissolved,NA,2022-06-30,"Zinc, Total",ug/L,NA,11,8
L03-662-3 (L03P16),8/23/2022,Total,3390,2022-08-23,"Zinc, Total",ug/L,<,5,5
L03-214-2 (L03P18),8/23/2022,Total,4320,2022-08-23,"Zinc, Total",ug/L,NA,27,26
L03-316-3 (L03P12),8/23/2022,Total,4049,2022-08-23,"Zinc, Total",ug/L,NA,41,23
L03-662-3 (L03P16),8/23/2022,Dissolved,NA,2022-08-23,"Zinc, Total",ug/L,<,5,5
L03-214-2 (L03P18),8/23/2022,Dissolved,NA,2022-08-23,"Zinc, Total",ug/L,NA,15,15
L03-316-3 (L03P12),8/23/2022,Dissolved,NA,2022-08-23,"Zinc, Total",ug/L,<,5,5
J01-10004-1 (J01P01),8/18/2022,Total,2077,2022-08-18,"Zinc, Total",ug/L,<,5,10
J01-10004-1 (J01P01),8/18/2022,Dissolved,NA,2022-08-18,"Zinc, Total",ug/L,<,5,5
L03-418-8,8/18/2022,Total,2858.53,2022-08-18,"Zinc, Total",ug/L,NA,16,18.5
K01-12177-1 (K01P07),8/18/2022,Total,2005,2022-08-18,"Zinc, Total",ug/L,<,5,5
J03-9221-1 (J03P02),8/18/2022,Total,4941,2022-08-18,"Zinc, Total",ug/L,NA,17,17
J01-9224-1 (J01P24),8/18/2022,Total,3289,2022-08-18,"Zinc, Total",ug/L,NA,13,25.5
J01-9224-2 (J01P25),8/18/2022,Total,2370,2022-08-18,"Zinc, Total",ug/L,<,5,5
L03-418-8,8/18/2022,Dissolved,NA,2022-08-18,"Zinc, Total",ug/L,NA,15,16
K01-12177-1 (K01P07),8/18/2022,Dissolved,NA,2022-08-18,"Zinc, Total",ug/L,<,5,5
J03-9221-1 (J03P02),8/18/2022,Dissolved,NA,2022-08-18,"Zinc, Total",ug/L,NA,18,16.5
J01-9224-1 (J01P24),8/18/2022,Dissolved,NA,2022-08-18,"Zinc, Total",ug/L,NA,12,13.5
J01-9224-2 (J01P25),8/18/2022,Dissolved,NA,2022-08-18,"Zinc, Total",ug/L,<,5,5
J06-9079-1 (J06P03),8/22/2022,Total,2291,2022-08-22,"Zinc, Total",ug/L,<,5,10.5
J06-10011-1 (J06P01),8/22/2022,Total,3121,2022-08-22,"Zinc, Total",ug/L,<,5,8
J01-9082-2,8/22/2022,Total,1319,2022-08-22,"Zinc, Total",ug/L,NA,13,12
J06-9079-1 (J06P03),8/22/2022,Dissolved,NA,2022-08-22,"Zinc, Total",ug/L,<,5,8
J06-10011-1 (J06P01),8/22/2022,Dissolved,NA,2022-08-22,"Zinc, Total",ug/L,<,5,7.5
J01-9082-2,8/22/2022,Dissolved,NA,2022-08-22,"Zinc, Total",ug/L,NA,28,16.5
L04-672-1,8/23/2022,Total,5222,2022-08-23,"Zinc, Total",ug/L,NA,14,9.5
L04-266-5,8/23/2022,Total,4848,2022-08-23,"Zinc, Total",ug/L,<,5,5
I01-11343-2 (I02P18),8/23/2022,Total,4543,2022-08-23,"Zinc, Total",ug/L,NA,27,27.5
L04-672-1,8/23/2022,Dissolved,NA,2022-08-23,"Zinc, Total",ug/L,NA,14,9.5
L04-266-5,8/23/2022,Dissolved,NA,2022-08-23,"Zinc, Total",ug/L,<,5,5
I01-11343-2 (I02P18),8/23/2022,Dissolved,NA,2022-08-23,"Zinc, Total",ug/L,NA,19,18.5
L01-340-1,8/24/2022,Total,1798.6,2022-08-24,"Zinc, Total",ug/L,<,5,5
L01-404-1,8/24/2022,Total,2033.4,2022-08-24,"Zinc, Total",ug/L,NA,15,10
L01-340-1,8/24/2022,Dissolved,NA,2022-08-24,"Zinc, Total",ug/L,NA,10,7.5
L01-404-1,8/24/2022,Dissolved,NA,2022-08-24,"Zinc, Total",ug/L,NA,15,10
L02-246-1 (L11P01),8/25/2022,Total,2323,2022-08-25,"Zinc, Total",ug/L,NA,16,10.5
L02-641-1,8/25/2022,Total,1807,2022-08-25,"Zinc, Total",ug/L,NA,12,15
L02-641-2,8/25/2022,Total,2148,2022-08-25,"Zinc, Total",ug/L,<,5,9
L01-731-1 (L08TBN2),8/25/2022,Total,2692,2022-08-25,"Zinc, Total",ug/L,<,5,9
L02-166-3 (L02P26),8/25/2022,Total,2626,2022-08-25,"Zinc, Total",ug/L,NA,10,7.5
L02-246-1 (L11P01),8/25/2022,Dissolved,NA,2022-08-25,"Zinc, Total",ug/L,NA,17,11
L02-641-1,8/25/2022,Dissolved,NA,2022-08-25,"Zinc, Total",ug/L,NA,12,16
L02-641-2,8/25/2022,Dissolved,NA,2022-08-25,"Zinc, Total",ug/L,<,5,11.5
L01-731-1 (L08TBN2),8/25/2022,Dissolved,NA,2022-08-25,"Zinc, Total",ug/L,<,5,5
L02-166-3 (L02P26),8/25/2022,Dissolved,NA,2022-08-25,"Zinc, Total",ug/L,<,5,5
L05-489-3,9/6/2022,Total,3524,2022-09-06,"Zinc, Total",ug/L,<,5,5
L05-049-1,9/6/2022,Total,2843,2022-09-06,"Zinc, Total",ug/L,<,5,11.5
L02-374-1 (L02P50),9/6/2022,Total,3644,2022-09-06,"Zinc, Total",ug/L,<,5,11.5
L05-489-3,9/6/2022,Dissolved,NA,2022-09-06,"Zinc, Total",ug/L,<,5,5
L05-049-1,9/6/2022,Dissolved,NA,2022-09-06,"Zinc, Total",ug/L,<,5,15
L02-374-1 (L02P50),9/6/2022,Dissolved,NA,2022-09-06,"Zinc, Total",ug/L,<,5,11.5
L05-503-1,9/6/2022,Total,4029.2,2022-09-06,"Zinc, Total",ug/L,<,5,5
L01-749-2,9/6/2022,Total,8458,2022-09-06,"Zinc, Total",ug/L,NA,11,11.5
L01-724-4 (L01P03),9/6/2022,Total,5109,2022-09-06,"Zinc, Total",ug/L,NA,17,16.5
L01-724-1 (L01S01),9/6/2022,Total,6362,2022-09-06,"Zinc, Total",ug/L,<,5,5
L05-503-1,9/6/2022,Dissolved,NA,2022-09-06,"Zinc, Total",ug/L,<,5,5
L01-749-2,9/6/2022,Dissolved,NA,2022-09-06,"Zinc, Total",ug/L,<,5,5
L01-724-4 (L01P03),9/6/2022,Dissolved,NA,2022-09-06,"Zinc, Total",ug/L,NA,15,14.5
L01-724-1 (L01S01),9/6/2022,Dissolved,NA,2022-09-06,"Zinc, Total",ug/L,<,5,5
L01-726-5,9/7/2022,Total,1165,2022-09-07,"Zinc, Total",ug/L,NA,10,10
L01-728-5 (L01-DP),9/7/2022,Total,1327,2022-09-07,"Zinc, Total",ug/L,NA,12,8.5
K01-12126-1 (K01S01),9/7/2022,Total,5061,2022-09-07,"Zinc, Total",ug/L,NA,14,14.5
K01-12159-2,9/7/2022,Total,4869,2022-09-07,"Zinc, Total",ug/L,NA,24,24.5
K01-12159-3,9/7/2022,Total,3633,2022-09-07,"Zinc, Total",ug/L,NA,13,13
L01-726-5,9/7/2022,Dissolved,NA,2022-09-07,"Zinc, Total",ug/L,<,5,5
L01-728-5 (L01-DP),9/7/2022,Dissolved,NA,2022-09-07,"Zinc, Total",ug/L,<,5,5
K01-12126-1 (K01S01),9/7/2022,Dissolved,NA,2022-09-07,"Zinc, Total",ug/L,<,5,7.5
K01-12159-2,9/7/2022,Dissolved,NA,2022-09-07,"Zinc, Total",ug/L,NA,14,15.5
K01-12159-3,9/7/2022,Dissolved,NA,2022-09-07,"Zinc, Total",ug/L,NA,12,11
I01-11010-1,9/7/2022,Total,6067.7,2022-09-07,"Zinc, Total",ug/L,<,5,5
I01-11010-1,9/7/2022,Dissolved,NA,2022-09-07,"Zinc, Total",ug/L,<,5,5
J01-9131-1 (J01P28),9/8/2022,Total,2648,2022-09-08,"Zinc, Total",ug/L,NA,180,135.5
J01-9992-1 (J01P27),8/9/2022,Total,3208,2022-08-09,"Zinc, Total",ug/L,NA,15,26
J01-9007-1 (J02P05),9/8/2022,Total,1929,2022-09-08,"Zinc, Total",ug/L,NA,15,16.5
J01-9131-1 (J01P28),9/8/2022,Dissolved,NA,2022-09-08,"Zinc, Total",ug/L,NA,180,123.5
J01-9992-1 (J01P27),9/8/2022,Dissolved,NA,2022-09-08,"Zinc, Total",ug/L,NA,13,25
J01-9007-1 (J02P05),9/8/2022,Dissolved,NA,2022-09-08,"Zinc, Total",ug/L,NA,15,16.5
M01-042-1 (M01S01),9/8/2022,Total,26921,2022-09-08,"Zinc, Total",ug/L,NA,580,555
M02-032-1,9/8/2022,Total,4246,2022-09-08,"Zinc, Total",ug/L,NA,16,17
SC1-2,9/8/2022,Total,11188,2022-09-08,"Zinc, Total",ug/L,NA,22,18.5
M02-085-1 (M02P06),9/8/2022,Total,9377,2022-09-08,"Zinc, Total",ug/L,NA,43,38
M02-085-2,9/8/2022,Total,3170,2022-09-08,"Zinc, Total",ug/L,<,5,10.5
M01-042-1 (M01S01),9/8/2022,Dissolved,NA,2022-09-08,"Zinc, Total",ug/L,NA,560,550
M02-032-1,9/8/2022,Dissolved,NA,2022-09-08,"Zinc, Total",ug/L,<,5,9.5
SC1-2,9/8/2022,Dissolved,NA,2022-09-08,"Zinc, Total",ug/L,NA,18,14.5
M02-085-1 (M02P06),9/8/2022,Dissolved,NA,2022-09-08,"Zinc, Total",ug/L,NA,42,39
M02-085-2,9/8/2022,Dissolved,NA,2022-09-08,"Zinc, Total",ug/L,<,5,8
L04-266-5,6/14/2022,Total,3412,2022-06-14,"Ammonia, as Nitrogen",mg/L,NA,0.12,0.08499999999999999
I01-11343-2 (I02P18),6/14/2022,Total,2417,2022-06-14,"Ammonia, as Nitrogen",mg/L,NA,0.58,0.49
L03-418-8,6/15/2022,Total,3205,2022-06-15,"Ammonia, as Nitrogen",mg/L,NA,0.16,0.52
K01-12177-1 (K01P07),6/15/2022,Total,2416,2022-06-15,"Ammonia, as Nitrogen",mg/L,<,0.05,0.10500000000000001
J03-9221-1 (J03P02),6/15/2022,Total,5136,2022-06-15,"Ammonia, as Nitrogen",mg/L,<,0.05,0.135
J01-9224-1 (J01P24),6/15/2022,Total,2769,2022-06-15,"Ammonia, as Nitrogen",mg/L,NA,0.96,0.505
J01-9224-2 (J01P25),6/15/2022,Total,2576,2022-06-15,"Ammonia, as Nitrogen",mg/L,<,0.05,0.10500000000000001
L03-662-3 (L03P16),6/14/2022,Total,2551,2022-06-14,"Ammonia, as Nitrogen",mg/L,<,0.05,0.05
L03-214-2 (L03P18),6/14/2022,Total,3395,2022-06-14,"Ammonia, as Nitrogen",mg/L,<,0.05,0.26
L03-316-3 (L03P12),6/14/2022,Total,4833,2022-06-14,"Ammonia, as Nitrogen",mg/L,<,0.05,0.07500000000000001
J01-9992-1 (J01P27),6/23/2022,Total,3165,2022-06-23,"Ammonia, as Nitrogen",mg/L,NA,2,1.345
J01-9131-1 (J01P28),6/23/2022,Total,2686,2022-06-23,"Ammonia, as Nitrogen",mg/L,NA,0.17,3.185
J01-9007-1 (J02P05),6/23/2022,Total,1529,2022-06-23,"Ammonia, as Nitrogen",mg/L,NA,0.14,0.15500000000000003
J06-10011-1 (J06P01),6/23/2022,Total,3190,2022-06-23,"Ammonia, as Nitrogen",mg/L,NA,0.11,0.08
J06-9079-1 (J06P03),6/23/2022,Total,2124.6,2022-06-23,"Ammonia, as Nitrogen",mg/L,NA,0.16,0.15000000000000002
J01-9082-2,6/23/2022,Total,1402.2,2022-06-23,"Ammonia, as Nitrogen",mg/L,NA,5.6,2.9699999999999998
I01-11010-1,6/21/2022,Total,4030,2022-06-21,"Ammonia, as Nitrogen",mg/L,<,0.05,0.05
I00-11468-1,6/21/2022,Total,9274,2022-06-21,"Ammonia, as Nitrogen",mg/L,<,0.05,0.05
J01-10004-1 (J01P01),6/21/2022,Total,2028,2022-06-21,"Ammonia, as Nitrogen",mg/L,<,0.05,0.05
L01-749-2,6/22/2022,Total,5316,2022-06-22,"Ammonia, as Nitrogen",mg/L,<,0.05,0.13
L05-503-1,6/22/2022,Total,3947,2022-06-22,"Ammonia, as Nitrogen",mg/L,<,0.05,0.22999999999999998
L01-724-4 (L01P03),6/22/2022,Total,2815,2022-06-22,"Ammonia, as Nitrogen",mg/L,<,0.05,0.05
L01-724-1 (L01S01),6/22/2022,Total,6586,2022-06-22,"Ammonia, as Nitrogen",mg/L,<,0.05,0.08499999999999999
L01-728-5 (L01-DP),6/22/2022,Total,1110,2022-06-22,"Ammonia, as Nitrogen",mg/L,<,0.05,0.05
K01-12126-1 (K01S01),6/22/2022,Total,5426,2022-06-22,"Ammonia, as Nitrogen",mg/L,<,0.05,0.05
K01-12159-2,6/22/2022,Total,2927,2022-06-22,"Ammonia, as Nitrogen",mg/L,<,0.05,0.05
K01-12159-3,6/22/2022,Total,3829,2022-06-22,"Ammonia, as Nitrogen",mg/L,NA,1.6,0.9
L05-489-3,6/16/2022,Total,2537,2022-06-16,"Ammonia, as Nitrogen",mg/L,NA,1.7,1.35
L05-049-1,6/16/2022,Total,2449,2022-06-16,"Ammonia, as Nitrogen",mg/L,NA,0.39,0.9950000000000001
L02-374-1 (L02P50),6/16/2022,Total,2256,2022-06-16,"Ammonia, as Nitrogen",mg/L,NA,3.5,1.805
L01-404-1,6/16/2022,Total,2302,2022-06-16,"Ammonia, as Nitrogen",mg/L,<,0.05,0.05
L01-340-1,6/16/2022,Total,1454,2022-06-16,"Ammonia, as Nitrogen",mg/L,<,0.05,0.08
L02-246-1 (L11P01),6/27/2022,Total,1583,2022-06-27,"Ammonia, as Nitrogen",mg/L,NA,0.18,0.69
L02-641-1,6/27/2022,Total,1248,2022-06-27,"Ammonia, as Nitrogen",mg/L,NA,0.16,0.10500000000000001
L02-641-2,6/27/2022,Total,1373,2022-06-27,"Ammonia, as Nitrogen",mg/L,NA,0.12,0.08499999999999999
L01-731-1 (L08TBN2),6/27/2022,Total,2738,2022-06-27,"Ammonia, as Nitrogen",mg/L,NA,0.23,0.455
L02-166-3 (L02P26),6/27/2022,Total,2227,2022-06-27,"Ammonia, as Nitrogen",mg/L,<,0.05,0.07500000000000001
L04-672-1,6/29/2022,Total,3758,2022-06-29,"Ammonia, as Nitrogen",mg/L,<,0.05,0.12
M01-042-1 (M01S01),6/30/2022,Total,26913,2022-06-30,"Ammonia, as Nitrogen",mg/L,NA,0.13,0.09
M02-032-1,6/30/2022,Total,3938,2022-06-30,"Ammonia, as Nitrogen",mg/L,NA,0.16,0.10500000000000001
SC1-2,6/30/2022,Total,9896,2022-06-30,"Ammonia, as Nitrogen",mg/L,NA,0.13,0.09
M02-085-1 (M02P06),6/30/2022,Total,7636,2022-06-30,"Ammonia, as Nitrogen",mg/L,NA,2.3,1.545
M02-085-2,6/30/2022,Total,3045,2022-06-30,"Ammonia, as Nitrogen",mg/L,NA,2.5,1.305
L03-662-3 (L03P16),8/23/2022,Total,3390,2022-08-23,"Ammonia, as Nitrogen",mg/L,<,0.05,0.05
L03-214-2 (L03P18),8/23/2022,Total,4320,2022-08-23,"Ammonia, as Nitrogen",mg/L,NA,0.47,0.26
L03-316-3 (L03P12),8/23/2022,Total,4049,2022-08-23,"Ammonia, as Nitrogen",mg/L,NA,0.1,0.07500000000000001
J01-10004-1 (J01P01),8/18/2022,Total,2077,2022-08-18,"Ammonia, as Nitrogen",mg/L,<,0.05,0.05
L03-418-8,8/18/2022,Total,2858.53,2022-08-18,"Ammonia, as Nitrogen",mg/L,NA,0.88,0.52
K01-12177-1 (K01P07),8/18/2022,Total,2005,2022-08-18,"Ammonia, as Nitrogen",mg/L,NA,0.16,0.10500000000000001
J03-9221-1 (J03P02),8/18/2022,Total,4941,2022-08-18,"Ammonia, as Nitrogen",mg/L,NA,0.22,0.135
J01-9224-1 (J01P24),8/18/2022,Total,3289,2022-08-18,"Ammonia, as Nitrogen",mg/L,<,0.05,0.505
J01-9224-2 (J01P25),8/18/2022,Total,2370,2022-08-18,"Ammonia, as Nitrogen",mg/L,NA,0.16,0.10500000000000001
J06-9079-1 (J06P03),8/22/2022,Total,2291,2022-08-22,"Ammonia, as Nitrogen",mg/L,NA,0.14,0.15000000000000002
J06-10011-1 (J06P01),8/22/2022,Total,3121,2022-08-22,"Ammonia, as Nitrogen",mg/L,<,0.05,0.08
J01-9082-2,8/22/2022,Total,1319,2022-08-22,"Ammonia, as Nitrogen",mg/L,NA,0.34,2.9699999999999998
L04-672-1,8/23/2022,Total,5222,2022-08-23,"Ammonia, as Nitrogen",mg/L,NA,0.19,0.12
L04-266-5,8/23/2022,Total,4848,2022-08-23,"Ammonia, as Nitrogen",mg/L,<,0.05,0.08499999999999999
I01-11343-2 (I02P18),8/23/2022,Total,4543,2022-08-23,"Ammonia, as Nitrogen",mg/L,NA,0.4,0.49
L01-340-1,8/24/2022,Total,1798.6,2022-08-24,"Ammonia, as Nitrogen",mg/L,NA,0.11,0.08
L01-404-1,8/24/2022,Total,2033.4,2022-08-24,"Ammonia, as Nitrogen",mg/L,<,0.05,0.05
L02-246-1 (L11P01),8/25/2022,Total,2323,2022-08-25,"Ammonia, as Nitrogen",mg/L,NA,1.2,0.69
L02-641-1,8/25/2022,Total,1807,2022-08-25,"Ammonia, as Nitrogen",mg/L,<,0.05,0.10500000000000001
L02-641-2,8/25/2022,Total,2148,2022-08-25,"Ammonia, as Nitrogen",mg/L,<,0.05,0.08499999999999999
L01-731-1 (L08TBN2),8/25/2022,Total,2692,2022-08-25,"Ammonia, as Nitrogen",mg/L,NA,0.68,0.455
L02-166-3 (L02P26),8/25/2022,Total,2626,2022-08-25,"Ammonia, as Nitrogen",mg/L,NA,0.1,0.07500000000000001
L05-489-3,9/6/2022,Total,3524,2022-09-06,"Ammonia, as Nitrogen",mg/L,NA,1,1.35
L05-049-1,9/6/2022,Total,2843,2022-09-06,"Ammonia, as Nitrogen",mg/L,NA,1.6,0.9950000000000001
L02-374-1 (L02P50),9/6/2022,Total,3644,2022-09-06,"Ammonia, as Nitrogen",mg/L,NA,0.11,1.805
L05-503-1,9/6/2022,Total,4029.2,2022-09-06,"Ammonia, as Nitrogen",mg/L,NA,0.41,0.22999999999999998
L01-749-2,9/6/2022,Total,8458,2022-09-06,"Ammonia, as Nitrogen",mg/L,NA,0.21,0.13
L01-724-4 (L01P03),9/6/2022,Total,5109,2022-09-06,"Ammonia, as Nitrogen",mg/L,<,0.05,0.05
L01-724-1 (L01S01),9/6/2022,Total,6362,2022-09-06,"Ammonia, as Nitrogen",mg/L,NA,0.12,0.08499999999999999
L01-726-5,9/7/2022,Total,1165,2022-09-07,"Ammonia, as Nitrogen",mg/L,NA,0.14,0.14
L01-728-5 (L01-DP),9/7/2022,Total,1327,2022-09-07,"Ammonia, as Nitrogen",mg/L,<,0.05,0.05
K01-12126-1 (K01S01),9/7/2022,Total,5061,2022-09-07,"Ammonia, as Nitrogen",mg/L,<,0.05,0.05
K01-12159-2,9/7/2022,Total,4869,2022-09-07,"Ammonia, as Nitrogen",mg/L,<,0.05,0.05
K01-12159-3,9/7/2022,Total,3633,2022-09-07,"Ammonia, as Nitrogen",mg/L,NA,0.2,0.9
I01-11010-1,9/7/2022,Total,6067.7,2022-09-07,"Ammonia, as Nitrogen",mg/L,<,0.05,0.05
J01-9131-1 (J01P28),9/8/2022,Total,2648,2022-09-08,"Ammonia, as Nitrogen",mg/L,NA,6.2,3.185
J01-9992-1 (J01P27),8/9/2022,Total,3208,2022-08-09,"Ammonia, as Nitrogen",mg/L,NA,0.69,1.345
J01-9007-1 (J02P05),9/8/2022,Total,1929,2022-09-08,"Ammonia, as Nitrogen",mg/L,NA,0.17,0.15500000000000003
M01-042-1 (M01S01),9/8/2022,Total,26921,2022-09-08,"Ammonia, as Nitrogen",mg/L,<,0.05,0.09
M02-032-1,9/8/2022,Total,4246,2022-09-08,"Ammonia, as Nitrogen",mg/L,<,0.05,0.10500000000000001
SC1-2,9/8/2022,Total,11188,2022-09-08,"Ammonia, as Nitrogen",mg/L,<,0.05,0.09
M02-085-1 (M02P06),9/8/2022,Total,9377,2022-09-08,"Ammonia, as Nitrogen",mg/L,NA,0.79,1.545
M02-085-2,9/8/2022,Total,3170,2022-09-08,"Ammonia, as Nitrogen",mg/L,NA,0.11,1.305
L04-266-5,6/14/2022,Total,3412,2022-06-14,Chloride,mg/L,NA,360,355
I01-11343-2 (I02P18),6/14/2022,Total,2417,2022-06-14,Chloride,mg/L,NA,400,505
L03-418-8,6/15/2022,Total,3205,2022-06-15,Chloride,mg/L,NA,400,380
K01-12177-1 (K01P07),6/15/2022,Total,2416,2022-06-15,Chloride,mg/L,NA,270,260
J03-9221-1 (J03P02),6/15/2022,Total,5136,2022-06-15,Chloride,mg/L,NA,570,615
J01-9224-1 (J01P24),6/15/2022,Total,2769,2022-06-15,Chloride,mg/L,NA,320,370
J01-9224-2 (J01P25),6/15/2022,Total,2576,2022-06-15,Chloride,mg/L,NA,260,265
L03-662-3 (L03P16),6/14/2022,Total,2551,2022-06-14,Chloride,mg/L,NA,350,305
L03-214-2 (L03P18),6/14/2022,Total,3395,2022-06-14,Chloride,mg/L,NA,390,355
L03-316-3 (L03P12),6/14/2022,Total,4833,2022-06-14,Chloride,mg/L,NA,560,460
J01-9992-1 (J01P27),6/23/2022,Total,3165,2022-06-23,Chloride,mg/L,NA,500,495
J01-9131-1 (J01P28),6/23/2022,Total,2686,2022-06-23,Chloride,mg/L,NA,360,355
J01-9007-1 (J02P05),6/23/2022,Total,1529,2022-06-23,Chloride,mg/L,NA,270,310
J06-10011-1 (J06P01),6/23/2022,Total,3190,2022-06-23,Chloride,mg/L,NA,390,485
J06-9079-1 (J06P03),6/23/2022,Total,2124.6,2022-06-23,Chloride,mg/L,NA,360,385
J01-9082-2,6/23/2022,Total,1402.2,2022-06-23,Chloride,mg/L,NA,180,205
I01-11010-1,6/21/2022,Total,4030,2022-06-21,Chloride,mg/L,NA,720,725
I00-11468-1,6/21/2022,Total,9274,2022-06-21,Chloride,mg/L,NA,2400,2400
J01-10004-1 (J01P01),6/21/2022,Total,2028,2022-06-21,Chloride,mg/L,NA,270,265
L01-749-2,6/22/2022,Total,5316,2022-06-22,Chloride,mg/L,NA,600,600
L05-503-1,6/22/2022,Total,3947,2022-06-22,Chloride,mg/L,NA,550,435
L01-724-4 (L01P03),6/22/2022,Total,2815,2022-06-22,Chloride,mg/L,NA,430,490
L01-724-1 (L01S01),6/22/2022,Total,6586,2022-06-22,Chloride,mg/L,NA,1300,1050
L01-728-5 (L01-DP),6/22/2022,Total,1110,2022-06-22,Chloride,mg/L,NA,120,145
K01-12126-1 (K01S01),6/22/2022,Total,5426,2022-06-22,Chloride,mg/L,NA,1000,970
K01-12159-2,6/22/2022,Total,2927,2022-06-22,Chloride,mg/L,NA,510,740
K01-12159-3,6/22/2022,Total,3829,2022-06-22,Chloride,mg/L,NA,710,690
L05-489-3,6/16/2022,Total,2537,2022-06-16,Chloride,mg/L,NA,310,305
L05-049-1,6/16/2022,Total,2449,2022-06-16,Chloride,mg/L,NA,220,215
L02-374-1 (L02P50),6/16/2022,Total,2256,2022-06-16,Chloride,mg/L,NA,320,335
L01-404-1,6/16/2022,Total,2302,2022-06-16,Chloride,mg/L,NA,370,330
L01-340-1,6/16/2022,Total,1454,2022-06-16,Chloride,mg/L,NA,200,225
