Station,date,Sample Type,Field Specific Conductivity,Date,Parameter,Units,Qualifier,Result
L03-316-3 (L03P12),6/14/2022,Total,4833,2022-06-14,d8-Naphthalene,ng/L,NA,77
J01-9992-1 (J01P27),6/23/2022,Total,3165,2022-06-23,d8-Naphthalene,ng/L,NA,73
J01-9131-1 (J01P28),6/23/2022,Total,2686,2022-06-23,d8-Naphthalene,ng/L,NA,20
J01-9007-1 (J02P05),6/23/2022,Total,1529,2022-06-23,d8-Naphthalene,ng/L,NA,112
J06-10011-1 (J06P01),6/23/2022,Total,3190,2022-06-23,d8-Naphthalene,ng/L,NA,79
J06-9079-1 (J06P03),6/23/2022,Total,2124.6,2022-06-23,d8-Naphthalene,ng/L,NA,59
J01-9082-2,6/23/2022,Total,1402.2,2022-06-23,d8-Naphthalene,ng/L,NA,59
I01-11010-1,6/21/2022,Total,4030,2022-06-21,d8-Naphthalene,ng/L,NA,54
I00-11468-1,6/21/2022,Total,9274,2022-06-21,d8-Naphthalene,ng/L,NA,52
J01-10004-1 (J01P01),6/21/2022,Total,2028,2022-06-21,d8-Naphthalene,ng/L,NA,50
L01-749-2,6/22/2022,Total,5316,2022-06-22,d8-Naphthalene,ng/L,NA,107
L05-503-1,6/22/2022,Total,3947,2022-06-22,d8-Naphthalene,ng/L,NA,105
L01-724-4 (L01P03),6/22/2022,Total,2815,2022-06-22,d8-Naphthalene,ng/L,NA,61
L01-724-1 (L01S01),6/22/2022,Total,6586,2022-06-22,d8-Naphthalene,ng/L,NA,62
L01-728-5 (L01-DP),6/22/2022,Total,1110,2022-06-22,d8-Naphthalene,ng/L,NA,90
K01-12126-1 (K01S01),6/22/2022,Total,5426,2022-06-22,d8-Naphthalene,ng/L,NA,66
K01-12159-2,6/22/2022,Total,2927,2022-06-22,d8-Naphthalene,ng/L,NA,98
K01-12159-3,6/22/2022,Total,3829,2022-06-22,d8-Naphthalene,ng/L,NA,120
L05-489-3,6/16/2022,Total,2537,2022-06-16,d8-Naphthalene,ng/L,NA,43
L05-049-1,6/16/2022,Total,2449,2022-06-16,d8-Naphthalene,ng/L,NA,48
L02-374-1 (L02P50),6/16/2022,Total,2256,2022-06-16,d8-Naphthalene,ng/L,NA,47
L01-404-1,6/16/2022,Total,2302,2022-06-16,d8-Naphthalene,ng/L,NA,49
L01-340-1,6/16/2022,Total,1454,2022-06-16,d8-Naphthalene,ng/L,NA,50
L02-246-1 (L11P01),6/27/2022,Total,1583,2022-06-27,d8-Naphthalene,ng/L,NA,75
L02-641-1,6/27/2022,Total,1248,2022-06-27,d8-Naphthalene,ng/L,NA,59
L02-641-2,6/27/2022,Total,1373,2022-06-27,d8-Naphthalene,ng/L,NA,67
L01-731-1 (L08TBN2),6/27/2022,Total,2738,2022-06-27,d8-Naphthalene,ng/L,NA,79
L02-166-3 (L02P26),6/27/2022,Total,2227,2022-06-27,d8-Naphthalene,ng/L,NA,75
L04-672-1,6/29/2022,Total,3758,2022-06-29,d8-Naphthalene,ng/L,NA,72
M01-042-1 (M01S01),6/30/2022,Total,26913,2022-06-30,d8-Naphthalene,ng/L,NA,78
M02-032-1,6/30/2022,Total,3938,2022-06-30,d8-Naphthalene,ng/L,NA,68
SC1-2,6/30/2022,Total,9896,2022-06-30,d8-Naphthalene,ng/L,NA,78
M02-085-1 (M02P06),6/30/2022,Total,7636,2022-06-30,d8-Naphthalene,ng/L,NA,68
M02-085-2,6/30/2022,Total,3045,2022-06-30,d8-Naphthalene,ng/L,NA,56
L03-662-3 (L03P16),8/23/2022,Total,3390,2022-08-23,d8-Naphthalene,ng/L,NA,50
L03-214-2 (L03P18),8/23/2022,Total,4320,2022-08-23,d8-Naphthalene,ng/L,NA,40
L03-316-3 (L03P12),8/23/2022,Total,4049,2022-08-23,d8-Naphthalene,ng/L,NA,47
J01-10004-1 (J01P01),8/18/2022,Total,2077,2022-08-18,d8-Naphthalene,ng/L,NA,54
L03-418-8,8/18/2022,Total,2858.53,2022-08-18,d8-Naphthalene,ng/L,NA,27
K01-12177-1 (K01P07),8/18/2022,Total,2005,2022-08-18,d8-Naphthalene,ng/L,NA,65
J03-9221-1 (J03P02),8/18/2022,Total,4941,2022-08-18,d8-Naphthalene,ng/L,NA,80
J01-9224-1 (J01P24),8/18/2022,Total,3289,2022-08-18,d8-Naphthalene,ng/L,NA,89
J01-9224-2 (J01P25),8/18/2022,Total,2370,2022-08-18,d8-Naphthalene,ng/L,NA,65
J06-9079-1 (J06P03),8/22/2022,Total,2291,2022-08-22,d8-Naphthalene,ng/L,NA,50
J06-10011-1 (J06P01),8/22/2022,Total,3121,2022-08-22,d8-Naphthalene,ng/L,NA,56
J01-9082-2,8/22/2022,Total,1319,2022-08-22,d8-Naphthalene,ng/L,NA,53
L04-672-1,8/23/2022,Total,5222,2022-08-23,d8-Naphthalene,ng/L,NA,52
L04-266-5,8/23/2022,Total,4848,2022-08-23,d8-Naphthalene,ng/L,NA,49
I01-11343-2 (I02P18),8/23/2022,Total,4543,2022-08-23,d8-Naphthalene,ng/L,NA,39
L01-340-1,8/24/2022,Total,1798.6,2022-08-24,d8-Naphthalene,ng/L,NA,51
L01-404-1,8/24/2022,Total,2033.4,2022-08-24,d8-Naphthalene,ng/L,NA,28
L02-246-1 (L11P01),8/25/2022,Total,2323,2022-08-25,d8-Naphthalene,ng/L,NA,35
L02-641-1,8/25/2022,Total,1807,2022-08-25,d8-Naphthalene,ng/L,NA,64
L02-641-2,8/25/2022,Total,2148,2022-08-25,d8-Naphthalene,ng/L,NA,65
L01-731-1 (L08TBN2),8/25/2022,Total,2692,2022-08-25,d8-Naphthalene,ng/L,NA,34
L02-166-3 (L02P26),8/25/2022,Total,2626,2022-08-25,d8-Naphthalene,ng/L,NA,30
L05-489-3,9/6/2022,Total,3524,2022-09-06,d8-Naphthalene,ng/L,NA,44
L05-049-1,9/6/2022,Total,2843,2022-09-06,d8-Naphthalene,ng/L,NA,51
L02-374-1 (L02P50),9/6/2022,Total,3644,2022-09-06,d8-Naphthalene,ng/L,NA,68
L05-503-1,9/6/2022,Total,4029.2,2022-09-06,d8-Naphthalene,ng/L,NA,65
L01-749-2,9/6/2022,Total,8458,2022-09-06,d8-Naphthalene,ng/L,NA,60
L01-724-4 (L01P03),9/6/2022,Total,5109,2022-09-06,d8-Naphthalene,ng/L,NA,64
L01-724-1 (L01S01),9/6/2022,Total,6362,2022-09-06,d8-Naphthalene,ng/L,NA,57
L01-726-5,9/7/2022,Total,1165,2022-09-07,d8-Naphthalene,ng/L,NA,62
L01-728-5 (L01-DP),9/7/2022,Total,1327,2022-09-07,d8-Naphthalene,ng/L,NA,66
K01-12126-1 (K01S01),9/7/2022,Total,5061,2022-09-07,d8-Naphthalene,ng/L,NA,62
K01-12159-2,9/7/2022,Total,4869,2022-09-07,d8-Naphthalene,ng/L,NA,70
K01-12159-3,9/7/2022,Total,3633,2022-09-07,d8-Naphthalene,ng/L,NA,61
I01-11010-1,9/7/2022,Total,6067.7,2022-09-07,d8-Naphthalene,ng/L,NA,69
J01-9131-1 (J01P28),9/8/2022,Total,2648,2022-09-08,d8-Naphthalene,ng/L,NA,42
J01-9992-1 (J01P27),8/9/2022,Total,3208,2022-08-09,d8-Naphthalene,ng/L,NA,36
J01-9007-1 (J02P05),9/8/2022,Total,1929,2022-09-08,d8-Naphthalene,ng/L,NA,37
M01-042-1 (M01S01),9/8/2022,Total,26921,2022-09-08,d8-Naphthalene,ng/L,NA,69
M02-032-1,9/8/2022,Total,4246,2022-09-08,d8-Naphthalene,ng/L,NA,58
SC1-2,9/8/2022,Total,11188,2022-09-08,d8-Naphthalene,ng/L,NA,63
M02-085-1 (M02P06),9/8/2022,Total,9377,2022-09-08,d8-Naphthalene,ng/L,NA,77
M02-085-2,9/8/2022,Total,3170,2022-09-08,d8-Naphthalene,ng/L,NA,39
L04-266-5,6/14/2022,Total,3412,2022-06-14,PCB030,ng/L,NA,74
I01-11343-2 (I02P18),6/14/2022,Total,2417,2022-06-14,PCB030,ng/L,NA,54
L03-418-8,6/15/2022,Total,3205,2022-06-15,PCB030,ng/L,NA,80
K01-12177-1 (K01P07),6/15/2022,Total,2416,2022-06-15,PCB030,ng/L,NA,78
J03-9221-1 (J03P02),6/15/2022,Total,5136,2022-06-15,PCB030,ng/L,NA,78
J01-9224-1 (J01P24),6/15/2022,Total,2769,2022-06-15,PCB030,ng/L,NA,73
J01-9224-2 (J01P25),6/15/2022,Total,2576,2022-06-15,PCB030,ng/L,NA,56
L03-662-3 (L03P16),6/14/2022,Total,2551,2022-06-14,PCB030,ng/L,NA,67
L03-214-2 (L03P18),6/14/2022,Total,3395,2022-06-14,PCB030,ng/L,NA,71
L03-316-3 (L03P12),6/14/2022,Total,4833,2022-06-14,PCB030,ng/L,NA,58
J01-9992-1 (J01P27),6/23/2022,Total,3165,2022-06-23,PCB030,ng/L,NA,85
J01-9131-1 (J01P28),6/23/2022,Total,2686,2022-06-23,PCB030,ng/L,NA,45
J01-9007-1 (J02P05),6/23/2022,Total,1529,2022-06-23,PCB030,ng/L,NA,102
J06-10011-1 (J06P01),6/23/2022,Total,3190,2022-06-23,PCB030,ng/L,NA,108
J06-9079-1 (J06P03),6/23/2022,Total,2124.6,2022-06-23,PCB030,ng/L,NA,103
J01-9082-2,6/23/2022,Total,1402.2,2022-06-23,PCB030,ng/L,NA,109
I01-11010-1,6/21/2022,Total,4030,2022-06-21,PCB030,ng/L,NA,82
I00-11468-1,6/21/2022,Total,9274,2022-06-21,PCB030,ng/L,NA,85
J01-10004-1 (J01P01),6/21/2022,Total,2028,2022-06-21,PCB030,ng/L,NA,78
L01-749-2,6/22/2022,Total,5316,2022-06-22,PCB030,ng/L,NA,107
L05-503-1,6/22/2022,Total,3947,2022-06-22,PCB030,ng/L,NA,120
L01-724-4 (L01P03),6/22/2022,Total,2815,2022-06-22,PCB030,ng/L,NA,93
L01-724-1 (L01S01),6/22/2022,Total,6586,2022-06-22,PCB030,ng/L,NA,65
L01-728-5 (L01-DP),6/22/2022,Total,1110,2022-06-22,PCB030,ng/L,NA,129
K01-12126-1 (K01S01),6/22/2022,Total,5426,2022-06-22,PCB030,ng/L,NA,68
K01-12159-2,6/22/2022,Total,2927,2022-06-22,PCB030,ng/L,NA,64
K01-12159-3,6/22/2022,Total,3829,2022-06-22,PCB030,ng/L,NA,107
L05-489-3,6/16/2022,Total,2537,2022-06-16,PCB030,ng/L,NA,49
L05-049-1,6/16/2022,Total,2449,2022-06-16,PCB030,ng/L,NA,62
L02-374-1 (L02P50),6/16/2022,Total,2256,2022-06-16,PCB030,ng/L,NA,73
L01-404-1,6/16/2022,Total,2302,2022-06-16,PCB030,ng/L,NA,62
L01-340-1,6/16/2022,Total,1454,2022-06-16,PCB030,ng/L,NA,70
L02-246-1 (L11P01),6/27/2022,Total,1583,2022-06-27,PCB030,ng/L,NA,76
L02-641-1,6/27/2022,Total,1248,2022-06-27,PCB030,ng/L,NA,77
L02-641-2,6/27/2022,Total,1373,2022-06-27,PCB030,ng/L,NA,65
L01-731-1 (L08TBN2),6/27/2022,Total,2738,2022-06-27,PCB030,ng/L,NA,74
L02-166-3 (L02P26),6/27/2022,Total,2227,2022-06-27,PCB030,ng/L,NA,68
L04-672-1,6/29/2022,Total,3758,2022-06-29,PCB030,ng/L,NA,69
M01-042-1 (M01S01),6/30/2022,Total,26913,2022-06-30,PCB030,ng/L,NA,68
M02-032-1,6/30/2022,Total,3938,2022-06-30,PCB030,ng/L,NA,56
SC1-2,6/30/2022,Total,9896,2022-06-30,PCB030,ng/L,NA,65
M02-085-1 (M02P06),6/30/2022,Total,7636,2022-06-30,PCB030,ng/L,NA,68
M02-085-2,6/30/2022,Total,3045,2022-06-30,PCB030,ng/L,NA,62
L03-662-3 (L03P16),8/23/2022,Total,3390,2022-08-23,PCB030,ng/L,NA,73
L03-214-2 (L03P18),8/23/2022,Total,4320,2022-08-23,PCB030,ng/L,NA,54
L03-316-3 (L03P12),8/23/2022,Total,4049,2022-08-23,PCB030,ng/L,NA,75
J01-10004-1 (J01P01),8/18/2022,Total,2077,2022-08-18,PCB030,ng/L,NA,64
L03-418-8,8/18/2022,Total,2858.53,2022-08-18,PCB030,ng/L,NA,65
K01-12177-1 (K01P07),8/18/2022,Total,2005,2022-08-18,PCB030,ng/L,NA,69
J03-9221-1 (J03P02),8/18/2022,Total,4941,2022-08-18,PCB030,ng/L,NA,78
J01-9224-1 (J01P24),8/18/2022,Total,3289,2022-08-18,PCB030,ng/L,NA,81
J01-9224-2 (J01P25),8/18/2022,Total,2370,2022-08-18,PCB030,ng/L,NA,84
J06-9079-1 (J06P03),8/22/2022,Total,2291,2022-08-22,PCB030,ng/L,NA,71
J06-10011-1 (J06P01),8/22/2022,Total,3121,2022-08-22,PCB030,ng/L,NA,88
J01-9082-2,8/22/2022,Total,1319,2022-08-22,PCB030,ng/L,NA,72
L04-672-1,8/23/2022,Total,5222,2022-08-23,PCB030,ng/L,NA,98
L04-266-5,8/23/2022,Total,4848,2022-08-23,PCB030,ng/L,NA,65
I01-11343-2 (I02P18),8/23/2022,Total,4543,2022-08-23,PCB030,ng/L,NA,57
L01-340-1,8/24/2022,Total,1798.6,2022-08-24,PCB030,ng/L,NA,87
L01-404-1,8/24/2022,Total,2033.4,2022-08-24,PCB030,ng/L,NA,57
L02-246-1 (L11P01),8/25/2022,Total,2323,2022-08-25,PCB030,ng/L,NA,87
L02-641-1,8/25/2022,Total,1807,2022-08-25,PCB030,ng/L,NA,51
L02-641-2,8/25/2022,Total,2148,2022-08-25,PCB030,ng/L,NA,52
L01-731-1 (L08TBN2),8/25/2022,Total,2692,2022-08-25,PCB030,ng/L,NA,64
L02-166-3 (L02P26),8/25/2022,Total,2626,2022-08-25,PCB030,ng/L,NA,75
L05-489-3,9/6/2022,Total,3524,2022-09-06,PCB030,ng/L,NA,27
L05-049-1,9/6/2022,Total,2843,2022-09-06,PCB030,ng/L,NA,64
L02-374-1 (L02P50),9/6/2022,Total,3644,2022-09-06,PCB030,ng/L,NA,66
L05-503-1,9/6/2022,Total,4029.2,2022-09-06,PCB030,ng/L,NA,63
L01-749-2,9/6/2022,Total,8458,2022-09-06,PCB030,ng/L,NA,66
L01-724-4 (L01P03),9/6/2022,Total,5109,2022-09-06,PCB030,ng/L,NA,67
L01-724-1 (L01S01),9/6/2022,Total,6362,2022-09-06,PCB030,ng/L,NA,44
L01-726-5,9/7/2022,Total,1165,2022-09-07,PCB030,ng/L,NA,74
L01-728-5 (L01-DP),9/7/2022,Total,1327,2022-09-07,PCB030,ng/L,NA,74
K01-12126-1 (K01S01),9/7/2022,Total,5061,2022-09-07,PCB030,ng/L,NA,69
K01-12159-2,9/7/2022,Total,4869,2022-09-07,PCB030,ng/L,NA,74
K01-12159-3,9/7/2022,Total,3633,2022-09-07,PCB030,ng/L,NA,60
I01-11010-1,9/7/2022,Total,6067.7,2022-09-07,PCB030,ng/L,NA,71
J01-9131-1 (J01P28),9/8/2022,Total,2648,2022-09-08,PCB030,ng/L,NA,70
J01-9992-1 (J01P27),8/9/2022,Total,3208,2022-08-09,PCB030,ng/L,NA,73
J01-9007-1 (J02P05),9/8/2022,Total,1929,2022-09-08,PCB030,ng/L,NA,82
M01-042-1 (M01S01),9/8/2022,Total,26921,2022-09-08,PCB030,ng/L,NA,85
M02-032-1,9/8/2022,Total,4246,2022-09-08,PCB030,ng/L,NA,59
SC1-2,9/8/2022,Total,11188,2022-09-08,PCB030,ng/L,NA,56
M02-085-1 (M02P06),9/8/2022,Total,9377,2022-09-08,PCB030,ng/L,NA,90
M02-085-2,9/8/2022,Total,3170,2022-09-08,PCB030,ng/L,NA,78
L04-266-5,6/14/2022,Total,3412,2022-06-14,PCB112,ng/L,NA,71
I01-11343-2 (I02P18),6/14/2022,Total,2417,2022-06-14,PCB112,ng/L,NA,58
L03-418-8,6/15/2022,Total,3205,2022-06-15,PCB112,ng/L,NA,94
K01-12177-1 (K01P07),6/15/2022,Total,2416,2022-06-15,PCB112,ng/L,NA,96
J03-9221-1 (J03P02),6/15/2022,Total,5136,2022-06-15,PCB112,ng/L,NA,93
J01-9224-1 (J01P24),6/15/2022,Total,2769,2022-06-15,PCB112,ng/L,NA,89
J01-9224-2 (J01P25),6/15/2022,Total,2576,2022-06-15,PCB112,ng/L,NA,61
L03-662-3 (L03P16),6/14/2022,Total,2551,2022-06-14,PCB112,ng/L,NA,61
L03-214-2 (L03P18),6/14/2022,Total,3395,2022-06-14,PCB112,ng/L,NA,65
L03-316-3 (L03P12),6/14/2022,Total,4833,2022-06-14,PCB112,ng/L,NA,53
J01-9992-1 (J01P27),6/23/2022,Total,3165,2022-06-23,PCB112,ng/L,NA,98
J01-9131-1 (J01P28),6/23/2022,Total,2686,2022-06-23,PCB112,ng/L,NA,71
J01-9007-1 (J02P05),6/23/2022,Total,1529,2022-06-23,PCB112,ng/L,NA,96
J06-10011-1 (J06P01),6/23/2022,Total,3190,2022-06-23,PCB112,ng/L,NA,102
J06-9079-1 (J06P03),6/23/2022,Total,2124.6,2022-06-23,PCB112,ng/L,NA,100
J01-9082-2,6/23/2022,Total,1402.2,2022-06-23,PCB112,ng/L,NA,122
I01-11010-1,6/21/2022,Total,4030,2022-06-21,PCB112,ng/L,NA,88
I00-11468-1,6/21/2022,Total,9274,2022-06-21,PCB112,ng/L,NA,94
J01-10004-1 (J01P01),6/21/2022,Total,2028,2022-06-21,PCB112,ng/L,NA,89
L01-749-2,6/22/2022,Total,5316,2022-06-22,PCB112,ng/L,NA,120
L05-503-1,6/22/2022,Total,3947,2022-06-22,PCB112,ng/L,NA,95
L01-724-4 (L01P03),6/22/2022,Total,2815,2022-06-22,PCB112,ng/L,NA,106
L01-724-1 (L01S01),6/22/2022,Total,6586,2022-06-22,PCB112,ng/L,NA,60
L01-728-5 (L01-DP),6/22/2022,Total,1110,2022-06-22,PCB112,ng/L,NA,95
K01-12126-1 (K01S01),6/22/2022,Total,5426,2022-06-22,PCB112,ng/L,NA,99
K01-12159-2,6/22/2022,Total,2927,2022-06-22,PCB112,ng/L,NA,49
K01-12159-3,6/22/2022,Total,3829,2022-06-22,PCB112,ng/L,NA,129
L05-489-3,6/16/2022,Total,2537,2022-06-16,PCB112,ng/L,NA,49
L05-049-1,6/16/2022,Total,2449,2022-06-16,PCB112,ng/L,NA,71
L02-374-1 (L02P50),6/16/2022,Total,2256,2022-06-16,PCB112,ng/L,NA,84
L01-404-1,6/16/2022,Total,2302,2022-06-16,PCB112,ng/L,NA,69
L01-340-1,6/16/2022,Total,1454,2022-06-16,PCB112,ng/L,NA,83
L02-246-1 (L11P01),6/27/2022,Total,1583,2022-06-27,PCB112,ng/L,NA,81
L02-641-1,6/27/2022,Total,1248,2022-06-27,PCB112,ng/L,NA,80
L02-641-2,6/27/2022,Total,1373,2022-06-27,PCB112,ng/L,NA,72
L01-731-1 (L08TBN2),6/27/2022,Total,2738,2022-06-27,PCB112,ng/L,NA,80
L02-166-3 (L02P26),6/27/2022,Total,2227,2022-06-27,PCB112,ng/L,NA,70
L04-672-1,6/29/2022,Total,3758,2022-06-29,PCB112,ng/L,NA,61
M01-042-1 (M01S01),6/30/2022,Total,26913,2022-06-30,PCB112,ng/L,NA,105
M02-032-1,6/30/2022,Total,3938,2022-06-30,PCB112,ng/L,NA,63
SC1-2,6/30/2022,Total,9896,2022-06-30,PCB112,ng/L,NA,66
M02-085-1 (M02P06),6/30/2022,Total,7636,2022-06-30,PCB112,ng/L,NA,74
M02-085-2,6/30/2022,Total,3045,2022-06-30,PCB112,ng/L,NA,64
L03-662-3 (L03P16),8/23/2022,Total,3390,2022-08-23,PCB112,ng/L,NA,83
L03-214-2 (L03P18),8/23/2022,Total,4320,2022-08-23,PCB112,ng/L,NA,119
L03-316-3 (L03P12),8/23/2022,Total,4049,2022-08-23,PCB112,ng/L,NA,94
J01-10004-1 (J01P01),8/18/2022,Total,2077,2022-08-18,PCB112,ng/L,NA,65
L03-418-8,8/18/2022,Total,2858.53,2022-08-18,PCB112,ng/L,NA,90
K01-12177-1 (K01P07),8/18/2022,Total,2005,2022-08-18,PCB112,ng/L,NA,76
J03-9221-1 (J03P02),8/18/2022,Total,4941,2022-08-18,PCB112,ng/L,NA,69
J01-9224-1 (J01P24),8/18/2022,Total,3289,2022-08-18,PCB112,ng/L,NA,75
J01-9224-2 (J01P25),8/18/2022,Total,2370,2022-08-18,PCB112,ng/L,NA,69
J06-9079-1 (J06P03),8/22/2022,Total,2291,2022-08-22,PCB112,ng/L,NA,73
J06-10011-1 (J06P01),8/22/2022,Total,3121,2022-08-22,PCB112,ng/L,NA,76
J01-9082-2,8/22/2022,Total,1319,2022-08-22,PCB112,ng/L,NA,63
L04-672-1,8/23/2022,Total,5222,2022-08-23,PCB112,ng/L,NA,81
L04-266-5,8/23/2022,Total,4848,2022-08-23,PCB112,ng/L,NA,67
I01-11343-2 (I02P18),8/23/2022,Total,4543,2022-08-23,PCB112,ng/L,NA,76
L01-340-1,8/24/2022,Total,1798.6,2022-08-24,PCB112,ng/L,NA,97
L01-404-1,8/24/2022,Total,2033.4,2022-08-24,PCB112,ng/L,NA,78
L02-246-1 (L11P01),8/25/2022,Total,2323,2022-08-25,PCB112,ng/L,NA,118
L02-641-1,8/25/2022,Total,1807,2022-08-25,PCB112,ng/L,NA,129
L02-641-2,8/25/2022,Total,2148,2022-08-25,PCB112,ng/L,NA,91
L01-731-1 (L08TBN2),8/25/2022,Total,2692,2022-08-25,PCB112,ng/L,NA,150
L02-166-3 (L02P26),8/25/2022,Total,2626,2022-08-25,PCB112,ng/L,NA,84
L05-489-3,9/6/2022,Total,3524,2022-09-06,PCB112,ng/L,NA,34
L05-049-1,9/6/2022,Total,2843,2022-09-06,PCB112,ng/L,NA,62
L02-374-1 (L02P50),9/6/2022,Total,3644,2022-09-06,PCB112,ng/L,NA,65
L05-503-1,9/6/2022,Total,4029.2,2022-09-06,PCB112,ng/L,NA,67
L01-749-2,9/6/2022,Total,8458,2022-09-06,PCB112,ng/L,NA,69
L01-724-4 (L01P03),9/6/2022,Total,5109,2022-09-06,PCB112,ng/L,NA,72
L01-724-1 (L01S01),9/6/2022,Total,6362,2022-09-06,PCB112,ng/L,NA,44
L01-726-5,9/7/2022,Total,1165,2022-09-07,PCB112,ng/L,NA,75
L01-728-5 (L01-DP),9/7/2022,Total,1327,2022-09-07,PCB112,ng/L,NA,75
K01-12126-1 (K01S01),9/7/2022,Total,5061,2022-09-07,PCB112,ng/L,NA,69
K01-12159-2,9/7/2022,Total,4869,2022-09-07,PCB112,ng/L,NA,71
K01-12159-3,9/7/2022,Total,3633,2022-09-07,PCB112,ng/L,NA,61
I01-11010-1,9/7/2022,Total,6067.7,2022-09-07,PCB112,ng/L,NA,75
J01-9131-1 (J01P28),9/8/2022,Total,2648,2022-09-08,PCB112,ng/L,NA,94
J01-9992-1 (J01P27),8/9/2022,Total,3208,2022-08-09,PCB112,ng/L,NA,95
J01-9007-1 (J02P05),9/8/2022,Total,1929,2022-09-08,PCB112,ng/L,NA,102
M01-042-1 (M01S01),9/8/2022,Total,26921,2022-09-08,PCB112,ng/L,NA,101
M02-032-1,9/8/2022,Total,4246,2022-09-08,PCB112,ng/L,NA,100
SC1-2,9/8/2022,Total,11188,2022-09-08,PCB112,ng/L,NA,112
M02-085-1 (M02P06),9/8/2022,Total,9377,2022-09-08,PCB112,ng/L,NA,114
M02-085-2,9/8/2022,Total,3170,2022-09-08,PCB112,ng/L,NA,117
L04-266-5,6/14/2022,Total,3412,2022-06-14,PCB198,ng/L,NA,83
I01-11343-2 (I02P18),6/14/2022,Total,2417,2022-06-14,PCB198,ng/L,NA,64
L03-418-8,6/15/2022,Total,3205,2022-06-15,PCB198,ng/L,NA,99
K01-12177-1 (K01P07),6/15/2022,Total,2416,2022-06-15,PCB198,ng/L,NA,107
J03-9221-1 (J03P02),6/15/2022,Total,5136,2022-06-15,PCB198,ng/L,NA,95
J01-9224-1 (J01P24),6/15/2022,Total,2769,2022-06-15,PCB198,ng/L,NA,89
J01-9224-2 (J01P25),6/15/2022,Total,2576,2022-06-15,PCB198,ng/L,NA,61
L03-662-3 (L03P16),6/14/2022,Total,2551,2022-06-14,PCB198,ng/L,NA,74
L03-214-2 (L03P18),6/14/2022,Total,3395,2022-06-14,PCB198,ng/L,NA,79
L03-316-3 (L03P12),6/14/2022,Total,4833,2022-06-14,PCB198,ng/L,NA,63
J01-9992-1 (J01P27),6/23/2022,Total,3165,2022-06-23,PCB198,ng/L,NA,101
J01-9131-1 (J01P28),6/23/2022,Total,2686,2022-06-23,PCB198,ng/L,NA,90
J01-9007-1 (J02P05),6/23/2022,Total,1529,2022-06-23,PCB198,ng/L,NA,93
J06-10011-1 (J06P01),6/23/2022,Total,3190,2022-06-23,PCB198,ng/L,NA,81
J06-9079-1 (J06P03),6/23/2022,Total,2124.6,2022-06-23,PCB198,ng/L,NA,103
J01-9082-2,6/23/2022,Total,1402.2,2022-06-23,PCB198,ng/L,NA,97
I01-11010-1,6/21/2022,Total,4030,2022-06-21,PCB198,ng/L,NA,98
I00-11468-1,6/21/2022,Total,9274,2022-06-21,PCB198,ng/L,NA,99
J01-10004-1 (J01P01),6/21/2022,Total,2028,2022-06-21,PCB198,ng/L,NA,95
L01-749-2,6/22/2022,Total,5316,2022-06-22,PCB198,ng/L,NA,126
L05-503-1,6/22/2022,Total,3947,2022-06-22,PCB198,ng/L,NA,110
L01-724-4 (L01P03),6/22/2022,Total,2815,2022-06-22,PCB198,ng/L,NA,119
L01-724-1 (L01S01),6/22/2022,Total,6586,2022-06-22,PCB198,ng/L,NA,53
L01-728-5 (L01-DP),6/22/2022,Total,1110,2022-06-22,PCB198,ng/L,NA,109
K01-12126-1 (K01S01),6/22/2022,Total,5426,2022-06-22,PCB198,ng/L,NA,100
K01-12159-2,6/22/2022,Total,2927,2022-06-22,PCB198,ng/L,NA,105
K01-12159-3,6/22/2022,Total,3829,2022-06-22,PCB198,ng/L,NA,96
L05-489-3,6/16/2022,Total,2537,2022-06-16,PCB198,ng/L,NA,61
L05-049-1,6/16/2022,Total,2449,2022-06-16,PCB198,ng/L,NA,75
L02-374-1 (L02P50),6/16/2022,Total,2256,2022-06-16,PCB198,ng/L,NA,87
L01-404-1,6/16/2022,Total,2302,2022-06-16,PCB198,ng/L,NA,75
L01-340-1,6/16/2022,Total,1454,2022-06-16,PCB198,ng/L,NA,86
L02-246-1 (L11P01),6/27/2022,Total,1583,2022-06-27,PCB198,ng/L,NA,92
L02-641-1,6/27/2022,Total,1248,2022-06-27,PCB198,ng/L,NA,97
L02-641-2,6/27/2022,Total,1373,2022-06-27,PCB198,ng/L,NA,89
L01-731-1 (L08TBN2),6/27/2022,Total,2738,2022-06-27,PCB198,ng/L,NA,95
L02-166-3 (L02P26),6/27/2022,Total,2227,2022-06-27,PCB198,ng/L,NA,81
L04-672-1,6/29/2022,Total,3758,2022-06-29,PCB198,ng/L,NA,82
M01-042-1 (M01S01),6/30/2022,Total,26913,2022-06-30,PCB198,ng/L,NA,89
M02-032-1,6/30/2022,Total,3938,2022-06-30,PCB198,ng/L,NA,76
SC1-2,6/30/2022,Total,9896,2022-06-30,PCB198,ng/L,NA,77
M02-085-1 (M02P06),6/30/2022,Total,7636,2022-06-30,PCB198,ng/L,NA,87
M02-085-2,6/30/2022,Total,3045,2022-06-30,PCB198,ng/L,NA,81
L03-662-3 (L03P16),8/23/2022,Total,3390,2022-08-23,PCB198,ng/L,NA,80
L03-214-2 (L03P18),8/23/2022,Total,4320,2022-08-23,PCB198,ng/L,NA,87
L03-316-3 (L03P12),8/23/2022,Total,4049,2022-08-23,PCB198,ng/L,NA,64
