Station,Sample Type,Parameter,Qualifier,ResultAvg,Units,JURISDICTI3,Qadj_Qall,LoadQadj_Qall,LoadsPoundsQS,LoadsJurs
J01-9224-2 (J01P25),Total,"Magnesium, Total",NA,52.2,ug/L,ALISO VIEJO,5993.861828325905,312879.58743861225,0.01953241834419852,12.167300776231782
J01-9224-2 (J01P25),Total,"Magnesium, Total",NA,52.2,ug/L,LAGUNA NIGUEL,359869.5285508992,18785189.39035694,1.172720089703653,117.93842093164535
L03-662-3 (L03P16),Total,"Magnesium, Total",NA,60.7,ug/L,MISSION VIEJO,257898.81600000005,15654458.131200004,0.9772750842377385,54.34825570982566
L03-214-2 (L03P18),Total,"Magnesium, Total",NA,84.9,ug/L,MISSION VIEJO,1863878.8123590364,158243311.1692822,9.87879899495214,54.34825570982566
L03-214-2 (L03P18),Total,"Magnesium, Total",NA,84.9,ug/L,RANCHO SANTA MARGARITA,88783.6516800166,7537732.02763341,0.470564847440188,50.60432761821131
L03-316-3 (L03P12),Total,"Magnesium, Total",NA,119.8,ug/L,MISSION VIEJO,893435.1835532822,107033534.9896832,6.68187975889315,54.34825570982566
J01-9992-1 (J01P27),Total,"Magnesium, Total",NA,85.2,ug/L,ALISO VIEJO,432180.7921682628,36821803.492736,2.2987081896133676,12.167300776231782
J01-9992-1 (J01P27),Total,"Magnesium, Total",NA,85.2,ug/L,ORANGE CO,1267.6285979957179,108001.95654923517,0.0067423362916748586,190.17833153757584
J01-9131-1 (J01P28),Total,"Magnesium, Total",NA,71.05,ug/L,ALISO VIEJO,236560.03199999995,16807590.273599997,1.0492627124364549,12.167300776231782
J01-9007-1 (J02P05),Total,"Magnesium, Total",NA,32.599999999999994,ug/L,ALISO VIEJO,677326.4713948012,22080842.967470516,1.3784608505909917,12.167300776231782
J01-9007-1 (J02P05),Total,"Magnesium, Total",NA,32.599999999999994,ug/L,ORANGE CO,12455.793598780088,406058.8713202308,0.02534940617868197,190.17833153757584
J06-10011-1 (J06P01),Total,"Magnesium, Total",NA,89.95,ug/L,ALISO VIEJO,486377.92818020063,43749694.63980905,2.731201946190729,12.167300776231782
J06-10011-1 (J06P01),Total,"Magnesium, Total",NA,89.95,ug/L,LAGUNA HILLS,682198.5901776025,61363763.186475344,3.8308114106923954,3.8308114106923954
J06-10011-1 (J06P01),Total,"Magnesium, Total",NA,89.95,ug/L,LAGUNA WOODS,1248649.7842748633,112316048.09552395,7.011656005201443,7.152137688339573
J06-10011-1 (J06P01),Total,"Magnesium, Total",NA,89.95,ug/L,LAKE FOREST,751296.2870919254,67579101.02391869,4.218821954254266,8.936216617145885
J06-9079-1 (J06P03),Total,"Magnesium, Total",NA,55.85,ug/L,ALISO VIEJO,751510.5920908037,41971866.56827138,2.620215857511656,12.167300776231782
J01-9082-2,Total,"Magnesium, Total",NA,33,ug/L,ALISO VIEJO,998641.6316034046,32955173.842912354,2.0573225865424885,12.167300776231782
J01-9082-2,Total,"Magnesium, Total",NA,33,ug/L,ORANGE CO,21969.628370704308,724997.7362332422,0.04526009254433384,190.17833153757584
I01-11010-1,Total,"Magnesium, Total",NA,149.5,ug/L,LAGUNA BEACH,202915.75420800003,30335905.254096005,1.8938071260057185,9.691673433288063
I00-11468-1,Total,"Magnesium, Total",NA,587,ug/L,LAGUNA BEACH,212793.76400754126,124909939.47242673,7.797866307282344,9.691673433288063
I00-11468-1,Total,"Magnesium, Total",NA,587,ug/L,ORANGE CO,19089.643866775274,11205620.949797086,0.6995434824935496,190.17833153757584
J01-10004-1 (J01P01),Total,"Magnesium, Total",NA,36.849999999999994,ug/L,LAKE FOREST,2050623.5094314318,75565476.32254826,4.717394662891618,8.936216617145885
L05-503-1,Total,"Magnesium, Total",NA,128.5,ug/L,SAN JUAN CAPISTRANO,1199564.4170879999,154144027.59580797,9.622889293957952,19.68724968628441
L01-724-4 (L01P03),Total,"Magnesium, Total",NA,105,ug/L,LAGUNA NIGUEL,468158.31861034513,49156623.45408624,3.0687452049962722,117.93842093164535
L01-724-4 (L01P03),Total,"Magnesium, Total",NA,105,ug/L,SAN JUAN CAPISTRANO,1145681.827242111,120296591.86042166,7.509864663382926,19.68724968628441
L01-724-1 (L01S01),Total,"Magnesium, Total",NA,159,ug/L,DANA POINT,245138.73214270748,38977058.41069049,2.4332562470322237,38.07639509959548
L01-724-1 (L01S01),Total,"Magnesium, Total",NA,159,ug/L,LAGUNA NIGUEL,174089.35162087894,27680206.90771975,1.7280174318870674,117.93842093164535
L01-724-1 (L01S01),Total,"Magnesium, Total",NA,159,ug/L,SAN JUAN CAPISTRANO,256083.45119911397,40717268.740659125,2.5418939387720605,19.68724968628441
L01-728-5 (L01-DP),Total,"Magnesium, Total",NA,23.45,ug/L,DANA POINT,0,0,0,38.07639509959548
K01-12126-1 (K01S01),Total,"Magnesium, Total",NA,154.5,ug/L,DANA POINT,2401759.02142806,371071768.8106352,23.165234534685347,38.07639509959548
K01-12126-1 (K01S01),Total,"Magnesium, Total",NA,154.5,ug/L,LAGUNA NIGUEL,6437196.487691939,994546857.3484045,62.08748048943391,117.93842093164535
K01-12159-2,Total,"Magnesium, Total",NA,108.8,ug/L,DANA POINT,1673540.3519999993,182081190.2975999,11.366947938718225,38.07639509959548
K01-12159-3,Total,"Magnesium, Total",NA,111,ug/L,DANA POINT,133122.52800000002,14776600.608000003,0.9224722748562904,38.07639509959548
L05-489-3,Total,"Magnesium, Total",NA,76.69999999999999,ug/L,ORANGE CO,29545076.777328,2266107388.8210573,141.46834535831348,190.17833153757584
L05-049-1,Total,"Magnesium, Total",NA,80.19999999999999,ug/L,ORANGE CO,6237821.599848001,500273292.30780965,31.23101545799261,190.17833153757584
L02-374-1 (L02P50),Total,"Magnesium, Total",NA,70.8,ug/L,ORANGE CO,2819475.9723715195,199618898.84390357,12.461790408082702,190.17833153757584
L01-404-1,Total,"Magnesium, Total",NA,35.55,ug/L,ORANGE CO,765057.1882060798,27197783.040726133,1.6979007187243904,190.17833153757584
L01-340-1,Total,"Magnesium, Total",NA,26.950000000000003,ug/L,ORANGE CO,106950.06735932868,2882304.315333908,0.1799362308780737,190.17833153757584
L01-340-1,Total,"Magnesium, Total",NA,26.950000000000003,ug/L,RANCHO SANTA MARGARITA,1313.8942256581051,35409.44938148594,0.002210537875989129,50.60432761821131
L02-246-1 (L11P01),Total,"Magnesium, Total",NA,41.1,ug/L,RANCHO SANTA MARGARITA,1257301.4399999997,51675089.18399999,3.2259677538525615,50.60432761821131
L02-641-1,Total,"Magnesium, Total",NA,31.5,ug/L,ORANGE CO,4986.284926966567,157067.97519944684,0.009805425228239687,190.17833153757584
L02-641-1,Total,"Magnesium, Total",NA,31.5,ug/L,RANCHO SANTA MARGARITA,843182.469984656,26560247.804516662,1.658100727153339,50.60432761821131
L02-641-2,Total,"Magnesium, Total",NA,33.65,ug/L,ORANGE CO,20483.18968395988,689259.33286525,0.04302901875888179,190.17833153757584
L02-641-2,Total,"Magnesium, Total",NA,33.65,ug/L,RANCHO SANTA MARGARITA,3463714.3131314125,116553986.63687202,7.276221645882153,50.60432761821131
L01-731-1 (L08TBN2),Total,"Magnesium, Total",NA,50.95,ug/L,ORANGE CO,723305.629006651,36852421.79788887,2.3006196263744942,190.17833153757584
L01-731-1 (L08TBN2),Total,"Magnesium, Total",NA,50.95,ug/L,RANCHO SANTA MARGARITA,11606237.02728475,591337776.540158,36.91598077288036,50.60432761821131
L02-166-3 (L02P26),Total,"Magnesium, Total",NA,54.25,ug/L,ORANGE CO,1759.6301883248925,95459.93771662541,0.005959364284057344,190.17833153757584
L02-166-3 (L02P26),Total,"Magnesium, Total",NA,54.25,ug/L,RANCHO SANTA MARGARITA,311594.45914611226,16903999.40867659,1.055281333126716,50.60432761821131
L04-672-1,Total,"Magnesium, Total",NA,110,ug/L,MISSION VIEJO,665335.962144,73186955.83584,4.568908602912561,54.34825570982566
M01-042-1 (M01S01),Total,"Magnesium, Total",NA,1545,ug/L,SAN CLEMENTE,9329.904,14414701.680000002,0.8998796815909982,22.626136356952525
M02-032-1,Total,"Magnesium, Total",NA,69.25,ug/L,SAN CLEMENTE,3628866.1607999997,251298981.63539997,15.68806990240854,22.626136356952525
M02-085-1 (M02P06),Total,"Magnesium, Total",NA,278.5,ug/L,ORANGE CO,174.54166027466977,48609.85238649553,0.003034611430664378,190.17833153757584
M02-085-1 (M02P06),Total,"Magnesium, Total",NA,278.5,ug/L,SAN CLEMENTE,251732.86631957273,70107603.27000101,4.37667106182641,22.626136356952525
M02-085-2,Total,"Magnesium, Total",NA,48.35,ug/L,SAN CLEMENTE,550464.336,26614950.645600002,1.6615157111265766,22.626136356952525
L01-726-5,Total,"Magnesium, Total",NA,27.1,ug/L,DANA POINT,111410.6356577293,3019228.226324464,0.1884841043033929,38.07639509959548
L01-726-5,Total,"Magnesium, Total",NA,27.1,ug/L,SAN JUAN CAPISTRANO,7448.763165562618,201861.48178674697,0.012601790171473387,19.68724968628441
L04-266-5,Total,"Manganese, Total",NA,935,ug/L,MISSION VIEJO,4000029.057504,3740027168.76624,233.48207493192092,323.1735555873871
I01-11343-2 (I02P18),Total,"Manganese, Total",NA,975,ug/L,LAGUNA WOODS,26583.60972323406,25919019.48015321,1.6180701838118892,25.782754581949153
L04-266-5,Dissolved,"Manganese, Total",NA,925,ug/L,MISSION VIEJO,4000029.057504,3700026878.1912003,230.98494044067044,258.2858032127456
I01-11343-2 (I02P18),Dissolved,"Manganese, Total",NA,745,ug/L,LAGUNA WOODS,26583.60972323406,19804789.243809376,1.2363715763485719,25.790808948649342
L03-418-8,Total,"Manganese, Total",NA,28,ug/L,LAGUNA NIGUEL,188453.84949148304,5276707.785761525,0.32941383231594024,231.30998530601957
L03-418-8,Total,"Manganese, Total",NA,28,ug/L,MISSION VIEJO,1719639.2671055028,48149899.47895408,3.0058975325086132,323.1735555873871
K01-12177-1 (K01P07),Total,"Manganese, Total",NA,49.5,ug/L,LAGUNA NIGUEL,1099058.44356,54403392.95622,3.396290052872825,231.30998530601957
J03-9221-1 (J03P02),Total,"Manganese, Total",NA,590,ug/L,LAGUNA NIGUEL,2363508.1934956796,1394469834.162451,87.05383560559113,231.30998530601957
J01-9224-1 (J01P24),Total,"Manganese, Total",NA,208,ug/L,ALISO VIEJO,2634.1015151823053,547893.1151579195,0.03420382141506855,14.860738223347328
J01-9224-1 (J01P24),Total,"Manganese, Total",NA,208,ug/L,LAGUNA NIGUEL,158150.60433060143,32895325.7007651,2.05358639218378,231.30998530601957
J01-9224-2 (J01P25),Total,"Manganese, Total",NA,150,ug/L,ALISO VIEJO,5993.861828325905,899079.2742488857,0.05612763892011069,14.860738223347328
J01-9224-2 (J01P25),Total,"Manganese, Total",NA,150,ug/L,LAGUNA NIGUEL,359869.5285508992,53980429.28263488,3.369885315240382,231.30998530601957
L03-418-8,Dissolved,"Manganese, Total",NA,17.5,ug/L,LAGUNA NIGUEL,188453.84949148304,3297942.366100953,0.20588364519746263,204.7039730832616
L03-418-8,Dissolved,"Manganese, Total",NA,17.5,ug/L,MISSION VIEJO,1719639.2671055028,30093687.174346298,1.8786859578178832,258.2858032127456
K01-12177-1 (K01P07),Dissolved,"Manganese, Total",NA,35.5,ug/L,LAGUNA NIGUEL,1099058.44356,39016574.74638,2.435723169232026,204.7039730832616
J03-9221-1 (J03P02),Dissolved,"Manganese, Total",NA,565,ug/L,LAGUNA NIGUEL,2363508.1934956796,1335382129.325059,83.3651137578966,204.7039730832616
J01-9224-1 (J01P24),Dissolved,"Manganese, Total",NA,69,ug/L,ALISO VIEJO,2634.1015151823053,181753.00454757907,0.01134645998865255,13.172228798735178
J01-9224-1 (J01P24),Dissolved,"Manganese, Total",NA,69,ug/L,LAGUNA NIGUEL,158150.60433060143,10912391.6988115,0.6812377935609655,204.7039730832616
J01-9224-2 (J01P25),Dissolved,"Manganese, Total",NA,145,ug/L,ALISO VIEJO,5993.861828325905,869109.9651072562,0.05425671762277367,13.172228798735178
J01-9224-2 (J01P25),Dissolved,"Manganese, Total",NA,145,ug/L,LAGUNA NIGUEL,359869.5285508992,52181081.63988038,3.257555804732369,204.7039730832616
L03-662-3 (L03P16),Total,"Manganese, Total",NA,34.5,ug/L,MISSION VIEJO,257898.81600000005,8897509.152000003,0.5554528897232616,323.1735555873871
L03-214-2 (L03P18),Total,"Manganese, Total",NA,155,ug/L,MISSION VIEJO,1863878.8123590364,288901215.91565067,18.035498754035117,323.1735555873871
L03-214-2 (L03P18),Total,"Manganese, Total",NA,155,ug/L,RANCHO SANTA MARGARITA,88783.6516800166,13761466.010402573,0.8590995447965739,772.0686097187216
L03-316-3 (L03P12),Total,"Manganese, Total",NA,1098,ug/L,MISSION VIEJO,893435.1835532822,980991831.5415038,61.241268574830364,323.1735555873871
L03-662-3 (L03P16),Dissolved,"Manganese, Total",NA,77.5,ug/L,MISSION VIEJO,257898.81600000005,19987158.240000002,1.2477564914073267,258.2858032127456
L03-214-2 (L03P18),Dissolved,"Manganese, Total",NA,125,ug/L,MISSION VIEJO,1863878.8123590364,232984851.54487956,14.544757059705738,258.2858032127456
L03-214-2 (L03P18),Dissolved,"Manganese, Total",NA,125,ug/L,RANCHO SANTA MARGARITA,88783.6516800166,11097956.460002074,0.6928222135456241,163.47352520020007
L03-316-3 (L03P12),Dissolved,"Manganese, Total",NA,53.5,ug/L,MISSION VIEJO,893435.1835532822,47798782.3201006,2.9839780225441026,258.2858032127456
J01-9992-1 (J01P27),Total,"Manganese, Total",NA,38.5,ug/L,ALISO VIEJO,432180.7921682628,16638960.498478118,1.038735508217308,14.860738223347328
J01-9992-1 (J01P27),Total,"Manganese, Total",NA,38.5,ug/L,ORANGE CO,1267.6285979957179,48803.701022835136,0.003046712995651198,245.14811480584794
J01-9131-1 (J01P28),Total,"Manganese, Total",NA,84,ug/L,ALISO VIEJO,236560.03199999995,19871042.687999997,1.2405076403189614,14.860738223347328
J01-9007-1 (J02P05),Total,"Manganese, Total",NA,6.3,ug/L,ALISO VIEJO,677326.4713948012,4267156.769787247,0.2663896735804677,14.860738223347328
J01-9007-1 (J02P05),Total,"Manganese, Total",NA,6.3,ug/L,ORANGE CO,12455.793598780088,78471.49967231456,0.004898811623487621,245.14811480584794
J01-9992-1 (J01P27),Dissolved,"Manganese, Total",NA,23.5,ug/L,ALISO VIEJO,432180.7921682628,10156248.615954176,0.6340333621586165,13.172228798735178
J01-9992-1 (J01P27),Dissolved,"Manganese, Total",NA,23.5,ug/L,ORANGE CO,1267.6285979957179,29789.27205289937,0.0018596819583844972,133.93521677597218
J01-9131-1 (J01P28),Dissolved,"Manganese, Total",NA,56,ug/L,ALISO VIEJO,236560.03199999995,13247361.791999998,0.8270050935459742,13.172228798735178
J01-9007-1 (J02P05),Dissolved,"Manganese, Total",NA,3.25,ug/L,ALISO VIEJO,677326.4713948012,2201311.032033104,0.13742324430738417,13.172228798735178
J01-9007-1 (J02P05),Dissolved,"Manganese, Total",NA,3.25,ug/L,ORANGE CO,12455.793598780088,40481.32919603529,0.0025271647264023442,133.93521677597218
J06-10011-1 (J06P01),Total,"Manganese, Total",NA,310,ug/L,ALISO VIEJO,486377.92818020063,150777157.7358622,9.41270264946221,14.860738223347328
J06-10011-1 (J06P01),Total,"Manganese, Total",NA,310,ug/L,LAGUNA HILLS,682198.5901776025,211481562.95505676,13.202351721118871,13.202351721118871
J06-10011-1 (J06P01),Total,"Manganese, Total",NA,310,ug/L,LAGUNA WOODS,1248649.7842748633,387081433.1252076,24.164684398137265,25.782754581949153
J06-10011-1 (J06P01),Total,"Manganese, Total",NA,310,ug/L,LAKE FOREST,751296.2870919254,232901848.99849686,14.539575384311533,23.62872113913663
J06-9079-1 (J06P03),Total,"Manganese, Total",NA,7.45,ug/L,ALISO VIEJO,751510.5920908037,5598753.911076487,0.34951849845052535,14.860738223347328
J01-9082-2,Total,"Manganese, Total",NA,39.5,ug/L,ALISO VIEJO,998641.6316034046,39446344.448334485,2.462552792982676,14.860738223347328
J01-9082-2,Total,"Manganese, Total",NA,39.5,ug/L,ORANGE CO,21969.628370704308,867800.3206428201,0.054174959257611704,245.14811480584794
J06-10011-1 (J06P01),Dissolved,"Manganese, Total",NA,315,ug/L,ALISO VIEJO,486377.92818020063,153209047.3767632,9.564520434130953,13.172228798735178
J06-10011-1 (J06P01),Dissolved,"Manganese, Total",NA,315,ug/L,LAGUNA HILLS,682198.5901776025,214892555.9059448,13.415292877911114,13.415292877911114
J06-10011-1 (J06P01),Dissolved,"Manganese, Total",NA,315,ug/L,LAGUNA WOODS,1248649.7842748633,393324682.0465819,24.55443737230077,25.790808948649342
J06-10011-1 (J06P01),Dissolved,"Manganese, Total",NA,315,ug/L,LAKE FOREST,751296.2870919254,236658330.4339565,14.774084664703654,18.678576855156688
J06-9079-1 (J06P03),Dissolved,"Manganese, Total",NA,5.55,ug/L,ALISO VIEJO,751510.5920908037,4170883.78610396,0.26037955253696854,13.172228798735178
J01-9082-2,Dissolved,"Manganese, Total",NA,27,ug/L,ALISO VIEJO,998641.6316034046,26963324.053291924,1.6832639344438545,13.172228798735178
J01-9082-2,Dissolved,"Manganese, Total",NA,27,ug/L,ORANGE CO,21969.628370704308,593179.9660090163,0.03703098480900041,133.93521677597218
I01-11010-1,Total,"Manganese, Total",NA,46.5,ug/L,LAGUNA BEACH,202915.75420800003,9435582.570672002,0.5890436880218456,1.7846279600072132
I00-11468-1,Total,"Manganese, Total",NA,90,ug/L,LAGUNA BEACH,212793.76400754126,19151438.760678712,1.1955842719853678,1.7846279600072132
I00-11468-1,Total,"Manganese, Total",NA,90,ug/L,ORANGE CO,19089.643866775274,1718067.9480097746,0.10725538913870436,245.14811480584794
I01-11010-1,Dissolved,"Manganese, Total",NA,41,ug/L,LAGUNA BEACH,202915.75420800003,8319545.9225280015,0.5193718539547454,1.6086819684303029
I00-11468-1,Dissolved,"Manganese, Total",NA,82,ug/L,LAGUNA BEACH,212793.76400754126,17449088.648618385,1.0893101144755575,1.6086819684303029
I00-11468-1,Dissolved,"Manganese, Total",NA,82,ug/L,ORANGE CO,19089.643866775274,1565350.7970755724,0.09772157677081952,133.93521677597218
J01-10004-1 (J01P01),Total,"Manganese, Total",NA,71,ug/L,LAKE FOREST,2050623.5094314318,145594269.16963166,9.089145754825099,23.62872113913663
J01-10004-1 (J01P01),Dissolved,"Manganese, Total",NA,30.5,ug/L,LAKE FOREST,2050623.5094314318,62544017.03765867,3.904492190453035,18.678576855156688
L05-503-1,Total,"Manganese, Total",NA,73.5,ug/L,SAN JUAN CAPISTRANO,1199564.4170879999,88167984.655968,5.504142903547935,6.4071799028481955
L01-724-4 (L01P03),Total,"Manganese, Total",NA,5.95,ug/L,LAGUNA NIGUEL,468158.31861034513,2785541.9957315535,0.17389556161645542,231.30998530601957
L01-724-4 (L01P03),Total,"Manganese, Total",NA,5.95,ug/L,SAN JUAN CAPISTRANO,1145681.827242111,6816806.872090561,0.42555899759169913,6.4071799028481955
L01-724-1 (L01S01),Total,"Manganese, Total",NA,28.5,ug/L,DANA POINT,245138.73214270748,6986453.866067163,0.4361497046567194,95.12510102075099
L01-724-1 (L01S01),Total,"Manganese, Total",NA,28.5,ug/L,LAGUNA NIGUEL,174089.35162087894,4961546.521195049,0.3097389736401347,231.30998530601957
L01-724-1 (L01S01),Total,"Manganese, Total",NA,28.5,ug/L,SAN JUAN CAPISTRANO,256083.45119911397,7298378.359174748,0.4556224984591428,6.4071799028481955
L05-503-1,Dissolved,"Manganese, Total",NA,54,ug/L,SAN JUAN CAPISTRANO,1199564.4170879999,64776478.522751994,4.043860092402564,4.484384883314362
L01-724-4 (L01P03),Dissolved,"Manganese, Total",NA,3.4000000000000004,ug/L,LAGUNA NIGUEL,468158.31861034513,1591738.2832751735,0.09936889235226025,204.7039730832616
L01-724-4 (L01P03),Dissolved,"Manganese, Total",NA,3.4000000000000004,ug/L,SAN JUAN CAPISTRANO,1145681.827242111,3895318.212623178,0.24317657005239954,4.484384883314362
L01-724-1 (L01S01),Dissolved,"Manganese, Total",NA,11.85,ug/L,DANA POINT,245138.73214270748,2904893.9758910835,0.18134645614674122,83.92249810044518
L01-724-1 (L01S01),Dissolved,"Manganese, Total",NA,11.85,ug/L,LAGUNA NIGUEL,174089.35162087894,2062958.8167074153,0.12878620482931916,204.7039730832616
L01-724-1 (L01S01),Dissolved,"Manganese, Total",NA,11.85,ug/L,SAN JUAN CAPISTRANO,256083.45119911397,3034588.8967095003,0.189443038833012,4.484384883314362
L01-728-5 (L01-DP),Total,"Manganese, Total",NA,4.65,ug/L,DANA POINT,0,0,0,95.12510102075099
K01-12126-1 (K01S01),Total,"Manganese, Total",NA,335,ug/L,DANA POINT,2401759.02142806,804589272.1784,50.22882569009444,95.12510102075099
K01-12126-1 (K01S01),Total,"Manganese, Total",NA,335,ug/L,LAGUNA NIGUEL,6437196.487691939,2156460823.3767996,134.62333957255893,231.30998530601957
K01-12159-2,Total,"Manganese, Total",NA,420,ug/L,DANA POINT,1673540.3519999993,702886947.8399997,43.87976226343433,95.12510102075099
K01-12159-3,Total,"Manganese, Total",NA,30.5,ug/L,DANA POINT,133122.52800000002,4060237.1040000007,0.25347211155961136,95.12510102075099
L01-728-5 (L01-DP),Dissolved,"Manganese, Total",NA,2.7,ug/L,DANA POINT,0,0,0,83.92249810044518
K01-12126-1 (K01S01),Dissolved,"Manganese, Total",NA,285,ug/L,DANA POINT,2401759.02142806,684501321.106997,42.73198603485646,83.92249810044518
K01-12126-1 (K01S01),Dissolved,"Manganese, Total",NA,285,ug/L,LAGUNA NIGUEL,6437196.487691939,1834600998.9922025,114.53030381546058,204.7039730832616
K01-12159-2,Dissolved,"Manganese, Total",NA,390,ug/L,DANA POINT,1673540.3519999993,652680737.2799997,40.74549353033188,83.92249810044518
K01-12159-3,Dissolved,"Manganese, Total",NA,17.5,ug/L,DANA POINT,133122.52800000002,2329644.24,0.14543481810797368,83.92249810044518
L05-489-3,Total,"Manganese, Total",NA,86,ug/L,ORANGE CO,29545076.777328,2540876602.850208,158.62161278767874,245.14811480584794
L05-049-1,Total,"Manganese, Total",NA,51,ug/L,ORANGE CO,6237821.599848001,318128901.5922481,19.860122049346923,245.14811480584794
L02-374-1 (L02P50),Total,"Manganese, Total",NA,98,ug/L,ORANGE CO,2819475.9723715195,276308645.29240894,17.24937090384329,245.14811480584794
L05-489-3,Dissolved,"Manganese, Total",NA,50.45,ug/L,ORANGE CO,29545076.777328,1490549123.4161975,93.05186471091152,133.93521677597218
L05-049-1,Dissolved,"Manganese, Total",NA,42,ug/L,ORANGE CO,6237821.599848001,261988507.19361606,16.35539462887394,133.93521677597218
L02-374-1 (L02P50),Dissolved,"Manganese, Total",NA,75.5,ug/L,ORANGE CO,2819475.9723715195,212870435.9140497,13.28905615551192,133.93521677597218
L01-404-1,Total,"Manganese, Total",NA,25.5,ug/L,ORANGE CO,765057.1882060798,19508958.299255036,1.2179034691272002,245.14811480584794
L01-340-1,Total,"Manganese, Total",NA,18,ug/L,ORANGE CO,106950.06735932868,1925101.2124679163,0.12018004288702512,245.14811480584794
