Station,Sample Type,Parameter,Qualifier,ResultAvg,Units,JURISDICTI3,Qadj_Qall,LoadQadj_Qall,LoadsPoundsQS
L03-662-3 (L03P16),Total,"Copper, Total",NA,6.8,ug/L,MISSION VIEJO,257898.81600000005,1753711.9488000004,0.10948056956864285
L03-214-2 (L03P18),Total,"Copper, Total",NA,5.8,ug/L,MISSION VIEJO,1863878.8123590364,10810497.111682411,0.6748767275703462
L03-214-2 (L03P18),Total,"Copper, Total",NA,5.8,ug/L,RANCHO SANTA MARGARITA,88783.6516800166,514945.17974409624,0.032146950708516954
L03-316-3 (L03P12),Total,"Copper, Total",NA,16.45,ug/L,MISSION VIEJO,893435.1835532822,14697008.769451492,0.9175035228196353
L03-662-3 (L03P16),Dissolved,"Copper, Total",NA,7.8,ug/L,MISSION VIEJO,257898.81600000005,2011610.7648000002,0.12558065332873738
L03-214-2 (L03P18),Dissolved,"Copper, Total",NA,4.1,ug/L,MISSION VIEJO,1863878.8123590364,7641903.130672049,0.47706803155834826
L03-214-2 (L03P18),Dissolved,"Copper, Total",NA,4.1,ug/L,RANCHO SANTA MARGARITA,88783.6516800166,364012.971888068,0.02272456860429647
L03-316-3 (L03P12),Dissolved,"Copper, Total",NA,4.7,ug/L,MISSION VIEJO,893435.1835532822,4199145.362700426,0.2621438636627529
J01-9992-1 (J01P27),Total,"Copper, Total",NA,5.3,ug/L,ALISO VIEJO,432180.7921682628,2290558.1984917927,0.14299475827407096
J01-9992-1 (J01P27),Total,"Copper, Total",NA,5.3,ug/L,ORANGE CO,1267.6285979957179,6718.431569377304,4.194176331675675e-4
J01-9131-1 (J01P28),Total,"Copper, Total",NA,11.5,ug/L,ALISO VIEJO,236560.03199999995,2720440.3679999993,0.1698314031389054
J01-9007-1 (J02P05),Total,"Copper, Total",NA,4.15,ug/L,ALISO VIEJO,677326.4713948012,2810904.856288425,0.17547891196173673
J01-9007-1 (J02P05),Total,"Copper, Total",NA,4.15,ug/L,ORANGE CO,12455.793598780088,51691.54343493737,0.0032269949583291473
J01-9992-1 (J01P27),Dissolved,"Copper, Total",NA,4.45,ug/L,ALISO VIEJO,432180.7921682628,1923204.5251487696,0.12006163666407847
J01-9992-1 (J01P27),Dissolved,"Copper, Total",NA,4.45,ug/L,ORANGE CO,1267.6285979957179,5640.947261080944,3.521525410557878e-4
J01-9131-1 (J01P28),Dissolved,"Copper, Total",NA,9.05,ug/L,ALISO VIEJO,236560.03199999995,2140868.2896,0.13364993029626906
J01-9007-1 (J02P05),Dissolved,"Copper, Total",NA,3.8499999999999996,ug/L,ALISO VIEJO,677326.4713948012,2607706.914869984,0.16279368941028582
J01-9007-1 (J02P05),Dissolved,"Copper, Total",NA,3.8499999999999996,ug/L,ORANGE CO,12455.793598780088,47954.80535530334,0.002993718214353546
J06-10011-1 (J06P01),Total,"Copper, Total",NA,5.05,ug/L,ALISO VIEJO,486377.92818020063,2456208.537310013,0.15333596251543274
J06-10011-1 (J06P01),Total,"Copper, Total",NA,5.05,ug/L,LAGUNA HILLS,682198.5901776025,3445102.8803968923,0.21507056836016225
J06-10011-1 (J06P01),Total,"Copper, Total",NA,5.05,ug/L,LAGUNA WOODS,1248649.7842748633,6305681.41058806,0.39365050390513934
J06-10011-1 (J06P01),Total,"Copper, Total",NA,5.05,ug/L,LAKE FOREST,751296.2870919254,3794046.249814223,0.2368543731960427
J06-9079-1 (J06P03),Total,"Copper, Total",NA,3.1,ug/L,ALISO VIEJO,751510.5920908037,2329682.8354814914,0.14543722754317162
J01-9082-2,Total,"Copper, Total",NA,3.9,ug/L,ALISO VIEJO,998641.6316034046,3894702.363253278,0.24313812386411232
J01-9082-2,Total,"Copper, Total",NA,3.9,ug/L,ORANGE CO,21969.628370704308,85681.5506457468,0.005348920027966725
J06-10011-1 (J06P01),Dissolved,"Copper, Total",NA,3.1,ug/L,ALISO VIEJO,486377.92818020063,1507771.577358622,0.09412702649462211
J06-10011-1 (J06P01),Dissolved,"Copper, Total",NA,3.1,ug/L,LAGUNA HILLS,682198.5901776025,2114815.629550568,0.13202351721118874
J06-10011-1 (J06P01),Dissolved,"Copper, Total",NA,3.1,ug/L,LAGUNA WOODS,1248649.7842748633,3870814.331252076,0.2416468439813727
J06-10011-1 (J06P01),Dissolved,"Copper, Total",NA,3.1,ug/L,LAKE FOREST,751296.2870919254,2329018.4899849687,0.14539575384311532
J06-9079-1 (J06P03),Dissolved,"Copper, Total",NA,2.35,ug/L,ALISO VIEJO,751510.5920908037,1766049.8914133888,0.11025080152466236
J01-9082-2,Dissolved,"Copper, Total",NA,2.65,ug/L,ALISO VIEJO,998641.6316034046,2646400.323749022,0.16520923801023013
J01-9082-2,Dissolved,"Copper, Total",NA,2.65,ug/L,ORANGE CO,21969.628370704308,58219.51518236641,0.0036345225831055958
I01-11010-1,Total,"Copper, Total",NA,2.45,ug/L,LAGUNA BEACH,202915.75420800003,497143.5978096001,0.03103563517534455
I00-11468-1,Total,"Copper, Total",NA,1.4,ug/L,LAGUNA BEACH,212793.76400754126,297911.26961055776,0.018597977564216835
I00-11468-1,Total,"Copper, Total",NA,1.4,ug/L,ORANGE CO,19089.643866775274,26725.50141348538,0.0016684171643798454
I01-11010-1,Dissolved,"Copper, Total",NA,2,ug/L,LAGUNA BEACH,202915.75420800003,405831.50841600006,0.025335212388036366
I00-11468-1,Dissolved,"Copper, Total",NA,1.5,ug/L,LAGUNA BEACH,212793.76400754126,319190.6460113119,0.019926404533089467
I00-11468-1,Dissolved,"Copper, Total",NA,1.5,ug/L,ORANGE CO,19089.643866775274,28634.46580016291,0.0017875898189784057
J01-10004-1 (J01P01),Total,"Copper, Total",NA,4.300000000000001,ug/L,LAKE FOREST,2050623.5094314318,8817681.090555158,0.550469390785182
J01-10004-1 (J01P01),Dissolved,"Copper, Total",NA,1.85,ug/L,LAKE FOREST,2050623.5094314318,3793653.492448149,0.23682985417502017
L01-749-2,Total,"Copper, Total",NA,2.25,ug/L,NA,NA,NA,NA
L05-503-1,Total,"Copper, Total",NA,3.35,ug/L,SAN JUAN CAPISTRANO,1199564.4170879999,4018540.7972448,0.25086909832497384
L01-724-4 (L01P03),Total,"Copper, Total",NA,6.7,ug/L,LAGUNA NIGUEL,468158.31861034513,3136660.7346893125,0.1958151702235717
L01-724-4 (L01P03),Total,"Copper, Total",NA,6.7,ug/L,SAN JUAN CAPISTRANO,1145681.827242111,7676068.242522145,0.4792008880444344
L01-724-1 (L01S01),Total,"Copper, Total",NA,10.6,ug/L,DANA POINT,245138.73214270748,2598470.5607126993,0.16221708313548158
L01-724-1 (L01S01),Total,"Copper, Total",NA,10.6,ug/L,LAGUNA NIGUEL,174089.35162087894,1845347.1271813167,0.11520116212580449
L01-724-1 (L01S01),Total,"Copper, Total",NA,10.6,ug/L,SAN JUAN CAPISTRANO,256083.45119911397,2714484.582710608,0.1694595959181373
L01-749-2,Dissolved,"Copper, Total",NA,1.4,ug/L,NA,NA,NA,NA
L05-503-1,Dissolved,"Copper, Total",NA,2.3499999999999996,ug/L,SAN JUAN CAPISTRANO,1199564.4170879999,2818976.380156799,0.17598280031751895
L01-724-4 (L01P03),Dissolved,"Copper, Total",NA,5.8,ug/L,LAGUNA NIGUEL,468158.31861034513,2715318.2479400015,0.16951163989503218
L01-724-4 (L01P03),Dissolved,"Copper, Total",NA,5.8,ug/L,SAN JUAN CAPISTRANO,1145681.827242111,6644954.598004244,0.4148306195011521
L01-724-1 (L01S01),Dissolved,"Copper, Total",NA,7.75,ug/L,DANA POINT,245138.73214270748,1899825.174105983,0.11860211266980965
L01-724-1 (L01S01),Dissolved,"Copper, Total",NA,7.75,ug/L,LAGUNA NIGUEL,174089.35162087894,1349192.4750618117,0.08422726476179103
L01-724-1 (L01S01),Dissolved,"Copper, Total",NA,7.75,ug/L,SAN JUAN CAPISTRANO,256083.45119911397,1984646.7467931332,0.12389734607222302
L01-728-5 (L01-DP),Total,"Copper, Total",NA,5.35,ug/L,DANA POINT,0,0,0
K01-12126-1 (K01S01),Total,"Copper, Total",NA,8.45,ug/L,DANA POINT,2401759.02142806,20294863.731067102,1.266965901735218
K01-12126-1 (K01S01),Total,"Copper, Total",NA,8.45,ug/L,LAGUNA NIGUEL,6437196.487691939,54394310.32099688,3.395723042949621
K01-12159-2,Total,"Copper, Total",NA,6.3,ug/L,DANA POINT,1673540.3519999993,10543304.217599995,0.658196433951515
K01-12159-3,Total,"Copper, Total",NA,9.8,ug/L,DANA POINT,133122.52800000002,1304600.7744000002,0.08144349814046528
L01-728-5 (L01-DP),Dissolved,"Copper, Total",NA,4.3,ug/L,DANA POINT,0,0,0
K01-12126-1 (K01S01),Dissolved,"Copper, Total",NA,5.199999999999999,ug/L,DANA POINT,2401759.02142806,12489146.911425909,0.7796713241447494
K01-12126-1 (K01S01),Dissolved,"Copper, Total",NA,5.199999999999999,ug/L,LAGUNA NIGUEL,6437196.487691939,33473421.73599808,2.089675718738228
K01-12159-2,Dissolved,"Copper, Total",NA,4.449999999999999,ug/L,DANA POINT,1673540.3519999993,7447254.566399995,0.46491652874353034
K01-12159-3,Dissolved,"Copper, Total",NA,5.05,ug/L,DANA POINT,133122.52800000002,672268.7664000001,0.04196833322544385
L05-489-3,Total,"Copper, Total",NA,2.1500000000000004,ug/L,ORANGE CO,29545076.777328,63521915.07125521,3.9655403196919687
L05-049-1,Total,"Copper, Total",NA,3.3499999999999996,ug/L,ORANGE CO,6237821.599848001,20896702.3594908,1.3045374287316116
L02-374-1 (L02P50),Total,"Copper, Total",NA,3.35,ug/L,ORANGE CO,2819475.9723715195,9445244.50744459,0.589646862529337
L05-489-3,Dissolved,"Copper, Total",NA,1.15,ug/L,ORANGE CO,29545076.777328,33976838.2939272,2.121102961695704
L05-049-1,Dissolved,"Copper, Total",NA,3.25,ug/L,ORANGE CO,6237821.599848001,20272920.199506003,1.2655960129485784
L02-374-1 (L02P50),Dissolved,"Copper, Total",NA,2.95,ug/L,ORANGE CO,2819475.9723715195,8317454.118495983,0.519241267003446
L01-404-1,Total,"Copper, Total",NA,4.3,ug/L,ORANGE CO,765057.1882060798,3289745.909286143,0.20537195753909648
L01-340-1,Total,"Copper, Total",NA,5.1,ug/L,ORANGE CO,106950.06735932868,545445.3435325762,0.03405101215132378
L01-340-1,Total,"Copper, Total",NA,5.1,ug/L,RANCHO SANTA MARGARITA,1313.8942256581051,6700.860550856336,4.183207112261431e-4
L01-404-1,Dissolved,"Copper, Total",NA,4.2,ug/L,ORANGE CO,765057.1882060798,3213240.190465535,0.20059586550330355
L01-340-1,Dissolved,"Copper, Total",NA,4.45,ug/L,ORANGE CO,106950.06735932868,475927.79974901263,0.02971117726929232
L01-340-1,Dissolved,"Copper, Total",NA,4.45,ug/L,RANCHO SANTA MARGARITA,1313.8942256581051,5846.829304178568,3.6500532646202685e-4
L02-246-1 (L11P01),Total,"Copper, Total",NA,4.6,ug/L,RANCHO SANTA MARGARITA,1257301.4399999997,5783586.623999998,0.361057218192744
L02-641-1,Total,"Copper, Total",NA,5.15,ug/L,ORANGE CO,4986.284926966567,25679.36737387782,0.0016031092039820445
L02-641-1,Total,"Copper, Total",NA,5.15,ug/L,RANCHO SANTA MARGARITA,843182.469984656,4342389.720420979,0.2710863093599904
L02-641-2,Total,"Copper, Total",NA,6.5,ug/L,ORANGE CO,20483.18968395988,133140.73294573923,0.008311697531433335
L02-641-2,Total,"Copper, Total",NA,6.5,ug/L,RANCHO SANTA MARGARITA,3463714.3131314125,22514143.035354182,1.4055108677038337
L01-731-1 (L08TBN2),Total,"Copper, Total",NA,4.05,ug/L,ORANGE CO,723305.629006651,2929387.7974769366,0.1828755542064122
L01-731-1 (L08TBN2),Total,"Copper, Total",NA,4.05,ug/L,RANCHO SANTA MARGARITA,11606237.02728475,47005259.960503235,2.9344400810631095
L02-166-3 (L02P26),Total,"Copper, Total",NA,5.9,ug/L,ORANGE CO,1759.6301883248925,10381.818111116867,6.481151940265131e-4
L02-166-3 (L02P26),Total,"Copper, Total",NA,5.9,ug/L,RANCHO SANTA MARGARITA,311594.45914611226,1838407.3089620625,0.11476792378705296
L02-246-1 (L11P01),Dissolved,"Copper, Total",NA,4.2,ug/L,RANCHO SANTA MARGARITA,1257301.4399999997,5280666.047999999,0.32966093834989674
L02-641-1,Dissolved,"Copper, Total",NA,3.8,ug/L,ORANGE CO,4986.284926966567,18947.882722472954,0.0011828766942003433
L02-641-1,Dissolved,"Copper, Total",NA,3.8,ug/L,RANCHO SANTA MARGARITA,843182.469984656,3204093.3859416926,0.20002484962484726
L02-641-2,Dissolved,"Copper, Total",NA,6,ug/L,ORANGE CO,20483.18968395988,122899.1381037593,0.007672336182861539
L02-641-2,Dissolved,"Copper, Total",NA,6,ug/L,RANCHO SANTA MARGARITA,3463714.3131314125,20782285.878788475,1.2973946471112312
L01-731-1 (L08TBN2),Dissolved,"Copper, Total",NA,3.25,ug/L,ORANGE CO,723305.629006651,2350743.294271616,0.1467519879434172
L01-731-1 (L08TBN2),Dissolved,"Copper, Total",NA,3.25,ug/L,RANCHO SANTA MARGARITA,11606237.02728475,37720270.33867544,2.354797595914841
L02-166-3 (L02P26),Dissolved,"Copper, Total",NA,3.85,ug/L,ORANGE CO,1759.6301883248925,6774.576225050836,4.229226266105212e-4
L02-166-3 (L02P26),Dissolved,"Copper, Total",NA,3.85,ug/L,RANCHO SANTA MARGARITA,311594.45914611226,1199638.6677125322,0.07489093331867015
L04-672-1,Total,"Copper, Total",NA,2.9,ug/L,MISSION VIEJO,665335.962144,1929474.2902175998,0.12045304498587658
L04-672-1,Dissolved,"Copper, Total",NA,1.95,ug/L,MISSION VIEJO,665335.962144,1297405.1261808,0.08099428886981357
M01-042-1 (M01S01),Total,"Copper, Total",NA,5.75,ug/L,SAN CLEMENTE,9329.904,53646.948000000004,0.0033490667761477276
M02-032-1,Total,"Copper, Total",NA,3.4000000000000004,ug/L,SAN CLEMENTE,3628866.1607999997,12338144.94672,0.7702445872662677
SC1-2,Total,"Copper, Total",NA,4.75,ug/L,NA,NA,NA,NA
M02-085-1 (M02P06),Total,"Copper, Total",NA,3.05,ug/L,ORANGE CO,174.54166027466977,532.3520638377428,3.323362608088457e-5
M02-085-1 (M02P06),Total,"Copper, Total",NA,3.05,ug/L,SAN CLEMENTE,251732.86631957273,767785.2422746968,0.04793122706847593
M02-085-2,Total,"Copper, Total",NA,5.9,ug/L,SAN CLEMENTE,550464.336,3247739.5824,0.20274959039600418
M01-042-1 (M01S01),Dissolved,"Copper, Total",NA,5.95,ug/L,SAN CLEMENTE,9329.904,55512.9288,0.0034655560553180837
M02-032-1,Dissolved,"Copper, Total",NA,2.7,ug/L,SAN CLEMENTE,3628866.1607999997,9797938.634159999,0.6116648192996831
SC1-2,Dissolved,"Copper, Total",NA,3.55,ug/L,NA,NA,NA,NA
M02-085-1 (M02P06),Dissolved,"Copper, Total",NA,2.9000000000000004,ug/L,ORANGE CO,174.54166027466977,506.1708147965424,3.159918545395583e-5
M02-085-1 (M02P06),Dissolved,"Copper, Total",NA,2.9000000000000004,ug/L,SAN CLEMENTE,251732.86631957273,730025.312326761,0.04557395360609187
M02-085-2,Dissolved,"Copper, Total",NA,4.85,ug/L,SAN CLEMENTE,550464.336,2669752.0296,0.1666670361729865
L01-726-5,Total,"Copper, Total",NA,6.3,ug/L,DANA POINT,111410.6356577293,701887.0046436946,0.04381733790078875
L01-726-5,Total,"Copper, Total",NA,6.3,ug/L,SAN JUAN CAPISTRANO,7448.763165562618,46927.207943044494,0.0029295674568369868
L01-726-5,Dissolved,"Copper, Total",NA,4.6,ug/L,DANA POINT,111410.6356577293,512488.92402555473,0.03199361180057591
L01-726-5,Dissolved,"Copper, Total",NA,4.6,ug/L,SAN JUAN CAPISTRANO,7448.763165562618,34264.31056158804,0.002139049254198434
L04-266-5,Total,Dissolved Organic Carbon,NA,6.35,ug/L,MISSION VIEJO,4000029.057504,25400184.515150398,1.5856804019440618
I01-11343-2 (I02P18),Total,Dissolved Organic Carbon,NA,39.5,ug/L,LAGUNA WOODS,26583.60972323406,1050052.5840677454,0.06555258693391755
L03-418-8,Total,Dissolved Organic Carbon,NA,8.6,ug/L,LAGUNA NIGUEL,188453.84949148304,1620703.105626754,0.10117710563989592
L03-418-8,Total,Dissolved Organic Carbon,NA,8.6,ug/L,MISSION VIEJO,1719639.2671055028,14788897.697107323,0.9232399564133595
K01-12177-1 (K01P07),Total,Dissolved Organic Carbon,NA,6.75,ug/L,LAGUNA NIGUEL,1099058.44356,7418644.494030001,0.46313046175538525
J03-9221-1 (J03P02),Total,Dissolved Organic Carbon,NA,8.95,ug/L,LAGUNA NIGUEL,2363508.1934956796,21153398.33178633,1.3205624214746452
J01-9224-1 (J01P24),Total,Dissolved Organic Carbon,NA,7.05,ug/L,ALISO VIEJO,2634.1015151823053,18570.41568203525,0.0011593122162318907
J01-9224-1 (J01P24),Total,Dissolved Organic Carbon,NA,7.05,ug/L,LAGUNA NIGUEL,158150.60433060143,1114961.76053074,0.06960473108122908
J01-9224-2 (J01P25),Total,Dissolved Organic Carbon,NA,1.8,ug/L,ALISO VIEJO,5993.861828325905,10788.951290986628,6.735316670413282e-4
J01-9224-2 (J01P25),Total,Dissolved Organic Carbon,NA,1.8,ug/L,LAGUNA NIGUEL,359869.5285508992,647765.1513916185,0.04043862378288459
L03-662-3 (L03P16),Total,Dissolved Organic Carbon,NA,12.5,ug/L,MISSION VIEJO,257898.81600000005,3223735.2000000007,0.2012510470011817
L03-214-2 (L03P18),Total,Dissolved Organic Carbon,NA,15,ug/L,MISSION VIEJO,1863878.8123590364,27958182.185385548,1.7453708471646887
L03-214-2 (L03P18),Total,Dissolved Organic Carbon,NA,15,ug/L,RANCHO SANTA MARGARITA,88783.6516800166,1331754.775200249,0.08313866562547491
L03-316-3 (L03P12),Total,Dissolved Organic Carbon,NA,9.05,ug/L,MISSION VIEJO,893435.1835532822,8085588.411157204,0.5047663757761519
J01-9992-1 (J01P27),Total,Dissolved Organic Carbon,NA,10.85,ug/L,ALISO VIEJO,432180.7921682628,4689161.595025651,0.29273455231578677
J01-9992-1 (J01P27),Total,Dissolved Organic Carbon,NA,10.85,ug/L,ORANGE CO,1267.6285979957179,13753.770288253538,8.586191169562466e-4
J01-9131-1 (J01P28),Total,Dissolved Organic Carbon,NA,20.5,ug/L,ALISO VIEJO,236560.03199999995,4849480.655999999,0.3027429360302227
J01-9007-1 (J02P05),Total,Dissolved Organic Carbon,NA,4,ug/L,ALISO VIEJO,677326.4713948012,2709305.8855792047,0.16913630068601126
J01-9007-1 (J02P05),Total,Dissolved Organic Carbon,NA,4,ug/L,ORANGE CO,12455.793598780088,49823.17439512035,0.0031103565863413465
J06-10011-1 (J06P01),Total,Dissolved Organic Carbon,NA,3.5,ug/L,ALISO VIEJO,486377.92818020063,1702322.7486307023,0.10627244926812172
J06-10011-1 (J06P01),Total,Dissolved Organic Carbon,NA,3.5,ug/L,LAGUNA HILLS,682198.5901776025,2387695.065621609,0.14905880975456792
J06-10011-1 (J06P01),Total,Dissolved Organic Carbon,NA,3.5,ug/L,LAGUNA WOODS,1248649.7842748633,4370274.244962022,0.27282708191445304
J06-10011-1 (J06P01),Total,Dissolved Organic Carbon,NA,3.5,ug/L,LAKE FOREST,751296.2870919254,2629537.0048217387,0.16415649627448503
J06-9079-1 (J06P03),Total,Dissolved Organic Carbon,NA,11,ug/L,ALISO VIEJO,751510.5920908037,8266616.51299884,0.5160675816048025
J01-9082-2,Total,Dissolved Organic Carbon,NA,6.05,ug/L,ALISO VIEJO,998641.6316034046,6041781.871200598,0.3771758075327896
J01-9082-2,Total,Dissolved Organic Carbon,NA,6.05,ug/L,ORANGE CO,21969.628370704308,132916.25164276105,0.00829768363312787
I01-11010-1,Total,Dissolved Organic Carbon,NA,3.75,ug/L,LAGUNA BEACH,202915.75420800003,760934.0782800001,0.047503523227568185
I00-11468-1,Total,Dissolved Organic Carbon,NA,7.9,ug/L,LAGUNA BEACH,212793.76400754126,1681070.735659576,0.10494573054093785
I00-11468-1,Total,Dissolved Organic Carbon,NA,7.9,ug/L,ORANGE CO,19089.643866775274,150808.18654752467,0.009414639713286273
J01-10004-1 (J01P01),Total,Dissolved Organic Carbon,NA,6.05,ug/L,LAKE FOREST,2050623.5094314318,12406272.232060162,0.7744976312210118
L01-749-2,Total,Dissolved Organic Carbon,NA,15,ug/L,NA,NA,NA,NA
L05-503-1,Total,Dissolved Organic Carbon,NA,7.199999999999999,ug/L,SAN JUAN CAPISTRANO,1199564.4170879999,8636863.803033598,0.5391813456536751
L01-724-4 (L01P03),Total,Dissolved Organic Carbon,NA,10.8,ug/L,LAGUNA NIGUEL,468158.31861034513,5056109.840991728,0.3156423639424738
L01-724-4 (L01P03),Total,Dissolved Organic Carbon,NA,10.8,ug/L,SAN JUAN CAPISTRANO,1145681.827242111,12373363.734214801,0.7724432225193867
L01-724-1 (L01S01),Total,Dissolved Organic Carbon,NA,12,ug/L,DANA POINT,245138.73214270748,2941664.78571249,0.18364198090809236
L01-724-1 (L01S01),Total,Dissolved Organic Carbon,NA,12,ug/L,LAGUNA NIGUEL,174089.35162087894,2089072.2194505474,0.13041640995374093
L01-724-1 (L01S01),Total,Dissolved Organic Carbon,NA,12,ug/L,SAN JUAN CAPISTRANO,256083.45119911397,3073001.4143893677,0.191841051982797
L01-728-5 (L01-DP),Total,Dissolved Organic Carbon,NA,5.1,ug/L,DANA POINT,0,0,0
K01-12126-1 (K01S01),Total,Dissolved Organic Carbon,NA,10.45,ug/L,DANA POINT,2401759.02142806,25098381.773923222,1.5668394879447367
K01-12126-1 (K01S01),Total,Dissolved Organic Carbon,NA,10.45,ug/L,LAGUNA NIGUEL,6437196.487691939,67268703.29638076,4.199444473233555
K01-12159-2,Total,Dissolved Organic Carbon,NA,9.3,ug/L,DANA POINT,1673540.3519999993,15563925.273599993,0.9716233072617602
K01-12159-3,Total,Dissolved Organic Carbon,NA,10.8,ug/L,DANA POINT,133122.52800000002,1437723.3024000004,0.08975405917520665
L05-489-3,Total,Dissolved Organic Carbon,NA,13,ug/L,ORANGE CO,29545076.777328,384085998.105264,23.97768565395144
L05-049-1,Total,Dissolved Organic Carbon,NA,8.4,ug/L,ORANGE CO,6237821.599848001,52397701.438723214,3.2710789257747876
L02-374-1 (L02P50),Total,Dissolved Organic Carbon,NA,8.600000000000001,ug/L,ORANGE CO,2819475.9723715195,24247493.36239507,1.5137203038066562
L01-404-1,Total,Dissolved Organic Carbon,NA,9.65,ug/L,ORANGE CO,765057.1882060798,7382801.86618867,0.46089288145401885
L01-340-1,Total,Dissolved Organic Carbon,NA,7.75,ug/L,ORANGE CO,106950.06735932868,828863.0220347972,0.05174418513191359
L01-340-1,Total,Dissolved Organic Carbon,NA,7.75,ug/L,RANCHO SANTA MARGARITA,1313.8942256581051,10182.680248850314,6.356834337260017e-4
L02-246-1 (L11P01),Total,Dissolved Organic Carbon,NA,9.65,ug/L,RANCHO SANTA MARGARITA,1257301.4399999997,12132958.895999998,0.7574352512086914
L02-641-1,Total,Dissolved Organic Carbon,NA,8,ug/L,ORANGE CO,4986.284926966567,39890.27941573253,0.0024902667246323017
L02-641-1,Total,Dissolved Organic Carbon,NA,8,ug/L,RANCHO SANTA MARGARITA,843182.469984656,6745459.759877248,0.42110494657862585
L02-641-2,Total,Dissolved Organic Carbon,NA,13.5,ug/L,ORANGE CO,20483.18968395988,276523.0607334584,0.01726275641143846
L02-641-2,Total,Dissolved Organic Carbon,NA,13.5,ug/L,RANCHO SANTA MARGARITA,3463714.3131314125,46760143.22727407,2.9191379560002697
L01-731-1 (L08TBN2),Total,Dissolved Organic Carbon,NA,9.85,ug/L,ORANGE CO,723305.629006651,7124560.445715512,0.4447714096131259
L01-731-1 (L08TBN2),Total,Dissolved Organic Carbon,NA,9.85,ug/L,RANCHO SANTA MARGARITA,11606237.02728475,114321434.71875478,7.136848098388057
L02-166-3 (L02P26),Total,Dissolved Organic Carbon,NA,6.4,ug/L,ORANGE CO,1759.6301883248925,11261.633205279313,7.030402104694378e-4
L02-166-3 (L02P26),Total,Dissolved Organic Carbon,NA,6.4,ug/L,RANCHO SANTA MARGARITA,311594.45914611226,1994204.5385351186,0.12449401902324389
L04-672-1,Total,Dissolved Organic Carbon,NA,5.8,ug/L,MISSION VIEJO,665335.962144,3858948.5804351997,0.24090608997175317
M01-042-1 (M01S01),Total,Dissolved Organic Carbon,NA,15.5,ug/L,SAN CLEMENTE,9329.904,144613.51200000002,0.009027919135702571
M02-032-1,Total,Dissolved Organic Carbon,NA,14,ug/L,SAN CLEMENTE,3628866.1607999997,50804126.2512,3.1715953593316906
SC1-2,Total,Dissolved Organic Carbon,NA,11.9,ug/L,NA,NA,NA,NA
M02-085-1 (M02P06),Total,Dissolved Organic Carbon,NA,16,ug/L,ORANGE CO,174.54166027466977,2792.6665643947163,1.7434033353906663e-4
M02-085-1 (M02P06),Total,Dissolved Organic Carbon,NA,16,ug/L,SAN CLEMENTE,251732.86631957273,4027725.8611131636,0.2514425026543
M02-085-2,Total,Dissolved Organic Carbon,NA,12.5,ug/L,SAN CLEMENTE,550464.336,6880804.2,0.4295542169406868
L01-726-5,Total,Dissolved Organic Carbon,NA,10,ug/L,DANA POINT,111410.6356577293,1114106.356577293,0.069551330001251993
L01-726-5,Total,Dissolved Organic Carbon,NA,10,ug/L,SAN JUAN CAPISTRANO,7448.763165562618,74487.63165562619,0.004650107074344423
L04-266-5,Total,"Hardness as CaCO3, Total",NA,1355,ug/L,MISSION VIEJO,4000029.057504,5420039372.91792,338.36172356444155
I01-11343-2 (I02P18),Total,"Hardness as CaCO3, Total",NA,698.5,ug/L,LAGUNA WOODS,26583.60972323406,18568651.391678993,1.1592020752744663
L03-418-8,Total,"Hardness as CaCO3, Total",NA,1001.5,ug/L,LAGUNA NIGUEL,188453.84949148304,188736530.26572025,11.782426895157645
L03-418-8,Total,"Hardness as CaCO3, Total",NA,1001.5,ug/L,MISSION VIEJO,1719639.2671055028,1722218726.006161,107.51451352883485
K01-12177-1 (K01P07),Total,"Hardness as CaCO3, Total",NA,595.5,ug/L,LAGUNA NIGUEL,1099058.44356,654489303.1399801,40.85839851486399
J03-9221-1 (J03P02),Total,"Hardness as CaCO3, Total",NA,2130,ug/L,LAGUNA NIGUEL,2363508.1934956796,5034272452.145798,314.27910142357484
J01-9224-1 (J01P24),Total,"Hardness as CaCO3, Total",NA,877,ug/L,ALISO VIEJO,2634.1015151823053,2310107.0288148816,0.14421515087026499
J01-9224-1 (J01P24),Total,"Hardness as CaCO3, Total",NA,877,ug/L,LAGUNA NIGUEL,158150.60433060143,138698079.99793747,8.658631086274882
J01-9224-2 (J01P25),Total,"Hardness as CaCO3, Total",NA,588,ug/L,ALISO VIEJO,5993.861828325905,3524390.755055632,0.2200203445668339
J01-9224-2 (J01P25),Total,"Hardness as CaCO3, Total",NA,588,ug/L,LAGUNA NIGUEL,359869.5285508992,211603282.78792873,13.209950435742298
L03-662-3 (L03P16),Total,"Hardness as CaCO3, Total",NA,693,ug/L,MISSION VIEJO,257898.81600000005,178723879.48800004,11.157358045745514
L03-214-2 (L03P18),Total,"Hardness as CaCO3, Total",NA,1170,ug/L,MISSION VIEJO,1863878.8123590364,2180738210.4600725,136.1389260788457
L03-214-2 (L03P18),Total,"Hardness as CaCO3, Total",NA,1170,ug/L,RANCHO SANTA MARGARITA,88783.6516800166,103876872.46561942,6.484815918787042
L03-316-3 (L03P12),Total,"Hardness as CaCO3, Total",NA,1328,ug/L,MISSION VIEJO,893435.1835532822,1186481923.7587588,74.06958530726295
J01-9992-1 (J01P27),Total,"Hardness as CaCO3, Total",NA,1010,ug/L,ALISO VIEJO,432180.7921682628,436502600.08994544,27.24994450128522
