FacilityID,JURISDICTI3,Qadj_Qall,avgCnx,DischargeJ_cf,DischargeJ_af,JURISDICTI,AnnualCF,QJur_US,QJur_S
J01-9264-1 (J01P06),LAKE FOREST,0,0.5,13086268.751089767,300.4193928165695,LAKE FOREST,0,9791587.735475397,NA
J01-9046-3,LAKE FOREST,59225.15491199999,0.77,13086268.751089767,300.4193928165695,LAKE FOREST,76915.78559999999,9791587.735475397,NA
J01-10004-2,LAKE FOREST,10064.9952,0.5,13086268.751089767,300.4193928165695,LAKE FOREST,20129.9904,9791587.735475397,NA
J01-9275-1,LAKE FOREST,61452.00464866406,0.77,13086268.751089767,300.4193928165695,LAKE FOREST,79807.79824501825,9791587.735475397,NA
J01-9275-1,MISSION VIEJO,219.45265630396418,0.77,29837016.65099346,684.9636513083898,LAKE FOREST,285.003449745408,20435540.922064316,NA
J01-10041-2 (J03P13),LAGUNA HILLS,3316.2417058841997,0.5,30382783.63122218,697.4927371722264,LAGUNA NIGUEL,6632.4834117683995,29700585.041044578,NA
J01-10041-2 (J03P13),LAGUNA NIGUEL,34217887.89689,0.5,103212442.91903976,2369.431655625339,LAGUNA NIGUEL,68435775.79378,91963958.14168793,NA
J03-9215-1,LAGUNA NIGUEL,0,1,103212442.91903976,2369.431655625339,LAGUNA NIGUEL,0,91963958.14168793,NA
SC01-077-2,SAN CLEMENTE,156174.47999999998,0.77,19982422.455257487,458.73329787092484,SAN CLEMENTE,202823.99999999997,12249919.308809487,NA
SC01-077-1,SAN CLEMENTE,1105673.671872,0.77,19982422.455257487,458.73329787092484,SAN CLEMENTE,1435939.8336,12249919.308809487,NA
J01-9313-1,ALISO VIEJO,1066027.889108841,0.77,116347522.37064542,2670.9715879395185,ALISO VIEJO,1384451.804037456,112756296.95986444,NA
J01-9313-1,ORANGE CO,8399.298406314818,0.77,54406355.72231314,1248.9980652505315,ALISO VIEJO,10908.179748460801,49840801.3300099,NA
I01-11487-2,LAGUNA BEACH,115052.40011505238,0.5,3197852.585558988,73.41259379152865,LAGUNA BEACH,230104.80023010477,1879478.3242043818,NA
I01-11502-1,LAGUNA BEACH,0,0.77,3197852.585558988,73.41259379152865,ALISO VIEJO,0,NA,NA
I01-11502-1,LAGUNA WOODS,0,0.77,1275233.3939980974,29.27533044072767,ALISO VIEJO,0,NA,NA
I01-11216-1 (I02P13),ALISO VIEJO,0,0.77,116347522.37064542,2670.9715879395185,ALISO VIEJO,0,NA,NA
I01-11216-1 (I02P13),LAGUNA WOODS,0,0.77,1275233.3939980974,29.27533044072767,ALISO VIEJO,0,NA,NA
I01-11216-2 (I02P12),ALISO VIEJO,0,0.77,116347522.37064542,2670.9715879395185,ALISO VIEJO,0,NA,NA
I01-11216-3,ALISO VIEJO,0,0.77,116347522.37064542,2670.9715879395185,ALISO VIEJO,0,NA,NA
I01-11216-3,LAGUNA WOODS,0,0.77,1275233.3939980974,29.27533044072767,ALISO VIEJO,0,NA,NA
I01-11216-4 (I02P14),ALISO VIEJO,0,0.77,116347522.37064542,2670.9715879395185,ALISO VIEJO,0,NA,NA
M00.1-070-4,SAN CLEMENTE,0,0.77,19982422.455257487,458.73329787092484,SAN CLEMENTE,0,NA,NA
M00.1-071-3 (M00S04),SAN CLEMENTE,1196093.7119374992,1,19982422.455257487,458.73329787092484,SAN CLEMENTE,1196093.7119374992,NA,NA
SC05-073-1,SAN CLEMENTE,188896.755022348,1,19982422.455257487,458.73329787092484,SAN CLEMENTE,188896.755022348,12249919.308809487,NA
M02-102-1,ORANGE CO,22850.086400323773,0.5,54406355.72231314,1248.9980652505315,SAN CLEMENTE,45700.172800647546,NA,NA
M02-102-1,SAN CLEMENTE,572100.3136532217,0.5,19982422.455257487,458.73329787092484,SAN CLEMENTE,1144200.6273064434,NA,NA
M02-013-1,SAN CLEMENTE,0,0.77,19982422.455257487,458.73329787092484,SAN CLEMENTE,0,NA,NA
L01-618-3,SAN JUAN CAPISTRANO,0,0.77,8842496.99493502,202.9957987817957,SAN JUAN CAPISTRANO,0,2612469.6335842325,NA
L01-618-2,SAN JUAN CAPISTRANO,0,0.77,8842496.99493502,202.9957987817957,SAN JUAN CAPISTRANO,0,2612469.6335842325,NA
L01-618-1,SAN JUAN CAPISTRANO,0,0,8842496.99493502,202.9957987817957,SAN JUAN CAPISTRANO,2190499.1999999997,2612469.6335842325,NA
L01-602-2,SAN JUAN CAPISTRANO,0,0,8842496.99493502,202.9957987817957,SAN JUAN CAPISTRANO,0,2612469.6335842325,NA
L02-571-1,SAN JUAN CAPISTRANO,0,0.77,8842496.99493502,202.9957987817957,SAN JUAN CAPISTRANO,0,2612469.6335842325,NA
L02-571-3,SAN JUAN CAPISTRANO,16415.222400000002,1,8842496.99493502,202.9957987817957,SAN JUAN CAPISTRANO,16415.222400000002,2612469.6335842325,NA
K01-12156-1,LAGUNA NIGUEL,0,0.77,103212442.91903976,2369.431655625339,LAGUNA NIGUEL,0,91963958.14168793,NA
K01-12156-3,LAGUNA NIGUEL,0,0.77,103212442.91903976,2369.431655625339,LAGUNA NIGUEL,0,91963958.14168793,NA
L01-724-2,SAN JUAN CAPISTRANO,0,0.77,8842496.99493502,202.9957987817957,SAN JUAN CAPISTRANO,0,2612469.6335842325,NA
L01-517-1,ORANGE CO,0,0.77,54406355.72231314,1248.9980652505315,SAN JUAN CAPISTRANO,0,49840801.3300099,NA
L01-517-1,SAN JUAN CAPISTRANO,0,0.77,8842496.99493502,202.9957987817957,SAN JUAN CAPISTRANO,0,2612469.6335842325,NA
L01-517-2,SAN JUAN CAPISTRANO,0,0.77,8842496.99493502,202.9957987817957,SAN JUAN CAPISTRANO,0,2612469.6335842325,NA
L01-517-3,ORANGE CO,15048.826301286043,0.385,54406355.72231314,1248.9980652505315,ORANGE CO,39087.86052282089,49840801.3300099,NA
L01-517-3,SAN JUAN CAPISTRANO,2276.1293449814602,0.385,8842496.99493502,202.9957987817957,ORANGE CO,5912.024272679117,2612469.6335842325,NA
SM01-086-1 (M03P01),ORANGE CO,0,0.77,54406355.72231314,1248.9980652505315,SAN CLEMENTE,0,49840801.3300099,NA
SM01-086-1 (M03P01),SAN CLEMENTE,0,0.77,19982422.455257487,458.73329787092484,SAN CLEMENTE,0,12249919.308809487,NA
M02-028-2 (M02P08),ORANGE CO,0,0,54406355.72231314,1248.9980652505315,SAN CLEMENTE,1273.1905573664674,NA,NA
M02-028-2 (M02P08),SAN CLEMENTE,0,0,19982422.455257487,458.73329787092484,SAN CLEMENTE,1089460.1948790236,NA,NA
M02-015-1,SAN CLEMENTE,218269.45324800006,0.385,19982422.455257487,458.73329787092484,SAN CLEMENTE,566933.6448000001,NA,NA
L01-125-1,ORANGE CO,0,0.77,54406355.72231314,1248.9980652505315,RANCHO SANTA MARGARITA,0,49840801.3300099,NA
L01-125-1,RANCHO SANTA MARGARITA,0,0.77,26145050.573031798,600.2077725673049,RANCHO SANTA MARGARITA,0,8572923.317579193,NA
L01-125-2,ORANGE CO,220595.96753123973,0.77,54406355.72231314,1248.9980652505315,RANCHO SANTA MARGARITA,286488.26952109055,49840801.3300099,NA
L01-125-2,RANCHO SANTA MARGARITA,204118.781495757,0.77,26145050.573031798,600.2077725673049,RANCHO SANTA MARGARITA,265089.32661786623,8572923.317579193,NA
L02-622-2 (L02P32),ORANGE CO,169372.44570154097,0.77,54406355.72231314,1248.9980652505315,RANCHO SANTA MARGARITA,219964.21519680647,49840801.3300099,NA
L02-622-2 (L02P32),RANCHO SANTA MARGARITA,1915916.313749752,0.77,26145050.573031798,600.2077725673049,RANCHO SANTA MARGARITA,2488203.0048698075,8572923.317579193,NA
L01-261-1,ORANGE CO,163615.32154348708,0.77,54406355.72231314,1248.9980652505315,ORANGE CO,212487.43057595723,49840801.3300099,NA
L01-261-1,RANCHO SANTA MARGARITA,243.67467559714126,0.77,26145050.573031798,600.2077725673049,ORANGE CO,316.460617658625,8572923.317579193,NA
L04-266-1,MISSION VIEJO,0,0.77,29837016.65099346,684.9636513083898,MISSION VIEJO,0,20435540.922064316,NA
J07-9109-1,MISSION VIEJO,58274.1864,0.25,29837016.65099346,684.9636513083898,MISSION VIEJO,233096.7456,20435540.922064316,NA
J07-9109-2,LAKE FOREST,8710.22825922156,0.25,13086268.751089767,300.4193928165695,MISSION VIEJO,34840.91303688624,9791587.735475397,NA
J07-9109-2,MISSION VIEJO,445629.52999466565,0.25,29837016.65099346,684.9636513083898,MISSION VIEJO,1782518.1199786626,20435540.922064316,NA
L03-691-1 (L03P09),MISSION VIEJO,4472881.281851487,0.5,29837016.65099346,684.9636513083898,MISSION VIEJO,8945762.563702974,20435540.922064316,NA
L03-691-1 (L03P09),ORANGE CO,12675.935299956302,0.5,54406355.72231314,1248.9980652505315,MISSION VIEJO,25351.870599912603,49840801.3300099,NA
L03-141-1,MISSION VIEJO,1107911.1605351397,1,29837016.65099346,684.9636513083898,MISSION VIEJO,1107911.1605351397,NA,NA
L03-141-1,RANCHO SANTA MARGARITA,789673.3770648604,1,26145050.573031798,600.2077725673049,MISSION VIEJO,789673.3770648604,NA,NA
L01-414-1,ORANGE CO,0,0.385,54406355.72231314,1248.9980652505315,ORANGE CO,0,49840801.3300099,NA
L01-733-2,ORANGE CO,2965945.929382803,1,54406355.72231314,1248.9980652505315,ORANGE CO,2965945.929382803,49840801.3300099,NA
L01-733-2,RANCHO SANTA MARGARITA,26441.347477044288,1,26145050.573031798,600.2077725673049,ORANGE CO,26441.347477044288,8572923.317579193,NA
M01-003-1,ORANGE CO,0,0.77,54406355.72231314,1248.9980652505315,ORANGE CO,0,49840801.3300099,NA
M01-003-2,ORANGE CO,0,0.77,54406355.72231314,1248.9980652505315,ORANGE CO,0,49840801.3300099,NA
M01-002-1,ORANGE CO,0,0.77,54406355.72231314,1248.9980652505315,ORANGE CO,0,49840801.3300099,NA
L01-747-1,SAN JUAN CAPISTRANO,0,0,8842496.99493502,202.9957987817957,SAN JUAN CAPISTRANO,1216943.9999999995,2612469.6335842325,NA
L05-489-4,ORANGE CO,403482.2976,0.5,54406355.72231314,1248.9980652505315,ORANGE CO,806964.5952,NA,NA
L01-372-1,ORANGE CO,146101.87468800004,0.77,54406355.72231314,1248.9980652505315,ORANGE CO,189742.69440000004,49840801.3300099,NA
L01-218-1,ORANGE CO,0,0.77,54406355.72231314,1248.9980652505315,RANCHO SANTA MARGARITA,0,49840801.3300099,NA
L01-218-1,RANCHO SANTA MARGARITA,0,0.77,26145050.573031798,600.2077725673049,RANCHO SANTA MARGARITA,0,8572923.317579193,NA
L01-218-2,RANCHO SANTA MARGARITA,428456.2867199999,0.77,26145050.573031798,600.2077725673049,RANCHO SANTA MARGARITA,556436.7359999999,8572923.317579193,NA
L01-218-3,RANCHO SANTA MARGARITA,0,0.77,26145050.573031798,600.2077725673049,RANCHO SANTA MARGARITA,0,8572923.317579193,NA
J01-9033-1,LAKE FOREST,1274.5570263855702,0.77,13086268.751089767,300.4193928165695,LAKE FOREST,1655.2688654358053,9791587.735475397,NA
J01-9033-1,ORANGE CO,45059.80158685359,0.77,54406355.72231314,1248.9980652505315,LAKE FOREST,58519.22284006959,49840801.3300099,NA
J01-10012-3,MISSION VIEJO,0,0.77,29837016.65099346,684.9636513083898,MISSION VIEJO,0,20435540.922064316,NA
J01-10012-3,ORANGE CO,0,0.77,54406355.72231314,1248.9980652505315,MISSION VIEJO,0,49840801.3300099,NA
J01-10012-3,RANCHO SANTA MARGARITA,0,0.77,26145050.573031798,600.2077725673049,MISSION VIEJO,0,8572923.317579193,NA
J04-9249-1,ALISO VIEJO,3101655.14919377,1,116347522.37064542,2670.9715879395185,LAGUNA NIGUEL,3101655.14919377,112756296.95986444,NA
J04-9249-1,LAGUNA HILLS,27617633.097746596,1,30382783.63122218,697.4927371722264,LAGUNA NIGUEL,27617633.097746596,29700585.041044578,NA
J04-9249-1,LAGUNA NIGUEL,7724582.095719586,1,103212442.91903976,2369.431655625339,LAGUNA NIGUEL,7724582.095719586,91963958.14168793,NA
L02-502-6,SAN JUAN CAPISTRANO,0,0.77,8842496.99493502,202.9957987817957,SAN JUAN CAPISTRANO,0,2612469.6335842325,NA
L03-497-1,LAGUNA NIGUEL,0,0.77,103212442.91903976,2369.431655625339,SAN JUAN CAPISTRANO,0,91963958.14168793,NA
L03-497-1,SAN JUAN CAPISTRANO,0,0.77,8842496.99493502,202.9957987817957,SAN JUAN CAPISTRANO,0,2612469.6335842325,NA
L01-727-3,DANA POINT,109681.38720000001,0.5,13188470.493113145,302.7656219722944,DANA POINT,219362.77440000002,8623499.22388465,NA
L02-396-1,MISSION VIEJO,494144.69441151555,0.77,29837016.65099346,684.9636513083898,MISSION VIEJO,641746.3563785916,20435540.922064316,NA
L02-396-1,ORANGE CO,3594.446208887766,0.77,54406355.72231314,1248.9980652505315,MISSION VIEJO,4668.111959594501,49840801.3300099,NA
L01-613-1,DANA POINT,123090.1056,0.77,13188470.493113145,302.7656219722944,DANA POINT,159857.28,NA,NA
LC04-11199-1,LAGUNA BEACH,0,0.77,3197852.585558988,73.41259379152865,LAGUNA BEACH,0,1879478.3242043818,NA
L03-172-3,MISSION VIEJO,0,0.77,29837016.65099346,684.9636513083898,MISSION VIEJO,0,NA,NA
L01-303-5,ORANGE CO,220568.527872,0.77,54406355.72231314,1248.9980652505315,ORANGE CO,286452.6336,49840801.3300099,NA
L01-303-3,ORANGE CO,0,0.5,54406355.72231314,1248.9980652505315,ORANGE CO,0,49840801.3300099,NA
L01-303-2,ORANGE CO,1838592,1,54406355.72231314,1248.9980652505315,ORANGE CO,1838592,49840801.3300099,NA
L01-303-1,ORANGE CO,0,0.77,54406355.72231314,1248.9980652505315,ORANGE CO,0,49840801.3300099,NA
L01-517-8,SAN JUAN CAPISTRANO,0,0.77,8842496.99493502,202.9957987817957,SAN JUAN CAPISTRANO,0,2612469.6335842325,NA
SC02-072-4,SAN CLEMENTE,0,0.77,19982422.455257487,458.73329787092484,SAN CLEMENTE,0,12249919.308809487,NA
M00.1-070-6,SAN CLEMENTE,0,0.77,19982422.455257487,458.73329787092484,SAN CLEMENTE,0,NA,NA
L03-141-2,MISSION VIEJO,154074.00960000002,1,29837016.65099346,684.9636513083898,MISSION VIEJO,154074.00960000002,NA,NA
L03-141-3,MISSION VIEJO,327006.72000000003,1,29837016.65099346,684.9636513083898,MISSION VIEJO,327006.72000000003,NA,NA
LC05-11017-2,LAGUNA BEACH,715238.802432,0.77,3197852.585558988,73.41259379152865,LAGUNA BEACH,928881.5616,1879478.3242043818,NA
SC10-075-3 (M00S01),DANA POINT,7496375.039999998,0.77,13188470.493113145,302.7656219722944,DANA POINT,9735551.999999996,8623499.22388465,NA
SC09-081-2d,SAN CLEMENTE,812107.296,0.77,19982422.455257487,458.73329787092484,SAN CLEMENTE,1054684.7999999998,12249919.308809487,NA
M01-168-1d (M00P03),DANA POINT,0,0.77,13188470.493113145,302.7656219722944,DANA POINT,0,8623499.22388465,NA
M01-168-2d (M00P03),DANA POINT,0,0.77,13188470.493113145,302.7656219722944,DANA POINT,0,8623499.22388465,NA
SC11-035-1d,DANA POINT,0,0.77,13188470.493113145,302.7656219722944,DANA POINT,0,8623499.22388465,NA
I01-11195-2,ALISO VIEJO,4617276.048000001,0.77,116347522.37064542,2670.9715879395185,ALISO VIEJO,5996462.400000001,112756296.95986444,NA
J03-9216-5,LAGUNA NIGUEL,0,0.5,103212442.91903976,2369.431655625339,LAGUNA NIGUEL,0,91963958.14168793,NA
L01-399-1,ORANGE CO,0,0.77,54406355.72231314,1248.9980652505315,ORANGE CO,0,49840801.3300099,NA
L01-399-2,ORANGE CO,20224.512000000002,0.77,54406355.72231314,1248.9980652505315,ORANGE CO,26265.600000000002,49840801.3300099,NA
LC01-11480-1,ORANGE CO,0,0.77,54406355.72231314,1248.9980652505315,ORANGE CO,0,49840801.3300099,NA
L01-242-1 (L07P16),ORANGE CO,0,1,54406355.72231314,1248.9980652505315,ORANGE CO,0,49840801.3300099,NA
L01-242-1 (L07P16),RANCHO SANTA MARGARITA,0,1,26145050.573031798,600.2077725673049,ORANGE CO,0,8572923.317579193,NA
I01-11503-5,ALISO VIEJO,0,1,116347522.37064542,2670.9715879395185,ALISO VIEJO,0,112756296.95986444,NA
I01-11343-1,LAGUNA WOODS,0,0.385,1275233.3939980974,29.27533044072767,LAGUNA WOODS,0,0,NA
